method,yc_confirm,tl_c,ts_c,tl_s,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
C,-0.5,-2.75,3.0,-3.75,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,-0.5,-2.75,3.0,-3.5,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,-0.5,-2.75,3.25,-4.5,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,-0.5,-2.75,3.25,-4.25,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,-0.5,-2.75,3.25,-4.0,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,-0.5,-2.75,3.25,-3.75,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,-0.5,-2.75,3.25,-3.5,-0.1010476685943676,-0.10214475507397626,0.005956261336711899,0.09473426687119703,-0.23607758712951216,0.025230100871220334,0.10667132022517789,5
C,0.0,-3.75,2.25,-4.5,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.25,-4.25,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.25,-4.0,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.25,-3.75,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.25,-3.5,0.03523153596887774,0.0327936017355402,0.017290218092713028,0.11866526531251918,-0.23607758712951205,0.07323955782057202,0.33987720175962854,2
C,0.0,-3.75,2.5,-4.5,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.5,-4.25,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.5,-4.0,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.5,-3.75,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.5,-3.5,0.03523153596887774,0.0327936017355402,0.017290218092713028,0.11866526531251918,-0.23607758712951205,0.07323955782057202,0.33987720175962854,2
C,0.0,-3.75,2.75,-4.5,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.75,-4.25,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.75,-4.0,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.75,-3.75,0.0401366287107441,0.037357132966850136,0.017880449944588817,0.11869068384792733,-0.23607758712951205,0.07573971829345923,0.3532074173834989,2
C,0.0,-3.75,2.75,-3.5,0.03523153596887774,0.0327936017355402,0.017290218092713028,0.11866526531251918,-0.23607758712951205,0.07323955782057202,0.33987720175962854,2
C,0.0,-3.75,3.0,-4.5,0.041823505631461706,0.03893018739038111,0.018084964562090633,0.11868158606725127,-0.23607758712951216,0.07660602085097228,0.3578553734260306,2
C,0.0,-3.75,3.0,-4.25,0.041823505631461706,0.03893018739038111,0.018084964562090633,0.11868158606725127,-0.23607758712951216,0.07660602085097228,0.3578553734260306,2
C,0.0,-3.75,3.0,-4.0,0.041823505631461706,0.03893018739038111,0.018084964562090633,0.11868158606725127,-0.23607758712951216,0.07660602085097228,0.3578553734260306,2
C,0.0,-3.75,3.0,-3.75,0.041823505631461706,0.03893018739038111,0.018084964562090633,0.11868158606725127,-0.23607758712951216,0.07660602085097228,0.3578553734260306,2
C,0.0,-3.75,3.0,-3.5,0.03691839755594975,0.034366380777218646,0.01749461411962705,0.1186561694797723,-0.23607758712951216,0.07410535804074236,0.34447937157940256,2
C,0.0,-3.75,3.25,-4.5,0.041823505631461706,0.03893018739038111,0.018084964562090633,0.11868158606725127,-0.23607758712951216,0.07660602085097228,0.3578553734260306,2
C,0.0,-3.75,3.25,-4.25,0.041823505631461706,0.03893018739038111,0.018084964562090633,0.11868158606725127,-0.23607758712951216,0.07660602085097228,0.3578553734260306,2
