method,k_yc,tl_c,ts_c,tl_s,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
A,0.0,-3.75,2.75,-4.0,0.3042852579474415,0.3059128213374606,0.04837516058924596,0.10908266385035163,-0.23607758712951216,0.2049121273113798,1.239589114649461,15
A,0.0,-3.75,2.75,-3.75,0.33695830785704123,0.34070482482328523,0.051711772737799366,0.10739432968579295,-0.23607758712951216,0.2190456678525365,1.3644038743012308,15
A,0.0,-3.75,2.75,-3.5,0.2972656658756233,0.30018227744978404,0.047162848931135315,0.10701319834675128,-0.23607758712951216,0.19977690175756405,1.1957960922275483,15
A,0.0,-3.75,3.0,-4.5,0.20794576126000103,0.21104033270029662,0.03743889071671691,0.10931195421807298,-0.23607758712951216,0.15858723046071263,0.8725772931490006,10
A,0.0,-3.75,3.0,-4.25,0.2984951871181333,0.30361674314599163,0.04667078552412707,0.10389720075217604,-0.23607758712951216,0.19769257256311873,1.1782520752266117,12
A,0.0,-3.75,3.0,-4.0,0.29604210203077397,0.30125094599038243,0.04640160640871516,0.10388475659790707,-0.23607758712951216,0.19655235794687803,1.168710694194779,13
A,0.0,-3.75,3.0,-3.75,0.2915327045249455,0.29668351401770415,0.04590835503506918,0.1038681441573026,-0.23607758712951216,0.19446299664984232,1.1513288214436939,13
A,0.0,-3.75,3.0,-3.5,0.250354106664304,0.25438922814022086,0.041384532501997695,0.10347303420479081,-0.23607758712951216,0.17530055692789737,0.9979156144035026,13
A,0.0,-3.75,3.25,-4.5,0.1907682716884774,0.19470313676509893,0.035284311155282744,0.106868803965418,-0.23607758712951257,0.14946065649140047,0.8072976484755274,10
A,0.0,-3.75,3.25,-4.25,0.2800355452623478,0.28669628194714986,0.04418822532481648,0.1013180016393382,-0.23607758712951257,0.18717670687041857,1.0917331582477279,12
A,0.0,-3.75,3.25,-4.0,0.27751867922911594,0.28424001543849137,0.04391968466551477,0.10130521392213322,-0.23607758712951257,0.18603919668757185,1.0825707553712465,13
A,0.0,-3.75,3.25,-3.75,0.2728926734523929,0.2795190405026798,0.04342760321678285,0.10128812945088544,-0.23607758712951257,0.1839547910702696,1.0658792805876924,13
A,0.0,-3.75,3.25,-3.5,0.23061220255515213,0.23581355643600704,0.03891451057311368,0.10088246086218923,-0.23607758712951257,0.16483780203906062,0.9185595577104779,13
A,0.0,-3.5,2.25,-4.5,0.07705585779786339,0.07758681837502222,0.022435452307274062,0.11656562285591417,-0.2740103962532742,0.08187810613775562,0.4603613832455957,16
A,0.0,-3.5,2.25,-4.25,0.11734238769574087,0.11782431519145341,0.02724422279226224,0.11439910177980606,-0.23900121511942723,0.11399198442839921,0.5821240745671552,20
A,0.0,-3.5,2.25,-4.0,0.11509382319432267,0.11561615964124629,0.02698003973200369,0.11438764235997642,-0.23900121511942723,0.11288662159530007,0.5751939084919044,21
A,0.0,-3.5,2.25,-3.75,0.1432909415373321,0.1446375777832067,0.03024855867990217,0.11278086399730458,-0.23607758712951113,0.12812973500660163,0.6629811940289401,21
A,0.0,-3.5,2.25,-3.5,0.1432909415373321,0.1446375777832067,0.03024855867990217,0.11278086399730458,-0.23607758712951113,0.12812973500660163,0.6629811940289401,21
A,0.0,-3.5,2.5,-4.5,0.11552052719534922,0.1162655574528831,0.02703012858088405,0.11609655369756194,-0.27401039625327267,0.09864636141724938,0.5765056617485851,16
A,0.0,-3.5,2.5,-4.25,0.17143232767488645,0.17194350677192521,0.03356621942550908,0.11349533715734773,-0.23607758712951216,0.14218299938441278,0.7567844519320961,20
A,0.0,-3.5,2.5,-4.0,0.1691713726720145,0.16974950393481728,0.033300410496367006,0.11348384102004598,-0.23607758712951216,0.14105706052518405,0.7490892223315755,21
A,0.0,-3.5,2.5,-3.75,0.19839710063197688,0.20007342297091424,0.03658904497796778,0.11186344051046561,-0.23607758712951216,0.1549873726805545,0.8465678845856535,21
A,0.0,-3.5,2.5,-3.5,0.19839710063197688,0.20007342297091424,0.03658904497796778,0.11186344051046561,-0.23607758712951216,0.1549873726805545,0.8465678845856535,21
A,0.0,-3.5,2.75,-4.5,0.24349177017158274,0.24549198531826658,0.04168486788932979,0.1107964642494356,-0.23607758712951216,0.17657274625761687,1.007772686823571,16
