combo,signal,base,f1_slope,f2_sma,f3_move,f4_xtenor,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,n_events,eq_final
F1+F4,z_std,optimized,-0.25,,,2.0,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,22,1.4997224831883398
F1,z_std,optimized,-0.25,,,,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,26,1.4997224831883398
F1,z_std,optimized,0.0,,,,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,26,1.4997224831883398
F1+F4,z_std,optimized,-0.5,,,2.0,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,22,1.4997224831883398
NO_FILTER,z_std,optimized,,,,,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,26,1.4997224831883398
F4,z_std,optimized,,,,2.0,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,22,1.4997224831883398
F1+F4,z_std,optimized,0.0,,,2.0,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,22,1.4997224831883398
F1,z_std,optimized,-1.0,,,,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,26,1.4997224831883398
F1+F4,z_std,optimized,-1.0,,,2.0,0.04599814683298919,0.04978032708582539,0.024029951217696688,0.08761116469167114,-0.2360775871295131,0.10178836335070539,0.040151094865857995,22,1.4997224831883398
F1+F3+F4,z_std,baseline,-0.25,,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,16,1.4739591128757084
F1+F2+F3,z_std,baseline,-0.5,200.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,13,1.4739591128757084
F1+F2+F3,z_std,baseline,0.0,200.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,13,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,-0.5,100.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,10,1.4739591128757084
F3+F4,z_std,baseline,,,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,16,1.4739591128757084
F1+F3+F4,z_std,baseline,0.0,,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,16,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,-0.25,200.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,11,1.4739591128757084
F1+F3+F4,z_std,baseline,-1.0,,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,16,1.4739591128757084
F1+F2+F3,z_std,baseline,-1.0,200.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,13,1.4739591128757084
F1+F3,z_std,baseline,-1.0,,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,19,1.4739591128757084
F1+F3,z_std,baseline,0.0,,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,19,1.4739591128757084
F2+F3+F4,z_std,baseline,,100.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,10,1.4739591128757084
F1+F2+F3,z_std,baseline,-0.25,200.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,13,1.4739591128757084
F1+F2+F3,z_std,baseline,-0.25,100.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,12,1.4739591128757084
F1+F3,z_std,baseline,-0.25,,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,19,1.4739591128757084
F2+F3+F4,z_std,baseline,,200.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,11,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,-0.5,200.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,11,1.4739591128757084
F1+F2+F3,z_std,baseline,0.0,100.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,12,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,-1.0,200.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,11,1.4739591128757084
F3,z_std,baseline,,,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,19,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,-1.0,100.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,10,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,0.0,200.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,11,1.4739591128757084
F1+F2+F3,z_std,baseline,-1.0,100.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,12,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,0.0,100.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,10,1.4739591128757084
F1+F3,z_std,baseline,-0.5,,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,19,1.4739591128757084
F1+F2+F3,z_std,baseline,-0.5,100.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,12,1.4739591128757084
F2+F3,z_std,baseline,,200.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,13,1.4739591128757084
F1+F2+F3+F4,z_std,baseline,-0.25,100.0,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,10,1.4739591128757084
F1+F3+F4,z_std,baseline,-0.5,,"(100, 150)",2.0,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,16,1.4739591128757084
F2+F3,z_std,baseline,,100.0,"(100, 150)",,0.030371397724485577,0.03512446583085637,0.02299081522714075,0.0984747312017694,-0.23607758712951188,0.09738669183588367,0.039111958875302055,12,1.4739591128757084
F1+F2+F3,z_std,optimized,-1.0,100.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,12,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,-0.25,100.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,10,1.4738430393025554
F1+F3+F4,z_std,optimized,-0.5,,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,18,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,-0.25,200.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,11,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,0.0,100.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,10,1.4738430393025554
F1+F3+F4,z_std,optimized,0.0,,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,18,1.4738430393025554
F2+F3,z_std,optimized,,200.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,13,1.4738430393025554
F1+F2+F3,z_std,optimized,-0.5,200.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,13,1.4738430393025554
F1+F3+F4,z_std,optimized,-1.0,,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,18,1.4738430393025554
F2+F3+F4,z_std,optimized,,100.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,10,1.4738430393025554
F1+F3,z_std,optimized,-1.0,,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,22,1.4738430393025554
F1+F2+F3,z_std,optimized,-0.25,100.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,12,1.4738430393025554
F1+F3,z_std,optimized,-0.25,,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,22,1.4738430393025554
F1+F2+F3,z_std,optimized,-1.0,200.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,13,1.4738430393025554
F3+F4,z_std,optimized,,,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,18,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,-0.5,100.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,10,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,-1.0,100.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,10,1.4738430393025554
F1+F2+F3,z_std,optimized,0.0,200.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,13,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,-0.5,200.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,11,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,-1.0,200.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,11,1.4738430393025554
F1+F2+F3,z_std,optimized,-0.5,100.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,12,1.4738430393025554
F1+F3,z_std,optimized,-0.5,,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,22,1.4738430393025554
F1+F3+F4,z_std,optimized,-0.25,,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,18,1.4738430393025554
F1+F2+F3,z_std,optimized,-0.25,200.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,13,1.4738430393025554
F2+F3+F4,z_std,optimized,,200.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,11,1.4738430393025554
F3,z_std,optimized,,,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,22,1.4738430393025554
F1+F2+F3+F4,z_std,optimized,0.0,200.0,"(100, 150)",2.0,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,11,1.4738430393025554
F1+F2+F3,z_std,optimized,0.0,100.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,12,1.4738430393025554
F2+F3,z_std,optimized,,100.0,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,12,1.4738430393025554
F1+F3,z_std,optimized,0.0,,"(100, 150)",,0.030323129211697667,0.035072156665959905,0.022986094957056613,0.09847581811921559,-0.2360775871295131,0.0973666972648545,0.03910723860521792,22,1.4738430393025554
F1,z_move,optimized,0.0,,,,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,21,1.3682785348205964
F1+F4,z_move,optimized,0.0,,,2.0,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,16,1.3682785348205964
F4,z_move,optimized,,,,2.0,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,16,1.3682785348205964
F1,z_move,optimized,-0.5,,,,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,21,1.3682785348205964
F1,z_move,optimized,-1.0,,,,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,21,1.3682785348205964
NO_FILTER,z_move,optimized,,,,,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,21,1.3682785348205964
F1+F4,z_move,optimized,-0.25,,,2.0,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,16,1.3682785348205964
F1+F4,z_move,optimized,-1.0,,,2.0,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,16,1.3682785348205964
F1+F4,z_move,optimized,-0.5,,,2.0,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,16,1.3682785348205964
F1,z_move,optimized,-0.25,,,,-0.016851494534859325,-0.017828138669868435,0.018541208183420865,0.08656750376421808,-0.23607758712951155,0.07853862117478017,0.03466235183158217,21,1.3682785348205964
F1+F2+F3,z_move,baseline,-1.0,200.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,0.0,100.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.25,100.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3,z_move,baseline,-1.0,200.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-1.0,200.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-1.0,200.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3,z_move,baseline,0.0,200.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.5,200.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.25,100.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.5,100.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.5,100.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.5,200.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-1.0,100.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-1.0,100.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.5,200.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3,z_move,baseline,-1.0,100.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.25,100.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F2+F3+F4,z_move,baseline,,100.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.5,100.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.5,100.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F2+F3+F4,z_move,baseline,,100.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F2+F3+F4,z_move,baseline,,200.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,0.0,100.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3,z_move,baseline,-1.0,100.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F2+F3,z_move,baseline,,100.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.25,200.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F2+F3,z_move,baseline,,100.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.25,100.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,8,1.3398048273301737
F1+F2+F3,z_move,baseline,0.0,100.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3,z_move,baseline,0.0,200.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.5,200.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3,z_move,baseline,0.0,100.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,10,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.25,200.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3,z_move,baseline,-0.25,200.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,0.0,200.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,0.0,200.0,"(80, 140)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F1+F2+F3+F4,z_move,baseline,-0.25,200.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F2+F3,z_move,baseline,,200.0,"(80, 120)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F2+F3+F4,z_move,baseline,,200.0,"(80, 120)",2.0,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,9,1.3398048273301737
F2+F3,z_move,baseline,,200.0,"(80, 140)",,-0.032180783471294154,-0.03198142800159404,0.017286998453822866,0.08430501850886202,-0.23607758712951366,0.07322591976653467,0.03340814210198417,11,1.3398048273301737
F1+F2+F3,z_move,optimized,-0.25,100.0,"(80, 120)",,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,11,1.339699318342645
F1+F2+F3+F4,z_move,optimized,-0.5,200.0,"(80, 120)",2.0,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,9,1.339699318342645
F1+F2+F3+F4,z_move,optimized,-0.5,200.0,"(80, 140)",2.0,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,9,1.339699318342645
F1+F2+F3+F4,z_move,optimized,-0.5,100.0,"(80, 140)",2.0,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,8,1.339699318342645
F1+F2+F3+F4,z_move,optimized,-0.5,100.0,"(80, 120)",2.0,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,8,1.339699318342645
F1+F2+F3,z_move,optimized,-0.25,100.0,"(80, 140)",,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,11,1.339699318342645
F1+F2+F3+F4,z_move,optimized,-1.0,100.0,"(80, 140)",2.0,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,8,1.339699318342645
F1+F2+F3+F4,z_move,optimized,-1.0,100.0,"(80, 120)",2.0,-0.032235976768230895,-0.03204347306639162,0.017282304502210577,0.08430628664764887,-0.23607758712951155,0.07320603667780436,0.033403448150371884,8,1.339699318342645
