rr_tenors,z_type,z_window,z_min_periods,slope_long_yield,slope_short_yield,slope_mom_window,slope_zscore_window,slope_zscore_min_periods,k_slope,yc_spread_short,yc_spread_long,yc_change_window,yc_z_window,yc_z_min_periods,k_yc,tl_calm,ts_calm,tl_stress,ts_stress,allow_long_stress,cooldown,delay,tcost_bps,w_initial,w_long,w_short,long_etf,short_etf,hmm_n_seeds,hmm_n_iter,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,total_ret,eq_final,bm_ann,shv_ann,n_events,n_days,years
"['1W', '1M', '3M', '6M']",std,63,20,US_10Y,US_2Y,126,252,63,0.5,US_10Y,US_30Y,42,252,20,0.4,-3.25,2.5,-3.5,99,False,5,1,5,0.5,1.0,0.0,TLT,SHV,10,300,0.3997340676496806,0.48259779043576717,0.06179720180756809,0.10456252091127335,-0.23607758712951066,0.26176649193583357,0.0779183454557294,1.7826819658317126,2.74556634683294,-0.016121143648161307,-3.184866377348161e-05,54,4301,17.067460317460316
