combo_id,k,strategies,method,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret
2021,3,flat_10s2s+bh_tlt+bh_50_50,min_variance,-0.8887509965005527,-0.8852810947846527,0.0033618857828230375,0.01853385740621912,-0.044375376550408845,0.07576016349977459,0.05588491462098655
2021,3,flat_10s2s+bh_tlt+bh_50_50,max_sharpe,-0.015810708632839288,-0.01543852072407512,-0.02924358735748178,0.2997159491775757,-0.7954503403493279,-0.03676356131124319,-0.3817620599233772
2021,3,flat_10s2s+bh_tlt+bh_50_50,risk_parity,-0.3683564819999963,-0.3568081248806111,0.003662436170579042,0.04197876981966933,-0.14806302900453666,0.024735656127005377,0.061021141895862385
15230,4,bh_tlt+bh_ief+barbell_shy_ief+barbell_iei_tlt,equal_weight,-0.0726215604068227,-0.07072520757764257,-0.0008219226391804613,0.14398337120620006,-0.5248569972412963,-0.0015659934867984485,-0.013234226763390922
15230,4,bh_tlt+bh_ief+barbell_shy_ief+barbell_iei_tlt,min_variance,-0.4084363023550701,-0.3999158702775446,2.6809445422992795e-05,0.04627981027768736,-0.21531523843796818,0.00012451253156759982,0.00043446537802283025
15230,4,bh_tlt+bh_ief+barbell_shy_ief+barbell_iei_tlt,max_sharpe,-0.015810708632839288,-0.01543852072407512,-0.02924358735748178,0.2997159491775757,-0.7954503403493279,-0.03676356131124319,-0.3817620599233772
15230,4,bh_tlt+bh_ief+barbell_shy_ief+barbell_iei_tlt,risk_parity,-0.1492854043956174,-0.14540398603547403,0.0016677713122257298,0.09351835793752335,-0.38631054542795973,0.004317177804137217,0.027367143211741496
15226,4,bh_tlt+bh_ief+bh_50_50+barbell_shy_ief,equal_weight,-0.07262595402379758,-0.0706222684852938,-0.002843941020142182,0.15313536765782723,-0.5415109260693327,-0.005251862673917786,-0.045095804842779086
15226,4,bh_tlt+bh_ief+bh_50_50+barbell_shy_ief,min_variance,-0.4084363023550703,-0.3999158702775449,2.6809445422992795e-05,0.04627981027768736,-0.21531523843796835,0.00012451253156759971,0.00043446537802283025
15226,4,bh_tlt+bh_ief+bh_50_50+barbell_shy_ief,max_sharpe,-0.015810708632839243,-0.015438520724075078,-0.02924358735748178,0.29971594917757566,-0.7954503403493282,-0.036763561311243184,-0.3817620599233772
15226,4,bh_tlt+bh_ief+bh_50_50+barbell_shy_ief,risk_parity,-0.15178834876005862,-0.14727437681146419,0.0006367218741047953,0.09674010076945969,-0.39387974641327356,0.001616538753015045,0.010366491005648237
13855,4,flat_30s2s+bh_tlt+bh_ief+bh_50_50,equal_weight,-0.07272738488721205,-0.07055378342432704,-0.00145852762018861,0.1468343853969565,-0.5120699633373944,-0.002848297546457749,-0.023371427428438785
13855,4,flat_30s2s+bh_tlt+bh_ief+bh_50_50,min_variance,-0.6412986147467179,-0.6482250173800285,0.0025148692379257653,0.02671371586147981,-0.07982956212859696,0.031502981738451445,0.04153513761110972
13855,4,flat_30s2s+bh_tlt+bh_ief+bh_50_50,max_sharpe,-0.015810708632839197,-0.015438520724075033,-0.02924358735748178,0.29971594917757566,-0.7954503403493282,-0.036763561311243184,-0.3817620599233772
13855,4,flat_30s2s+bh_tlt+bh_ief+bh_50_50,risk_parity,-0.26138542881572835,-0.2534372011888967,0.0034105849917855924,0.057225548173156233,-0.20772679581384906,0.016418608771311006,0.05671556824423707
12163,4,steep_5s30s+bh_tlt+bh_ief+barbell_iei_tlt,equal_weight,-0.07301578102817015,-0.07092202466291066,0.0015604074583264183,0.13244311838587894,-0.4942159790908577,0.003157339147950839,0.025584415136639116
12163,4,steep_5s30s+bh_tlt+bh_ief+barbell_iei_tlt,min_variance,-0.42640105749757135,-0.42991421654671785,0.004232982539105867,0.03551898768092867,-0.13402798355881979,0.03158282641212887,0.07083599347334713
12163,4,steep_5s30s+bh_tlt+bh_ief+barbell_iei_tlt,max_sharpe,-0.01581070863283922,-0.015438520724075056,-0.02924358735748178,0.29971594917757566,-0.7954503403493284,-0.03676356131124317,-0.3817620599233782
12163,4,steep_5s30s+bh_tlt+bh_ief+barbell_iei_tlt,risk_parity,-0.2651930655746127,-0.2645284761002993,0.005173952064884357,0.05104528731877528,-0.21260317874035445,0.02433619335110291,0.08720938974384729
