combo_id,k,strategies,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,hit_rate,n_days
15221,4,bh_tlt+bh_shv+bh_50_50+barbell_iei_tlt,-0.0829659108151332,-0.11600375446092873,-0.0014338035002502414,0.14008701818750127,-0.5016995608619859,-0.002857892675422674,-0.022979554972243688,0.5211854028900318,4083
2524,3,bfly_5s10s30s_pos+bh_tlt+bh_ief,-0.08311321596851859,-0.11628558298828669,-0.0016312424092610467,0.1408793206411119,-0.5029249559554104,-0.003243510567420865,-0.02610481229546191,0.52069556698506,4083
14725,4,bfly_2s5s10s_pos+bh_tlt+bh_ief+bh_50_50,-0.0833118971908383,-0.1164566341174394,-0.0023095243272589494,0.14376386091134158,-0.5100990634325006,-0.004527599622939829,-0.03677001140806668,0.5224099926524615,4083
2569,3,bh_tlt+bh_shv+barbell_iei_tlt,-0.08336304514683912,-0.11655967852237364,-0.0007520184579216105,0.1367593839230872,-0.495695519148396,-0.0015170975505559882,-0.012115087474402153,0.5199608131276022,4083
68301,5,bfly_5s10s30s_pos+bh_tlt+bh_ief+bh_50_50+barbell_iei_tlt,-0.08354350268353963,-0.11686132022354946,-0.0007314493681507273,0.13655420785981348,-0.4952297622969894,-0.0014769899223303887,-0.011785557488366738,0.5224099926524615,4083
2360,3,bfly_2s5s10s_pos+bh_tlt+bh_ief,-0.08372985779904976,-0.11703564210967748,-0.0019278812822381974,0.1418100575521851,-0.5070099801672856,-0.0038024523335854292,-0.030782675965208783,0.523879500367377,4083
15153,4,bfly_5s10s30s_pos+bh_tlt+bh_ief+barbell_iei_tlt,-0.08393283071116793,-0.11742981823686897,-7.27340339415905e-05,0.13330103260713677,-0.48909122671707517,-0.00014871261222533644,-0.0011778132183347667,0.520940484937546,4083
67565,5,bfly_2s5s10s_pos+bh_tlt+bh_ief+bh_50_50+barbell_iei_tlt,-0.08393347202173097,-0.11733884327998863,-0.0009050195444164633,0.13709784766916286,-0.497726715652547,-0.001818306142618712,-0.014563028996314231,0.5219201567474896,4083
296,2,bh_50_50+barbell_iei_tlt,-0.08405396873759405,-0.11754432933500807,0.0005465444730698987,0.130358413038998,-0.48361038482059154,0.0011301338644178502,0.008892205567024636,0.5199608131276022,4083
14728,4,bfly_2s5s10s_pos+bh_tlt+bh_ief+barbell_iei_tlt,-0.08434303332385183,-0.1179245632643418,-0.00030605227047153516,0.1341181893899846,-0.49228378113278914,-0.0006216988700445938,-0.004947256270038447,0.5202057310800882,4083
14505,4,flat_30s10s+bh_tlt+bh_ief+bh_50_50,-0.0850452471405352,-0.1189841029335178,-0.002631049809092234,0.14408613485118488,-0.5061825158349391,-0.0051978283065592734,-0.04178725126256144,0.5214303208425177,4083
14219,4,flat_30s5s+bh_tlt+bh_ief+bh_50_50,-0.0853224238643406,-0.11931380470493093,-0.00310898247880953,0.14599074110867694,-0.5088247782590745,-0.006110123979116742,-0.04919984971411773,0.5199608131276022,4083
67070,5,flat_30s10s+bh_tlt+bh_ief+bh_50_50+barbell_iei_tlt,-0.08553393063264265,-0.11964848598184026,-0.0011286086453907718,0.1371196089416681,-0.49442935793377374,-0.00228264893109754,-0.018130109633824,0.5211854028900318,4083
15010,4,bfly_2s10s30s_pos+bh_tlt+bh_ief+bh_50_50,-0.08574147333912731,-0.11992388397983524,-0.002481267666913034,0.14299319450999026,-0.5064500241525879,-0.004899333692529265,-0.03945303653115362,0.5219201567474896,4083
