DATE,mode
2018-08-31,FLAT
2018-09-04,FLAT
2018-09-05,FLAT
2018-09-06,FLAT
2018-09-07,FLAT
2018-09-10,FLAT
2018-09-11,FLAT
2018-09-12,FLAT
2018-09-13,FLAT
2018-09-14,FLAT
2018-09-17,FLAT
2018-09-18,FLAT
2018-09-19,FLAT
2018-09-20,FLAT
2018-09-21,FLAT
2018-09-24,FLAT
2018-09-25,FLAT
2018-09-26,FLAT
2018-09-27,FLAT
2018-09-28,FLAT
2018-10-01,FLAT
2018-10-02,FLAT
2018-10-03,FLAT
2018-10-04,FLAT
2018-10-05,FLAT
2018-10-08,FLAT
2018-10-09,FLAT
2018-10-10,FLAT
2018-10-11,FLAT
2018-10-12,FLAT
2018-10-15,FLAT
2018-10-16,FLAT
2018-10-17,FLAT
2018-10-18,FLAT
2018-10-19,FLAT
2018-10-22,FLAT
2018-10-23,FLAT
2018-10-24,FLAT
2018-10-25,FLAT
2018-10-26,FLAT
2018-10-29,MOM_TF
2018-10-30,MOM_TF
2018-10-31,MOM_TF
2018-11-01,MOM_TF
2018-11-02,MOM_TF
2018-11-05,MOM_TF
2018-11-06,MOM_TF
2018-11-07,MOM_TF
2018-11-08,MOM_TF
2018-11-09,MOM_TF
2018-11-12,MOM_TF
2018-11-13,MOM_TF
2018-11-14,MOM_TF
2018-11-15,MOM_TF
2018-11-16,MOM_TF
2018-11-19,MOM_TF
2018-11-20,MOM_TF
2018-11-21,MOM_TF
2018-11-23,MOM_TF
2018-11-26,MOM_TF
2018-11-27,MOM_TF
2018-11-28,MOM_TF
2018-11-29,MOM_TF
2018-11-30,MOM_TF
2018-12-03,MOM_TF
2018-12-04,MOM_TF
2018-12-06,MOM_TF
2018-12-07,MOM_TF
2018-12-10,MOM_TF
2018-12-11,MOM_TF
2018-12-12,MOM_TF
2018-12-13,MOM_TF
2018-12-14,MOM_TF
2018-12-17,MOM_TF
2018-12-18,MOM_TF
2018-12-19,MOM_TF
2018-12-20,MOM_TF
2018-12-21,MOM_TF
2018-12-24,MOM_TF
2018-12-26,MOM_TF
2018-12-27,MOM_TF
2018-12-28,MOM_TF
2018-12-31,FLAT
2019-01-02,FLAT
2019-01-03,FLAT
2019-01-04,FLAT
2019-01-07,FLAT
2019-01-08,FLAT
2019-01-09,FLAT
2019-01-10,FLAT
2019-01-11,FLAT
2019-01-14,FLAT
2019-01-15,FLAT
2019-01-16,FLAT
2019-01-17,FLAT
2019-01-18,FLAT
2019-01-22,FLAT
2019-01-23,FLAT
2019-01-24,FLAT
2019-01-25,FLAT
2019-01-28,FLAT
2019-01-29,FLAT
2019-01-30,FLAT
2019-01-31,MOM_TF
2019-02-01,MOM_TF
2019-02-04,MOM_TF
2019-02-05,MOM_TF
2019-02-06,MOM_TF
2019-02-07,MOM_TF
2019-02-08,MOM_TF
2019-02-11,MOM_TF
2019-02-12,MOM_TF
2019-02-13,MOM_TF
2019-02-14,MOM_TF
2019-02-15,MOM_TF
2019-02-19,MOM_TF
2019-02-20,MOM_TF
2019-02-21,MOM_TF
2019-02-22,MOM_TF
2019-02-25,MOM_TF
2019-02-26,MOM_TF
2019-02-27,MOM_TF
2019-02-28,MOM_TF
2019-03-01,MOM_TF
2019-03-04,MOM_TF
2019-03-05,MOM_TF
2019-03-06,MOM_TF
2019-03-07,MOM_TF
2019-03-08,MOM_TF
2019-03-11,MOM_TF
2019-03-12,MOM_TF
2019-03-13,MOM_TF
2019-03-14,MOM_TF
2019-03-15,MOM_TF
2019-03-18,MOM_TF
2019-03-19,MOM_TF
2019-03-20,MOM_TF
2019-03-21,MOM_TF
2019-03-22,MOM_TF
2019-03-25,MOM_TF
2019-03-26,MOM_TF
2019-03-27,MOM_TF
2019-03-28,MOM_TF
2019-03-29,MOM_TF
2019-04-01,MOM_TF
2019-04-02,FLAT
2019-04-03,FLAT
2019-04-04,FLAT
2019-04-05,FLAT
2019-04-08,FLAT
2019-04-09,FLAT
2019-04-10,FLAT
2019-04-11,FLAT
2019-04-12,FLAT
2019-04-15,FLAT
2019-04-16,FLAT
2019-04-17,FLAT
2019-04-18,FLAT
2019-04-22,FLAT
2019-04-23,FLAT
2019-04-24,FLAT
2019-04-25,FLAT
2019-04-26,FLAT
2019-04-29,FLAT
2019-04-30,FLAT
2019-05-01,FLAT
2019-05-02,FLAT
2019-05-03,FLAT
2019-05-06,FLAT
2019-05-07,FLAT
2019-05-08,FLAT
2019-05-09,FLAT
2019-05-10,FLAT
2019-05-13,FLAT
2019-05-14,FLAT
2019-05-15,FLAT
2019-05-16,FLAT
2019-05-17,FLAT
2019-05-20,FLAT
2019-05-21,FLAT
2019-05-22,FLAT
2019-05-23,FLAT
2019-05-24,FLAT
2019-05-28,FLAT
2019-05-29,FLAT
2019-05-30,FLAT
2019-05-31,FLAT
2019-06-03,FLAT
2019-06-04,FLAT
2019-06-05,FLAT
2019-06-06,FLAT
2019-06-07,FLAT
2019-06-10,FLAT
2019-06-11,FLAT
2019-06-12,FLAT
2019-06-13,FLAT
2019-06-14,FLAT
2019-06-17,FLAT
2019-06-18,FLAT
2019-06-19,FLAT
2019-06-20,FLAT
2019-06-21,FLAT
2019-06-24,FLAT
2019-06-25,FLAT
2019-06-26,FLAT
2019-06-27,FLAT
2019-06-28,FLAT
2019-07-01,FLAT
2019-07-02,FLAT
2019-07-03,FLAT
2019-07-05,FLAT
2019-07-08,FLAT
2019-07-09,FLAT
2019-07-10,FLAT
2019-07-11,FLAT
2019-07-12,FLAT
2019-07-15,FLAT
2019-07-16,FLAT
2019-07-17,FLAT
2019-07-18,FLAT
2019-07-19,FLAT
2019-07-22,FLAT
2019-07-23,FLAT
2019-07-24,FLAT
2019-07-25,FLAT
2019-07-26,FLAT
2019-07-29,FLAT
2019-07-30,FLAT
2019-07-31,FLAT
2019-08-01,FLAT
2019-08-02,FLAT
2019-08-05,FLAT
2019-08-06,FLAT
2019-08-07,FLAT
2019-08-08,FLAT
2019-08-09,FLAT
2019-08-12,FLAT
2019-08-13,FLAT
2019-08-14,FLAT
2019-08-15,FLAT
2019-08-16,FLAT
2019-08-19,FLAT
2019-08-20,FLAT
2019-08-21,FLAT
2019-08-22,FLAT
2019-08-23,FLAT
2019-08-26,FLAT
2019-08-27,FLAT
2019-08-28,FLAT
2019-08-29,FLAT
2019-08-30,FLAT
2019-09-03,FLAT
2019-09-04,FLAT
2019-09-05,FLAT
2019-09-06,FLAT
2019-09-09,FLAT
2019-09-10,FLAT
2019-09-11,FLAT
2019-09-12,FLAT
2019-09-13,FLAT
2019-09-16,FLAT
2019-09-17,FLAT
2019-09-18,FLAT
2019-09-19,FLAT
2019-09-20,FLAT
2019-09-23,FLAT
2019-09-24,FLAT
2019-09-25,FLAT
2019-09-26,FLAT
2019-09-27,FLAT
2019-09-30,FLAT
2019-10-01,FLAT
2019-10-02,FLAT
2019-10-03,FLAT
2019-10-04,FLAT
2019-10-07,FLAT
2019-10-08,FLAT
2019-10-09,FLAT
2019-10-10,FLAT
2019-10-11,FLAT
2019-10-14,FLAT
2019-10-15,FLAT
2019-10-16,FLAT
2019-10-17,FLAT
2019-10-18,FLAT
2019-10-21,FLAT
2019-10-22,FLAT
2019-10-23,FLAT
2019-10-24,FLAT
2019-10-25,FLAT
2019-10-28,FLAT
2019-10-29,FLAT
2019-10-30,MOM_MR
2019-10-31,MOM_MR
2019-11-01,MOM_MR
2019-11-04,MOM_MR
2019-11-05,MOM_MR
2019-11-06,MOM_MR
2019-11-07,MOM_MR
2019-11-08,MOM_MR
2019-11-11,MOM_MR
2019-11-12,MOM_MR
2019-11-13,MOM_MR
2019-11-14,MOM_MR
2019-11-15,MOM_MR
2019-11-18,MOM_MR
2019-11-19,MOM_MR
2019-11-20,MOM_MR
2019-11-21,MOM_MR
2019-11-22,MOM_MR
2019-11-25,MOM_MR
2019-11-26,MOM_MR
2019-11-27,MOM_MR
2019-11-29,FLAT
2019-12-02,FLAT
2019-12-03,FLAT
2019-12-04,FLAT
2019-12-05,FLAT
2019-12-06,FLAT
2019-12-09,FLAT
2019-12-10,FLAT
2019-12-11,FLAT
2019-12-12,FLAT
2019-12-13,FLAT
2019-12-16,FLAT
2019-12-17,FLAT
2019-12-18,FLAT
2019-12-19,FLAT
2019-12-20,FLAT
2019-12-23,FLAT
2019-12-24,FLAT
2019-12-26,FLAT
2019-12-27,FLAT
2019-12-30,FLAT
2019-12-31,FLAT
2020-01-02,FLAT
2020-01-03,FLAT
2020-01-06,FLAT
2020-01-07,FLAT
2020-01-08,FLAT
2020-01-09,FLAT
2020-01-10,FLAT
2020-01-13,FLAT
2020-01-14,FLAT
2020-01-15,FLAT
2020-01-16,FLAT
2020-01-17,FLAT
2020-01-21,FLAT
2020-01-22,FLAT
2020-01-23,FLAT
2020-01-24,FLAT
2020-01-27,FLAT
2020-01-28,FLAT
2020-01-29,FLAT
2020-01-30,FLAT
2020-01-31,FLAT
2020-02-03,FLAT
2020-02-04,FLAT
2020-02-05,FLAT
2020-02-06,FLAT
2020-02-07,FLAT
2020-02-10,FLAT
2020-02-11,FLAT
2020-02-12,FLAT
2020-02-13,FLAT
2020-02-14,FLAT
2020-02-18,FLAT
2020-02-19,FLAT
2020-02-20,FLAT
2020-02-21,FLAT
2020-02-24,FLAT
2020-02-25,FLAT
2020-02-26,FLAT
2020-02-27,FLAT
2020-02-28,FLAT
2020-03-02,FLAT
2020-03-03,FLAT
2020-03-04,FLAT
2020-03-05,FLAT
2020-03-06,FLAT
2020-03-09,FLAT
2020-03-10,FLAT
2020-03-11,FLAT
2020-03-12,FLAT
2020-03-13,FLAT
2020-03-16,FLAT
2020-03-17,FLAT
2020-03-18,FLAT
2020-03-19,FLAT
2020-03-20,FLAT
2020-03-23,FLAT
2020-03-24,FLAT
2020-03-25,FLAT
2020-03-26,FLAT
2020-03-27,FLAT
2020-03-30,FLAT
2020-03-31,FLAT
2020-04-01,FLAT
2020-04-02,FLAT
2020-04-03,FLAT
2020-04-06,FLAT
2020-04-07,FLAT
2020-04-08,FLAT
2020-04-09,FLAT
2020-04-13,FLAT
2020-04-14,FLAT
2020-04-15,FLAT
2020-04-16,FLAT
2020-04-17,FLAT
2020-04-20,FLAT
2020-04-21,FLAT
2020-04-22,FLAT
2020-04-23,FLAT
2020-04-24,FLAT
2020-04-27,FLAT
2020-04-28,FLAT
2020-04-29,FLAT
2020-04-30,FLAT
2020-05-01,FLAT
2020-05-04,FLAT
2020-05-05,FLAT
2020-05-06,FLAT
2020-05-07,FLAT
2020-05-08,FLAT
2020-05-11,FLAT
2020-05-12,FLAT
2020-05-13,FLAT
2020-05-14,FLAT
2020-05-15,FLAT
2020-05-18,FLAT
2020-05-19,FLAT
2020-05-20,FLAT
2020-05-21,FLAT
2020-05-22,FLAT
2020-05-26,FLAT
2020-05-27,FLAT
2020-05-28,FLAT
2020-05-29,FLAT
2020-06-01,FLAT
2020-06-02,FLAT
2020-06-03,FLAT
2020-06-04,FLAT
2020-06-05,FLAT
2020-06-08,FLAT
2020-06-09,FLAT
2020-06-10,FLAT
2020-06-11,FLAT
2020-06-12,FLAT
2020-06-15,FLAT
2020-06-16,FLAT
2020-06-17,FLAT
2020-06-18,FLAT
2020-06-19,FLAT
2020-06-22,FLAT
2020-06-23,FLAT
2020-06-24,FLAT
2020-06-25,FLAT
2020-06-26,FLAT
2020-06-29,FLAT
2020-06-30,FLAT
2020-07-01,FLAT
2020-07-02,FLAT
2020-07-06,FLAT
2020-07-07,FLAT
2020-07-08,FLAT
2020-07-09,FLAT
2020-07-10,FLAT
2020-07-13,FLAT
2020-07-14,FLAT
2020-07-15,FLAT
2020-07-16,FLAT
2020-07-17,FLAT
2020-07-20,FLAT
2020-07-21,FLAT
2020-07-22,FLAT
2020-07-23,FLAT
2020-07-24,FLAT
2020-07-27,FLAT
2020-07-28,FLAT
2020-07-29,FLAT
2020-07-30,FLAT
2020-07-31,FLAT
2020-08-03,FLAT
2020-08-04,FLAT
2020-08-05,FLAT
2020-08-06,FLAT
2020-08-07,FLAT
2020-08-10,FLAT
2020-08-11,FLAT
2020-08-12,FLAT
2020-08-13,FLAT
2020-08-14,FLAT
2020-08-17,FLAT
2020-08-18,FLAT
2020-08-19,FLAT
2020-08-20,FLAT
2020-08-21,FLAT
2020-08-24,FLAT
2020-08-25,FLAT
2020-08-26,FLAT
2020-08-27,FLAT
2020-08-28,FLAT
2020-08-31,FLAT
2020-09-01,FLAT
2020-09-02,FLAT
2020-09-03,FLAT
2020-09-04,FLAT
2020-09-08,FLAT
2020-09-09,FLAT
2020-09-10,FLAT
2020-09-11,FLAT
2020-09-14,FLAT
2020-09-15,FLAT
2020-09-16,FLAT
2020-09-17,FLAT
2020-09-18,FLAT
2020-09-21,FLAT
2020-09-22,FLAT
2020-09-23,FLAT
2020-09-24,FLAT
2020-09-25,FLAT
2020-09-28,FLAT
2020-09-29,FLAT
2020-09-30,FLAT
2020-10-01,FLAT
2020-10-02,FLAT
2020-10-05,FLAT
2020-10-06,FLAT
2020-10-07,FLAT
2020-10-08,FLAT
2020-10-09,FLAT
2020-10-12,FLAT
2020-10-13,FLAT
2020-10-14,FLAT
2020-10-15,FLAT
2020-10-16,FLAT
2020-10-19,FLAT
2020-10-20,FLAT
2020-10-21,FLAT
2020-10-22,FLAT
2020-10-23,FLAT
2020-10-26,FLAT
2020-10-27,FLAT
2020-10-28,FLAT
2020-10-29,FLAT
2020-10-30,FLAT
2020-11-02,FLAT
2020-11-03,FLAT
2020-11-04,FLAT
2020-11-05,FLAT
2020-11-06,FLAT
2020-11-09,FLAT
2020-11-10,FLAT
2020-11-11,FLAT
2020-11-12,FLAT
2020-11-13,FLAT
2020-11-16,FLAT
2020-11-17,FLAT
2020-11-18,FLAT
2020-11-19,FLAT
2020-11-20,FLAT
2020-11-23,FLAT
2020-11-24,FLAT
2020-11-25,FLAT
2020-11-27,FLAT
2020-11-30,FLAT
2020-12-01,FLAT
2020-12-02,FLAT
2020-12-03,FLAT
2020-12-04,FLAT
2020-12-07,FLAT
2020-12-08,FLAT
2020-12-09,FLAT
2020-12-10,FLAT
2020-12-11,FLAT
2020-12-14,FLAT
2020-12-15,FLAT
2020-12-16,FLAT
2020-12-17,FLAT
2020-12-18,FLAT
2020-12-21,FLAT
2020-12-22,FLAT
2020-12-23,FLAT
2020-12-24,FLAT
2020-12-28,FLAT
2020-12-29,FLAT
2020-12-30,FLAT
2020-12-31,FLAT
2021-01-04,FLAT
2021-01-05,FLAT
2021-01-06,FLAT
2021-01-07,FLAT
2021-01-08,FLAT
2021-01-11,FLAT
2021-01-12,FLAT
2021-01-13,FLAT
2021-01-14,FLAT
2021-01-15,FLAT
2021-01-19,FLAT
2021-01-20,FLAT
2021-01-21,FLAT
2021-01-22,FLAT
2021-01-25,FLAT
2021-01-26,FLAT
2021-01-27,FLAT
2021-01-28,FLAT
2021-01-29,FLAT
2021-02-01,TF_level
2021-02-02,TF_level
2021-02-03,TF_level
2021-02-04,TF_level
2021-02-05,TF_level
2021-02-08,TF_level
2021-02-09,TF_level
2021-02-10,TF_level
2021-02-11,TF_level
2021-02-12,TF_level
2021-02-16,TF_level
2021-02-17,TF_level
2021-02-18,TF_level
2021-02-19,TF_level
2021-02-22,TF_level
2021-02-23,TF_level
2021-02-24,TF_level
2021-02-25,TF_level
2021-02-26,TF_level
2021-03-01,TF_level
2021-03-02,TF_level
2021-03-03,MOM_MR
2021-03-04,MOM_MR
2021-03-05,MOM_MR
2021-03-08,MOM_MR
2021-03-09,MOM_MR
2021-03-10,MOM_MR
2021-03-11,MOM_MR
2021-03-12,MOM_MR
2021-03-15,MOM_MR
2021-03-16,MOM_MR
2021-03-17,MOM_MR
2021-03-18,MOM_MR
2021-03-19,MOM_MR
2021-03-22,MOM_MR
2021-03-23,MOM_MR
2021-03-24,MOM_MR
2021-03-25,MOM_MR
2021-03-26,MOM_MR
2021-03-29,MOM_MR
2021-03-30,MOM_MR
2021-03-31,MOM_MR
2021-04-01,TF_level
2021-04-05,TF_level
2021-04-06,TF_level
2021-04-07,TF_level
2021-04-08,TF_level
2021-04-09,TF_level
2021-04-12,TF_level
2021-04-13,TF_level
2021-04-14,TF_level
2021-04-15,TF_level
2021-04-16,TF_level
2021-04-19,TF_level
2021-04-20,TF_level
2021-04-21,TF_level
2021-04-22,TF_level
2021-04-23,TF_level
2021-04-26,TF_level
2021-04-27,TF_level
2021-04-28,TF_level
2021-04-29,TF_level
2021-04-30,TF_level
2021-05-03,MOM_MR
2021-05-04,MOM_MR
2021-05-05,MOM_MR
2021-05-06,MOM_MR
2021-05-07,MOM_MR
2021-05-10,MOM_MR
2021-05-11,MOM_MR
2021-05-12,MOM_MR
2021-05-13,MOM_MR
2021-05-14,MOM_MR
2021-05-17,MOM_MR
2021-05-18,MOM_MR
2021-05-19,MOM_MR
2021-05-20,MOM_MR
2021-05-21,MOM_MR
2021-05-24,MOM_MR
2021-05-25,MOM_MR
2021-05-26,MOM_MR
2021-05-27,MOM_MR
2021-05-28,MOM_MR
2021-06-01,MOM_MR
2021-06-02,MOM_MR
2021-06-03,MOM_MR
2021-06-04,MOM_MR
2021-06-07,MOM_MR
2021-06-08,MOM_MR
2021-06-09,MOM_MR
2021-06-10,MOM_MR
2021-06-11,MOM_MR
2021-06-14,MOM_MR
2021-06-15,MOM_MR
2021-06-16,MOM_MR
2021-06-17,MOM_MR
2021-06-18,MOM_MR
2021-06-21,MOM_MR
2021-06-22,MOM_MR
2021-06-23,MOM_MR
2021-06-24,MOM_MR
2021-06-25,MOM_MR
2021-06-28,MOM_MR
2021-06-29,MOM_MR
2021-06-30,MOM_MR
2021-07-01,BLEND_TF
2021-07-02,BLEND_TF
2021-07-06,BLEND_TF
2021-07-07,BLEND_TF
2021-07-08,BLEND_TF
2021-07-09,BLEND_TF
2021-07-12,BLEND_TF
2021-07-13,BLEND_TF
2021-07-14,BLEND_TF
2021-07-15,BLEND_TF
2021-07-16,BLEND_TF
2021-07-19,BLEND_TF
2021-07-20,BLEND_TF
2021-07-21,BLEND_TF
2021-07-22,BLEND_TF
2021-07-23,BLEND_TF
2021-07-26,BLEND_TF
2021-07-27,BLEND_TF
2021-07-28,BLEND_TF
2021-07-29,BLEND_TF
2021-07-30,BLEND_TF
2021-08-02,MOM_TF
2021-08-03,MOM_TF
2021-08-04,MOM_TF
2021-08-05,MOM_TF
2021-08-06,MOM_TF
2021-08-09,MOM_TF
2021-08-10,MOM_TF
2021-08-11,MOM_TF
2021-08-12,MOM_TF
2021-08-13,MOM_TF
2021-08-16,MOM_TF
2021-08-17,MOM_TF
2021-08-18,MOM_TF
2021-08-19,MOM_TF
2021-08-20,MOM_TF
2021-08-23,MOM_TF
2021-08-24,MOM_TF
2021-08-25,MOM_TF
2021-08-26,MOM_TF
2021-08-27,MOM_TF
2021-08-30,MOM_TF
2021-08-31,MOM_TF
2021-09-01,MOM_TF
2021-09-02,MOM_TF
2021-09-03,MOM_TF
2021-09-07,MOM_TF
2021-09-08,MOM_TF
2021-09-09,MOM_TF
2021-09-10,MOM_TF
2021-09-13,MOM_TF
2021-09-14,MOM_TF
2021-09-15,MOM_TF
2021-09-16,MOM_TF
2021-09-17,MOM_TF
2021-09-20,MOM_TF
2021-09-21,MOM_TF
2021-09-22,MOM_TF
2021-09-23,MOM_TF
2021-09-24,MOM_TF
2021-09-27,MOM_TF
2021-09-28,MOM_TF
2021-09-29,MOM_TF
2021-09-30,FLAT
2021-10-01,FLAT
2021-10-04,FLAT
2021-10-05,FLAT
2021-10-06,FLAT
2021-10-07,FLAT
2021-10-08,FLAT
2021-10-11,FLAT
2021-10-12,FLAT
2021-10-13,FLAT
2021-10-14,FLAT
2021-10-15,FLAT
2021-10-18,FLAT
2021-10-19,FLAT
2021-10-20,FLAT
2021-10-21,FLAT
2021-10-22,FLAT
2021-10-25,FLAT
2021-10-26,FLAT
2021-10-27,FLAT
2021-10-28,FLAT
2021-10-29,MOM_TF
2021-11-01,MOM_TF
2021-11-02,MOM_TF
2021-11-03,MOM_TF
2021-11-04,MOM_TF
2021-11-05,MOM_TF
2021-11-08,MOM_TF
2021-11-09,MOM_TF
2021-11-10,MOM_TF
2021-11-11,MOM_TF
2021-11-12,MOM_TF
2021-11-15,MOM_TF
2021-11-16,MOM_TF
2021-11-17,MOM_TF
2021-11-18,MOM_TF
2021-11-19,MOM_TF
2021-11-22,MOM_TF
2021-11-23,MOM_TF
2021-11-24,MOM_TF
2021-11-26,MOM_TF
2021-11-29,MOM_TF
2021-11-30,MOM_TF
2021-12-01,MOM_TF
2021-12-02,MOM_TF
2021-12-03,MOM_TF
2021-12-06,MOM_TF
2021-12-07,MOM_TF
2021-12-08,MOM_TF
2021-12-09,MOM_TF
2021-12-10,MOM_TF
2021-12-13,MOM_TF
2021-12-14,MOM_TF
2021-12-15,MOM_TF
2021-12-16,MOM_TF
2021-12-17,MOM_TF
2021-12-20,MOM_TF
2021-12-21,MOM_TF
2021-12-22,MOM_TF
2021-12-23,MOM_TF
2021-12-27,MOM_TF
2021-12-28,MOM_TF
2021-12-29,MOM_TF
2021-12-30,TF_level
2021-12-31,TF_level
2022-01-03,TF_level
2022-01-04,TF_level
2022-01-05,TF_level
2022-01-06,TF_level
2022-01-07,TF_level
2022-01-10,TF_level
2022-01-11,TF_level
2022-01-12,TF_level
2022-01-13,TF_level
2022-01-14,TF_level
2022-01-18,TF_level
2022-01-19,TF_level
2022-01-20,TF_level
2022-01-21,TF_level
2022-01-24,TF_level
2022-01-25,TF_level
2022-01-26,TF_level
2022-01-27,TF_level
2022-01-28,TF_level
2022-01-31,TF_level
2022-02-01,TF_level
2022-02-02,TF_level
2022-02-03,TF_level
2022-02-04,TF_level
2022-02-07,TF_level
2022-02-08,TF_level
2022-02-09,TF_level
2022-02-10,TF_level
2022-02-11,TF_level
2022-02-14,TF_level
2022-02-15,TF_level
2022-02-16,TF_level
2022-02-17,TF_level
2022-02-18,TF_level
2022-02-22,TF_level
2022-02-23,TF_level
2022-02-24,TF_level
2022-02-25,TF_level
2022-02-28,TF_level
2022-03-01,TF_level
2022-03-02,TF_level
2022-03-03,TF_level
2022-03-04,TF_level
2022-03-07,TF_level
2022-03-08,TF_level
2022-03-09,TF_level
2022-03-10,TF_level
2022-03-11,TF_level
2022-03-14,TF_level
2022-03-15,TF_level
2022-03-16,TF_level
2022-03-17,TF_level
2022-03-18,TF_level
2022-03-21,TF_level
2022-03-22,TF_level
2022-03-23,TF_level
2022-03-24,TF_level
2022-03-25,TF_level
2022-03-28,TF_level
2022-03-29,TF_level
2022-03-30,TF_level
2022-03-31,TF_level
2022-04-01,TF_level
2022-04-04,TF_level
2022-04-05,TF_level
2022-04-06,TF_level
2022-04-07,TF_level
2022-04-08,TF_level
2022-04-11,TF_level
2022-04-12,TF_level
2022-04-13,TF_level
2022-04-14,TF_level
2022-04-18,TF_level
2022-04-19,TF_level
2022-04-20,TF_level
2022-04-21,TF_level
2022-04-22,TF_level
2022-04-25,TF_level
2022-04-26,TF_level
2022-04-27,TF_level
2022-04-28,TF_level
2022-04-29,TF_level
2022-05-02,BLEND_MR
2022-05-03,BLEND_MR
2022-05-04,BLEND_MR
2022-05-05,BLEND_MR
2022-05-06,BLEND_MR
2022-05-09,BLEND_MR
2022-05-10,BLEND_MR
2022-05-11,BLEND_MR
2022-05-12,BLEND_MR
2022-05-13,BLEND_MR
2022-05-16,BLEND_MR
2022-05-17,BLEND_MR
2022-05-18,BLEND_MR
2022-05-19,BLEND_MR
2022-05-20,BLEND_MR
2022-05-23,BLEND_MR
2022-05-24,BLEND_MR
2022-05-25,BLEND_MR
2022-05-26,BLEND_MR
2022-05-27,BLEND_MR
2022-05-31,BLEND_MR
2022-06-01,MOM_MR
2022-06-02,MOM_MR
2022-06-03,MOM_MR
2022-06-06,MOM_MR
2022-06-07,MOM_MR
2022-06-08,MOM_MR
2022-06-09,MOM_MR
2022-06-10,MOM_MR
2022-06-13,MOM_MR
2022-06-14,MOM_MR
2022-06-15,MOM_MR
2022-06-16,MOM_MR
2022-06-17,MOM_MR
2022-06-21,MOM_MR
2022-06-22,MOM_MR
2022-06-23,MOM_MR
2022-06-24,MOM_MR
2022-06-27,MOM_MR
2022-06-28,MOM_MR
2022-06-29,MOM_MR
2022-06-30,MOM_MR
2022-07-01,MOM_MR
2022-07-05,MOM_MR
2022-07-06,MOM_MR
2022-07-07,MOM_MR
2022-07-08,MOM_MR
2022-07-11,MOM_MR
2022-07-12,MOM_MR
2022-07-13,MOM_MR
2022-07-14,MOM_MR
2022-07-15,MOM_MR
2022-07-18,MOM_MR
2022-07-19,MOM_MR
2022-07-20,MOM_MR
2022-07-21,MOM_MR
2022-07-22,MOM_MR
2022-07-25,MOM_MR
2022-07-26,MOM_MR
2022-07-27,MOM_MR
2022-07-28,MOM_MR
2022-07-29,MOM_MR
2022-08-01,MOM_MR
2022-08-02,MOM_MR
2022-08-03,MOM_MR
2022-08-04,MOM_MR
2022-08-05,MOM_MR
2022-08-08,MOM_MR
2022-08-09,MOM_MR
2022-08-10,MOM_MR
2022-08-11,MOM_MR
2022-08-12,MOM_MR
2022-08-15,MOM_MR
2022-08-16,MOM_MR
2022-08-17,MOM_MR
2022-08-18,MOM_MR
2022-08-19,MOM_MR
2022-08-22,MOM_MR
2022-08-23,MOM_MR
2022-08-24,MOM_MR
2022-08-25,MOM_MR
2022-08-26,MOM_MR
2022-08-29,MOM_MR
2022-08-30,MOM_MR
2022-08-31,MOM_MR
2022-09-01,MOM_MR
2022-09-02,MOM_MR
2022-09-06,MOM_MR
2022-09-07,MOM_MR
2022-09-08,MOM_MR
2022-09-09,MOM_MR
2022-09-12,MOM_MR
2022-09-13,MOM_MR
2022-09-14,MOM_MR
2022-09-15,MOM_MR
2022-09-16,MOM_MR
2022-09-19,MOM_MR
2022-09-20,MOM_MR
2022-09-21,MOM_MR
2022-09-22,MOM_MR
2022-09-23,MOM_MR
2022-09-26,MOM_MR
2022-09-27,MOM_MR
2022-09-28,MOM_MR
2022-09-29,MOM_MR
2022-09-30,MOM_MR
2022-10-03,MOM_MR
2022-10-04,MOM_MR
2022-10-05,MOM_MR
2022-10-06,MOM_MR
2022-10-07,MOM_MR
2022-10-10,MOM_MR
2022-10-11,MOM_MR
2022-10-12,MOM_MR
2022-10-13,MOM_MR
2022-10-14,MOM_MR
2022-10-17,MOM_MR
2022-10-18,MOM_MR
2022-10-19,MOM_MR
2022-10-20,MOM_MR
2022-10-21,MOM_MR
2022-10-24,MOM_MR
2022-10-25,MOM_MR
2022-10-26,MOM_MR
2022-10-27,MOM_MR
2022-10-28,MOM_MR
2022-10-31,MOM_MR
2022-11-01,MOM_MR
2022-11-02,MOM_MR
2022-11-03,MOM_MR
2022-11-04,MOM_MR
2022-11-07,MOM_MR
2022-11-08,MOM_MR
2022-11-09,MOM_MR
2022-11-10,MOM_MR
2022-11-11,MOM_MR
2022-11-14,MOM_MR
2022-11-15,MOM_MR
2022-11-16,MOM_MR
2022-11-17,MOM_MR
2022-11-18,MOM_MR
2022-11-21,MOM_MR
2022-11-22,MOM_MR
2022-11-23,MOM_MR
2022-11-25,MOM_MR
2022-11-28,MOM_MR
2022-11-29,MOM_MR
2022-11-30,MOM_MR
2022-12-01,MOM_MR
2022-12-02,MOM_MR
2022-12-05,MOM_MR
2022-12-06,MOM_MR
2022-12-07,MOM_MR
2022-12-08,MOM_MR
2022-12-09,MOM_MR
2022-12-12,MOM_MR
2022-12-13,MOM_MR
2022-12-14,MOM_MR
2022-12-15,MOM_MR
2022-12-16,MOM_MR
2022-12-19,MOM_MR
2022-12-20,MOM_MR
2022-12-21,MOM_MR
2022-12-22,MOM_MR
2022-12-23,MOM_MR
2022-12-27,MOM_MR
2022-12-28,MOM_MR
