date,active_mode,yc_regime,sharpe_MR_level,sharpe_TF_level,sharpe_MOM_TF,sharpe_MOM_MR,sharpe_BLEND_TF,sharpe_BLEND_MR,n_active,exposure,active_strategies
2009-11-24,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-11-25,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-11-27,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-11-30,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-01,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-02,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-03,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-04,FLAT,BULL_FLAT,,,,,,,0,0.0,
2009-12-07,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-08,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-09,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-10,FLAT,BULL_STEEP,,,,,,,0,0.0,
2009-12-11,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-14,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-15,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-16,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-17,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-18,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-21,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-22,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-23,FLAT,BEAR_STEEP,,,,,,,0,0.0,
2009-12-24,FLAT,BEAR_STEEP,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
2009-12-28,FLAT,BEAR_STEEP,-19.528044867142707,-13.158592668211886,-24.858286506439647,-12.308021134507813,-14.904868296674257,-16.721892129468007,0,0.0,
2009-12-29,FLAT,BEAR_STEEP,-6.189433048082357,-13.238603836728668,-16.2861882025574,-3.3728834963736443,-14.436350236505248,-4.9690706874187,0,0.0,
2009-12-30,FLAT,BEAR_STEEP,-3.54097391101565,-13.664065637883851,-16.08109912764228,-1.6163039272143918,-14.693532661867266,-2.7021300429756634,0,0.0,
2009-12-31,FLAT,BEAR_STEEP,-1.4669080106624166,-14.273853540020717,-16.71739734641658,0.04107780130493747,-15.33754576058194,-0.7819483720431838,0,0.0,
2010-01-04,FLAT,BEAR_STEEP,-3.293555176359075,-3.8391549471662665,-1.906966700400008,-1.2689870804294783,-2.7649869093217694,-2.563264814172916,0,0.0,
2010-01-05,FLAT,BEAR_STEEP,-2.310965713515756,-4.97305591282294,-3.5221641031958444,-1.1143412640487045,-4.127662019092132,-1.9244619380596397,0,0.0,
2010-01-06,FLAT,BEAR_STEEP,-2.198995228013431,-5.430416686847701,-3.829420943942447,-1.6276138399462148,-4.561330777944496,-2.026430309060711,0,0.0,
2010-01-07,FLAT,BEAR_STEEP,-3.3119964433666738,-4.9934022513776855,-3.8396519369083695,-2.973572743055006,-4.395659079215252,-3.248477180631998,0,0.0,
2010-01-08,FLAT,BEAR_STEEP,-3.7000238146823006,-4.343796344943181,-2.9732528408724272,-3.268136682197159,-3.6512323584127078,-3.5977832638418397,0,0.0,
2010-01-11,FLAT,BEAR_STEEP,-3.084514306425119,-5.0164686467240855,-3.655931939352257,-3.0948434318020723,-4.343224579243236,-3.1362338650029744,0,0.0,
2010-01-12,FLAT,BEAR_STEEP,-3.3600255658277667,-5.543259941796708,-4.315787068171744,-3.8633340934629157,-4.9638363395747875,-3.6309881947371707,0,0.0,
2010-01-13,FLAT,BEAR_STEEP,-2.4116378998529946,-5.903630099798301,-4.1708684185420575,-3.190595200628565,-5.123589491840619,-2.7105526625196874,0,0.0,
2010-01-14,FLAT,BEAR_STEEP,-2.5206278486371905,-6.064935658118142,-4.5574738456671255,-3.167365085979225,-5.37775598420645,-2.7932688022281136,0,0.0,
2010-01-15,FLAT,BEAR_STEEP,-2.6457652446278273,-5.697771586296274,-4.233147219978705,-2.944070792730173,-4.994825159923738,-2.7999675743771895,0,0.0,
2010-01-19,FLAT,BEAR_FLAT,-1.7947014511757378,-6.317064435848339,-4.764311156585848,-2.6941564363645925,-5.6032715369742245,-2.131428887026297,0,0.0,
2010-01-20,FLAT,BULL_FLAT,-2.556317889784347,-5.551425404204714,-4.494683026385307,-3.2055033210397377,-5.059523630980489,-2.8327893879419634,0,0.0,
2010-01-21,FLAT,BULL_FLAT,-2.0535157953123915,-5.650395216304933,-4.2335731647722445,-2.6141531883854356,-4.994975887480018,-2.2624967419798527,0,0.0,
2010-01-22,FLAT,BULL_FLAT,-1.8245726604531651,-6.027991998372981,-4.450588058158943,-2.824099404322669,-5.335549097794842,-2.1762892137463377,0,0.0,
2010-01-25,FLAT,BULL_FLAT,-1.9286031294986385,-6.3482275521031095,-4.913367027715561,-3.121320552539839,-5.729495740025084,-2.366322287010885,0,0.0,
2010-01-26,FLAT,BULL_STEEP,-2.013226812599575,-6.1706095367240925,-4.549527628046881,-3.2187771444710433,-5.473761092300468,-2.4470811235793755,0,0.0,
2010-01-27,FLAT,BULL_STEEP,-1.2475797040504337,-6.69501662184549,-5.00937114889613,-2.931107019081168,-5.994087111683064,-1.806705261125789,0,0.0,
2010-01-28,FLAT,BULL_STEEP,-1.1256680616635306,-6.928917141431036,-5.153864436144018,-2.8641241470267027,-6.410181331728183,-1.4760459184372645,0,0.0,
2010-01-29,FLAT,BULL_STEEP,-1.8538177320248224,-5.727130094601646,-4.061638852068666,-3.686885300362062,-4.7771848889450945,-2.3209791780148983,0,0.0,
2010-02-01,FLAT,BULL_STEEP,-1.9871965091118542,-5.86857573724646,-4.01880814461625,-3.806428776846988,-4.690518395131064,-2.4640589504973507,0,0.0,
2010-02-02,FLAT,BULL_STEEP,-2.017618192768427,-5.10183145276513,-3.499058535956951,-4.125406204601447,-4.284872655596202,-2.5193794515924086,0,0.0,
2010-02-03,FLAT,BULL_STEEP,-1.1187348491976015,-5.662746075286836,-4.16064002621942,-2.3964955340744,-4.920718481250352,-1.3333618456095302,0,0.0,
2010-02-04,FLAT,BULL_FLAT,-2.0589751712131044,-3.8569176687613265,-3.1636146622866894,-3.1995962168467655,-3.451426050950533,-2.3131499095755887,0,0.0,
2010-02-05,FLAT,BULL_STEEP,-2.3366709684926374,-4.058688523432706,-3.0176064811202328,-3.600534753752427,-3.1018563474174363,-2.673918651077742,0,0.0,
2010-02-08,FLAT,BULL_FLAT,-3.0852899469376145,-3.7175184051862913,-3.335466130268507,-3.5903791496098774,-3.0925153033245913,-3.348181535600526,0,0.0,
2010-02-09,FLAT,BULL_FLAT,-2.330748928370836,-3.9782697411466135,-3.235089821156261,-3.4611170281387307,-3.238298497750826,-2.615182484346756,0,0.0,
2010-02-10,FLAT,BULL_STEEP,-2.6419886017850085,-3.0705969915900098,-2.541411877589335,-3.9399067193247097,-2.5577311972339127,-2.9668037642980543,0,0.0,
2010-02-11,FLAT,BULL_STEEP,-2.363830075062163,-3.40769793455289,-3.08360430004783,-3.149961554035347,-3.083124455992545,-2.5905115047934983,0,0.0,
2010-02-12,FLAT,BULL_STEEP,-2.9762729526465574,-2.7925738962954645,-2.9698466659662395,-3.4613903599898,-2.707051415401187,-3.1808616720895624,0,0.0,
2010-02-16,FLAT,BULL_STEEP,-3.287785798249024,-2.592017588799849,-2.909138893423639,-3.639753513227755,-2.5330984663258542,-3.4880102355355165,0,0.0,
2010-02-17,FLAT,BULL_STEEP,-3.2235004649055243,-2.849981187856257,-3.2364334012364737,-3.365539865233582,-2.8031765981898573,-3.400671131255076,0,0.0,
2010-02-18,FLAT,BEAR_STEEP,-3.3130677810165534,-2.7068006470171047,-3.3035288289713303,-3.2279640820218005,-2.88951042845026,-3.4354503722687806,0,0.0,
2010-02-19,FLAT,BEAR_STEEP,-3.182335606618064,-2.590236744799182,-2.976324898723243,-3.349700798495455,-2.7386684465920235,-3.3089753738666845,0,0.0,
2010-02-22,FLAT,BEAR_STEEP,-2.5002649937788015,-2.915233696845877,-2.838908656375865,-3.2670488347060735,-2.841546016851537,-2.659734337664074,0,0.0,
2010-02-23,FLAT,BEAR_STEEP,-2.791580042727038,-2.695161584234024,-3.098908414759341,-3.0530514509789475,-2.999356550540263,-2.888929078024064,0,0.0,
2010-02-24,FLAT,BEAR_STEEP,-2.5849604805703748,-3.0554704247235094,-3.0728462341396203,-3.216165199986711,-2.953825678796261,-2.7673397437358442,0,0.0,
2010-02-25,FLAT,BULL_STEEP,-2.524450162683595,-3.194592710519757,-3.2163837085523856,-2.94999963882895,-3.1461589641432184,-2.6457477634293705,0,0.0,
2010-02-26,FLAT,BULL_STEEP,-2.8764261868204968,-2.9391434385728794,-3.048939674887626,-3.2916590238764285,-2.7823296537900117,-3.028928247881685,0,0.0,
2010-03-01,FLAT,BEAR_STEEP,-2.9014997162525313,-2.597650847989419,-2.0752823109805845,-3.867178370116457,-1.950017939684777,-3.5407205090503346,0,0.0,
2010-03-02,FLAT,BULL_STEEP,-2.4595691422680024,-3.0163058214421663,-2.6046809198700593,-2.9881419331501395,-2.4962349462654885,-2.7278487774762894,0,0.0,
2010-03-03,FLAT,BULL_STEEP,-2.7133305538302834,-2.93699391290138,-2.9547757314880867,-2.6776626431943478,-2.7640726706784657,-2.6906892881768334,0,0.0,
2010-03-04,FLAT,BULL_FLAT,-2.905695088780592,-2.6853545974995936,-2.964147652114339,-2.7356712672634904,-2.7223244328391454,-2.82621410772868,0,0.0,
2010-03-05,FLAT,BEAR_FLAT,-2.339865314046957,-3.024211849430104,-2.810624514793912,-2.793154538282547,-2.6793032552063814,-2.550964133682978,0,0.0,
2010-03-08,FLAT,BEAR_STEEP,-2.4632393192421174,-3.079443211565464,-3.119717944331855,-2.3967785888297377,-2.9818441677034744,-2.4257042705510936,0,0.0,
2010-03-09,FLAT,BEAR_STEEP,-2.561421616122932,-2.923449291147105,-2.937005919536861,-2.578022488855339,-2.7919025771850388,-2.589969346946046,0,0.0,
2010-03-10,FLAT,BEAR_STEEP,-2.8573566740376335,-3.066674814540942,-3.4784504190816192,-1.6691648518594193,-3.311275994393166,-2.280923865749863,0,0.0,
2010-03-11,FLAT,BEAR_FLAT,-2.7267311457923573,-3.155165760253976,-3.302705637214639,-1.7708583271431215,-3.2047673363483837,-2.2939604146437906,0,0.0,
2010-03-12,FLAT,BEAR_FLAT,-1.8427124620108528,-3.408268750132336,-2.352062238390487,-2.2708466254368367,-2.4833376419007935,-2.2567920175983844,0,0.0,
2010-03-15,FLAT,BEAR_FLAT,-1.464485680846334,-3.6612546616480524,-2.0367186425547943,-2.4627741112222474,-2.2723908007015696,-2.1855315304057683,0,0.0,
2010-03-16,FLAT,BEAR_FLAT,-1.7296244849129558,-3.4682925588311946,-2.1798584544861233,-2.377431071034371,-2.363126768970427,-2.302170324642065,0,0.0,
2010-03-17,FLAT,BEAR_FLAT,-1.6539079285936327,-3.5367165742148514,-2.303584086302528,-2.2850386784774805,-2.470143597193817,-2.1556207686426165,0,0.0,
2010-03-18,FLAT,BEAR_FLAT,-1.4263231813016322,-3.759701132439955,-2.155940508278936,-2.359849561266038,-2.396323279506134,-2.0802622181499584,0,0.0,
2010-03-19,FLAT,BULL_FLAT,-1.1869817189860004,-3.844094077039981,-1.8124627354623757,-2.58444764712688,-2.1366348661934818,-2.1182046415604887,0,0.0,
2010-03-22,FLAT,BULL_FLAT,-0.7265161533535723,-4.052474095628222,-1.337701726547028,-2.878622453453642,-1.775859611551152,-2.078223310914841,0,0.0,
2010-03-23,FLAT,BULL_FLAT,-1.0212394571429395,-4.079728845372063,-1.921391887346739,-2.0990223360384057,-2.285398711037177,-1.7758337585703188,0,0.0,
2010-03-24,FLAT,BEAR_FLAT,-1.1272256616392655,-3.9079193079295687,-1.8965009817080258,-2.1552792474560327,-2.2393393912979658,-1.8842646079368284,0,0.0,
2010-03-25,FLAT,BEAR_FLAT,-1.021887879069482,-3.786527273773401,-1.3622504687541168,-2.5087335637475716,-1.7669374546207446,-2.14385156032673,0,0.0,
2010-03-26,FLAT,BEAR_FLAT,-1.3439277548241946,-3.328514196758875,-1.1202703014163868,-2.762085410933013,-1.468824606858276,-2.527656531542669,0,0.0,
2010-03-29,FLAT,BEAR_STEEP,-1.5030481743311663,-3.3254609811458917,-1.368299051414952,-2.506892255091764,-1.6918286657717043,-2.455378428049108,0,0.0,
2010-03-30,FLAT,BEAR_FLAT,-1.8614556946378373,-3.129603902229369,-1.5929475724870557,-2.679822877176389,-1.8049319606254652,-2.6177029700524326,0,0.0,
2010-03-31,FLAT,BEAR_FLAT,-1.7550009246080047,-3.24643902510542,-1.6423408961232582,-2.630332748646354,-1.8115969121190545,-2.6278939167544952,0,0.0,
2010-04-01,FLAT,BEAR_FLAT,-1.8863071639370745,-3.128647828303187,-1.782202013822468,-2.4622599734857404,-1.8182457146052515,-2.6380554099688514,0,0.0,
2010-04-05,FLAT,BEAR_STEEP,-2.0605063100179914,-3.0044386392290776,-2.1238724755418112,-1.9568036553534631,-1.8248782631637483,-2.648187451796113,0,0.0,
2010-04-06,FLAT,BEAR_FLAT,-2.022247194090412,-3.1071218632937714,-2.3392859533548216,-1.6807964182790025,-1.8314944665715285,-2.658290058423376,0,0.0,
2010-04-07,FLAT,BEAR_FLAT,-1.8261600325924758,-3.2521574657205186,-1.915052874332067,-2.0447903233746008,-1.8380942463494074,-2.6683632590223696,0,0.0,
2010-04-08,FLAT,BEAR_STEEP,-1.7674718902299849,-3.31531996663885,-1.787567707704476,-2.1815877713785468,-1.8446775358766736,-2.678407094729701,0,0.0,
2010-04-09,FLAT,BEAR_STEEP,-1.9380245051853526,-3.155308801132511,-2.0217472136203996,-1.877293080595703,-1.8512442795684838,-2.688421617702596,0,0.0,
2010-04-12,FLAT,BEAR_STEEP,-1.8683333440735914,-3.2522062305371624,-1.949593006464216,-1.960674081366759,-1.85779443211115,-2.698406890244162,0,0.0,
2010-04-13,FLAT,BEAR_STEEP,-1.843598637351612,-3.2703965542978444,-1.9270826159494967,-1.9931574695953331,-1.8643279577508598,-2.708362983992696,0,0.0,
2010-04-14,FLAT,BEAR_STEEP,-1.588899544036142,-3.4771961683478816,-1.8154274354136373,-2.1144676630870802,-1.8708448296317737,-2.7182899791700406,0,0.0,
2010-04-15,FLAT,BEAR_STEEP,-1.7651389606563406,-3.288608639047441,-1.8016695930467657,-2.1376438147501204,-1.877345029179736,-2.728187963884406,0,0.0,
2010-04-16,FLAT,BEAR_STEEP,-1.8017091461474495,-3.2394473508360324,-1.6594744734835722,-2.2865012441788912,-1.8838285455282244,-2.738057033483496,0,0.0,
2010-04-19,FLAT,BEAR_STEEP,-1.5843988603386734,-3.391400349866501,-1.181969634212745,-2.660913768206062,-1.8902953749833395,-2.747897289954052,0,0.0,
2010-04-20,FLAT,BEAR_STEEP,-1.5955429580287726,-3.427754671836314,-1.3547042984784583,-2.4500799693247415,-1.8967455205250203,-2.7577088413643627,0,0.0,
2010-04-21,FLAT,BEAR_STEEP,-1.6553717572840358,-3.4173105330367894,-1.4780531975411277,-2.308416518023693,-1.9031789913417814,-2.7674918013464644,0,0.0,
2010-04-22,FLAT,BULL_FLAT,-1.491609811781872,-3.5743388878031386,-1.4965372260073961,-2.2957026510238783,-1.9095958023965762,-2.7772462886150815,0,0.0,
2010-04-23,FLAT,BULL_FLAT,-1.539142718008663,-3.566569492010055,-1.6304967518637852,-2.1399342764170406,-1.9159959740215204,-2.7869724265206006,0,0.0,
2010-04-26,FLAT,BULL_FLAT,-1.719306328836906,-3.404959417513976,-1.8055292348620458,-1.9267517326219041,-1.9223795315394256,-2.7966703426335395,0,0.0,
2010-04-27,FLAT,BULL_FLAT,-1.7047743782837288,-3.424136231809357,-1.8035698924241668,-1.9366510955479548,-1.92874650491024,-2.8063401683582523,0,0.0,
2010-04-28,FLAT,BULL_FLAT,-1.3982905160650714,-3.611760311103463,-1.3416867872435247,-2.3018487108867083,-1.9350969284006405,-2.815982038573703,0,0.0,
2010-04-29,FLAT,BULL_FLAT,-1.7597317940398958,-3.608155412561806,-1.6659122949492162,-2.195233991337334,-2.1867292746644242,-2.690506937930006,0,0.0,
2010-04-30,FLAT,BULL_FLAT,-1.851896856959744,-3.529353184947381,-1.6348327631136326,-2.2507684477503167,-2.0788809224747973,-2.8464909083557424,0,0.0,
2010-05-03,FLAT,BULL_FLAT,-1.5395790279840287,-3.705551708442291,-1.554601775170769,-2.3132811617753184,-2.1548151385976344,-2.739785189152038,0,0.0,
2010-05-04,FLAT,BULL_FLAT,-2.020055867566127,-3.629978860647548,-1.5058912766535946,-2.431242105483733,-2.235552187350691,-2.6246916254988046,0,0.0,
2010-05-05,FLAT,BULL_FLAT,-2.209203786959107,-3.6347034167365924,-1.2958405471367322,-2.6619643227181293,-2.100292625836606,-2.8080282191499175,0,0.0,
2010-05-06,FLAT,BULL_FLAT,-2.207654303533994,-3.2200283823719107,-1.3493870188765655,-2.623184392812404,-1.656869026914112,-3.1754248504138696,0,0.0,
2010-05-07,FLAT,BULL_FLAT,-2.571439199125105,-1.8648055688562397,-1.6359532698882924,-2.457967721839156,-1.3607884001080852,-3.4665029880617,0,0.0,
2010-05-10,FLAT,BULL_FLAT,-1.0557716537827506,-2.3752094326088216,-1.237349320433447,-2.6432287005148978,-1.6241550618344842,-2.958848840316268,0,0.0,
2010-05-11,FLAT,BULL_FLAT,-0.9230411574582879,-2.446725435253454,-1.3347272086805377,-2.4766098146335302,-1.746523673280698,-2.777185733518416,0,0.0,
2010-05-12,FLAT,BULL_FLAT,-0.7396503013412531,-2.4889555270012926,-1.365189551210083,-2.4039078928874886,-1.7126637981781054,-2.836169204649353,0,0.0,
2010-05-13,FLAT,BULL_FLAT,-0.673208209518575,-2.517002502016306,-1.430221923952164,-2.305892968969861,-1.7714815985354602,-2.7640680371543818,0,0.0,
2010-05-14,FLAT,BULL_FLAT,-0.6897119093491494,-2.512346489212338,-1.4179319752746695,-2.3305390660462417,-1.7551447597507464,-2.800446375482875,0,0.0,
2010-05-17,FLAT,BULL_FLAT,-0.822206302945039,-2.3693842229284794,-1.3760174450075027,-2.421971176773492,-1.5632201051466523,-3.018714906696249,0,0.0,
2010-05-18,FLAT,BULL_FLAT,-0.8691278341769776,-2.354158794010316,-1.4196101432847115,-2.3811160915462333,-1.6083346488788068,-2.967866828983233,0,0.0,
2010-05-19,FLAT,BULL_FLAT,-0.6871164518739078,-2.646713708096334,-1.2758329684620389,-2.485604943740483,-1.9214647894749801,-2.332945078373085,0,0.0,
2010-05-20,FLAT,BULL_FLAT,-0.80023643434635,-2.5055906892310773,-1.1637807082508875,-2.64535052014591,-1.6381568727213247,-2.614699080284447,0,0.0,
2010-05-21,FLAT,BULL_FLAT,-0.7185989478837708,-2.661527099498704,-0.9344768636792624,-2.8554403406768802,-1.6575765446319901,-2.6017368482356265,0,0.0,
2010-05-24,FLAT,BULL_FLAT,-0.6983807774994766,-2.7531983550356256,-0.7933130836266717,-3.003575991700108,-1.6672624183795413,-2.6019266653403923,0,0.0,
2010-05-25,FLAT,BULL_FLAT,-0.5656035426349818,-2.8503920918668637,-0.7644174694735121,-3.0119039476074425,-1.7157826366676405,-2.5475811070845307,0,0.0,
2010-05-26,FLAT,BULL_FLAT,-0.4205584174968524,-3.0302656846524503,-0.5901522468598152,-3.164642161827857,-1.7971182366822396,-2.443009579402655,0,0.0,
2010-05-27,FLAT,BULL_FLAT,-0.46182495432362275,-3.085571993100075,-0.552766130452191,-3.217658788098394,-1.8789327913350753,-2.337891168047646,0,0.0,
2010-05-28,FLAT,BULL_FLAT,-0.4094180423743426,-3.362774907369706,-0.7683402196458343,-3.086739111027472,-2.1877753077327284,-2.2005301591079895,0,0.0,
2010-06-01,FLAT,BULL_FLAT,-0.4151531473695102,-3.400617379304935,-0.822690182447627,-3.1283756567974885,-2.2340209607974515,-2.2050836201897135,0,0.0,
2010-06-02,FLAT,BULL_FLAT,-0.42744784839306016,-3.3677674942973357,-0.842410797898127,-2.9903390338576363,-2.241189280922318,-2.181006795252474,0,0.0,
2010-06-03,FLAT,BULL_FLAT,-0.31216552392482116,-3.512474829936671,-0.931730984664243,-2.8130717381601116,-2.379670242772734,-1.9179717716140967,0,0.0,
2010-06-04,FLAT,BULL_FLAT,-0.3602537942745701,-3.4662443781678594,-0.9328946804363609,-2.877615248412062,-2.3513115720756264,-2.0017371428301587,0,0.0,
2010-06-07,FLAT,BULL_FLAT,-0.5383023814464574,-3.1401691700965215,-0.7778077414274462,-3.081615307668331,-2.0741478627247956,-2.296866828867096,0,0.0,
2010-06-08,FLAT,BULL_FLAT,-0.6682413500475355,-2.8818018583194647,-0.6145294384576044,-3.245947268058428,-1.8302956144584368,-2.5302940259677897,0,0.0,
2010-06-09,FLAT,BULL_FLAT,-0.6265793428326547,-2.9638311764520564,-0.7179544226806849,-3.096923355988486,-1.9402475000578316,-2.3983565038792896,0,0.0,
2010-06-10,FLAT,BULL_FLAT,-0.5985495177448885,-2.993105570432763,-0.6989876956792429,-3.129232776604135,-1.941508302662941,-2.37403391404809,0,0.0,
2010-06-11,FLAT,BULL_FLAT,-0.44530601810412446,-3.1749431210806383,-0.8114683835485963,-2.92163913138891,-2.114309462279255,-2.044364864012737,0,0.0,
2010-06-14,FLAT,BULL_FLAT,-0.5193788284594318,-3.0570650866808218,-0.7479234167756351,-3.0140875954135087,-2.009669366205343,-2.177630521602982,0,0.0,
2010-06-15,FLAT,BULL_FLAT,-0.5108474128151206,-3.089850761970646,-0.777532286123841,-3.031963048769273,-2.0412528583769607,-2.162987164629853,0,0.0,
2010-06-16,FLAT,BULL_FLAT,-0.43501787414833853,-3.1785139274317173,-0.8155174745673581,-2.9340747451803857,-2.116328800596723,-2.0178203656030433,0,0.0,
2010-06-17,FLAT,BULL_FLAT,-0.49577409692590696,-3.082947084941045,-0.7699832444536082,-2.993251759405001,-2.0370180451938174,-2.1219053385331126,0,0.0,
2010-06-18,FLAT,BEAR_STEEP,-0.5759348833705149,-2.953202996248776,-0.6922055339394398,-3.1053963498178874,-1.9157685540839247,-2.269110710058758,0,0.0,
2010-06-21,FLAT,BULL_STEEP,-0.4923426463801832,-3.065435996686858,-0.7744456444710229,-2.960093632343514,-2.029946621950798,-2.08688568606065,0,0.0,
2010-06-22,FLAT,BULL_STEEP,-0.46149602167529385,-3.110888623320677,-0.7905259022921303,-2.9572615449187243,-2.0624772254166284,-2.0402362031413994,0,0.0,
2010-06-23,FLAT,BULL_STEEP,-0.5960124533399684,-2.8848145143001696,-0.6875069664910464,-3.084150348109006,-1.8787486736724897,-2.2526298331366434,0,0.0,
2010-06-24,FLAT,BULL_STEEP,-0.6334404419098368,-2.830642842924749,-0.6533797034338684,-3.144658921117579,-1.8262766709103928,-2.3243858897768335,0,0.0,
2010-06-25,FLAT,BULL_FLAT,-0.6875356743580652,-2.8041866109298,-0.7118069312570938,-3.1580699968617534,-1.8446332327857282,-2.3820545112604425,0,0.0,
2010-06-28,FLAT,BULL_FLAT,-0.6918696596714093,-2.79773910310342,-0.7113353435292715,-3.1541685177329333,-1.8414621856780675,-2.3868252221316193,0,0.0,
2010-06-29,FLAT,BULL_FLAT,-0.9020508597398504,-2.438547070242593,-0.4483032177132594,-3.344023898269293,-1.474836360493587,-2.654712517639228,0,0.0,
2010-06-30,FLAT,BULL_FLAT,-0.9651656644381649,-2.3646104253176135,-0.3492465119972708,-3.513399774813599,-1.3685928581838414,-2.811279839206937,0,0.0,
2010-07-01,FLAT,BULL_FLAT,-0.9036364591481482,-2.3717086805363126,-0.30897020280368237,-3.50852189417209,-1.3322924376074505,-2.7463328295088196,0,0.0,
2010-07-02,FLAT,BULL_FLAT,-0.8057909695074679,-2.389324375547033,-0.3494527082054621,-3.413431608169533,-1.3698508619620513,-2.574642568549972,0,0.0,
2010-07-06,FLAT,BULL_FLAT,-0.8045806693048948,-2.593648557195193,-0.5590895758605628,-3.4357921320777187,-1.612275730227239,-2.5791895142621493,0,0.0,
2010-07-07,FLAT,BULL_FLAT,-0.8588629800599358,-2.3869978748165095,-0.33349862561899396,-3.4095501666276333,-1.3781697223683023,-2.6133534678947883,0,0.0,
2010-07-08,FLAT,BULL_FLAT,-0.9768904436890851,-2.2764963052648324,-0.2914452649508413,-3.4864894941960696,-1.3107964302166448,-2.768405120093264,0,0.0,
2010-07-09,FLAT,BULL_FLAT,-0.9010180322684056,-2.3650316794743036,-0.3533878108530654,-3.3419258898484636,-1.4008578397415739,-2.618039729670281,0,0.0,
2010-07-12,FLAT,BULL_FLAT,-0.8750185539781014,-2.438968584384115,-0.47993979537337905,-3.285209730452169,-1.5217412955598644,-2.5571393816154675,0,0.0,
2010-07-13,FLAT,BULL_FLAT,-1.0130438839231612,-2.2575511747044867,-0.27758202511313484,-3.4564361161510795,-1.298542348098827,-2.791542251244029,0,0.0,
2010-07-14,FLAT,BULL_FLAT,-0.9052363256537368,-2.2776141803539685,-0.28880914912358685,-3.21540172598649,-1.3207155233227885,-2.544096608080667,0,0.0,
2010-07-15,FLAT,BULL_FLAT,-1.0567513646137099,-2.1482351503917534,-0.25900522177270524,-3.3573251369883534,-1.2246249107572436,-2.7672301466266855,0,0.0,
2010-07-16,FLAT,BULL_FLAT,-1.156479977141476,-1.9701463563400263,-0.05564807885348227,-3.493964275732167,-1.0057816210531096,-2.9281901414254343,0,0.0,
2010-07-19,FLAT,BULL_FLAT,-1.3619299720970426,-1.8007430099599255,0.11045573389348393,-3.7635551145950683,-0.8137131054610576,-3.22255507899455,0,0.0,
2010-07-20,FLAT,BULL_FLAT,-1.434644187122639,-1.6826591661539647,0.16845676383544647,-3.783460892618414,-0.7234287921460485,-3.3102580716340335,0,0.0,
2010-07-21,FLAT,BULL_FLAT,-1.4080078306382537,-1.7447103105287542,0.14212109257575284,-3.7565383115846243,-0.7793007672986303,-3.26588761778584,0,0.0,
2010-07-22,FLAT,BULL_FLAT,-1.4039751954380044,-1.7217081767775426,0.18575110783225487,-3.817700157950548,-0.7077675477801412,-3.305910920486672,0,0.0,
2010-07-23,FLAT,BULL_FLAT,-1.4124013859238362,-1.7150732634438728,0.09053728553482848,-3.689672111151219,-0.7717774043441187,-3.237929659106121,0,0.0,
2010-07-26,FLAT,BULL_FLAT,-1.4414158794862346,-1.6519719402107305,0.19327611891259608,-3.7321206645768834,-0.689168049740689,-3.2973265944450194,0,0.0,
2010-07-27,FLAT,BEAR_STEEP,-1.4735337742829469,-1.6191612123581434,0.19037357056033027,-3.7743128244405373,-0.6730277010838542,-3.3538891297637,0,0.0,
2010-07-28,MOM_TF,BEAR_STEEP,-1.5468272184482847,-1.4881536036770548,0.27962712896777336,-3.8465124977709606,-0.5603770255606219,-3.482940580609701,6,2.0,"steep_20s30s, flat_10s2s, flat_30s2s, bfly_2s5s10s_neg, bfly_2s10s30s_neg, bfly_5s10s30s_neg"
2010-07-29,MOM_TF,BEAR_STEEP,-1.7777697816027664,-1.338421583116775,0.3860522932659728,-4.083315829791624,-0.3700800686665966,-3.803083859241064,6,2.0,"steep_20s30s, flat_10s2s, flat_30s2s, bfly_2s5s10s_neg, bfly_2s10s30s_neg, bfly_5s10s30s_neg"
2010-07-30,MOM_TF,BULL_STEEP,-1.8732141166024328,-1.1734867978451415,0.4279146503751657,-4.113269894937663,-0.32238320149022354,-3.88476872640012,6,2.0,"steep_20s30s, flat_10s2s, flat_30s2s, bfly_2s5s10s_neg, bfly_2s10s30s_neg, bfly_5s10s30s_neg"
