z_windows,k_slope,yc_cw,k_yc,term_pair,term_z_w,k_term,tl_c,ts_c,tl_s,adapt_days,adapt_raise,max_hold_days,cooldown,delay,tcost_bps,sharpe,sortino,ann_ret,vol,mdd,calmar,n_events,n_dead,win_rate
"[63, 252]",1.0,84,0.3,"('1W', '3M')",63,0.4,-3.75,3.625,-2.625,63,0.75,0,5,1,0,0.5386815822222913,0.5896381079804912,0.06532225825489357,0.08413552597792544,-0.19663852284384153,0.3321946143115028,91,2,0.7222222222222222
