base,slope,mom_win,k,thresh,tl_c,ts_c,tl_s,cd,sharpe,ann_ret,vol,mdd,n_events,eq_final
ALL|std|w63,5Y-2Y,42,0.4,opt_loose,-3.5,2.75,-4.0,5,0.1826213491430591,0.039529540839274624,0.10694007535765093,-0.2350222961670565,45,1.9380368041405875
ALL|std|w63,5Y-2Y,42,0.4,baseline,-3.5,3.0,-4.0,5,0.14810047288142825,0.03547116777601289,0.10446399984420962,-0.23502229616705395,38,1.8128730645331153
ALL|std|w63,5Y-2Y,42,0.4,aggr,-3.0,2.5,-3.5,5,0.16074970726076018,0.036363791848266214,0.10179671320782989,-0.2350222961670565,70,1.839731281037268
ALL|std|w63,5Y-2Y,42,0.5,opt_tight,-3.25,2.75,-4.0,5,0.14866469876690983,0.03472669073235446,0.09905976909450655,-0.2350222961670565,59,1.790755214507535
ALL|std|w63,5Y-2Y,42,0.5,opt_loose,-3.5,2.75,-4.0,5,0.15262683045693626,0.03583054963153942,0.10372062096910292,-0.2350222961670565,53,1.823641826771806
ALL|std|w63,5Y-2Y,42,0.5,baseline,-3.5,3.0,-4.0,5,0.10420933467379222,0.030559662054895576,0.10133124914337681,-0.2350222961670565,44,1.6715727700775822
ALL|std|w63,5Y-2Y,42,0.5,aggr,-3.0,2.5,-3.5,5,0.20472646555756915,0.04078460206919288,0.10152376739659114,-0.2350222961670565,84,1.978362002095208
ALL|std|w63,5Y-2Y,63,0.1,opt_tight,-3.25,2.75,-4.0,5,0.22099198202326747,0.04393454233249128,0.10830502588085432,-0.2360775871295132,33,2.083076698681962
ALL|std|w63,5Y-2Y,63,0.1,opt_loose,-3.5,2.75,-4.0,5,0.22099198202326747,0.04393454233249128,0.10830502588085432,-0.2360775871295132,31,2.083076698681962
ALL|std|w63,5Y-2Y,63,0.1,baseline,-3.5,3.0,-4.0,5,0.1649854554431754,0.03556352324370193,0.09433269861210494,-0.23607758712951166,17,1.8156347366659191
