base,slope,mom_win,k,thresh,tl_c,ts_c,tl_s,cd,sharpe,ann_ret,vol,mdd,n_events,eq_final
ALL|std|w63,30Y-10Y,10,0.4,opt_loose,-3.5,2.75,-4.0,5,-0.0456801271743998,0.015037992012999712,0.10862509134565439,-0.23502229616705472,24,1.2901385754968473
ALL|std|w63,30Y-10Y,10,0.4,baseline,-3.5,3.0,-4.0,5,-0.0035184008074878735,0.01962302322696763,0.10714435155599342,-0.22005571030640658,23,1.3932950913319009
ALL|std|w63,30Y-10Y,10,0.4,aggr,-3.0,2.5,-3.5,5,0.019707875013955597,0.021870995459569942,0.09493643826364064,-0.23502229616705472,37,1.4466620641964252
ALL|std|w63,30Y-10Y,10,0.5,opt_tight,-3.25,2.75,-4.0,5,-0.059611486438670556,0.013769081723341792,0.10452546394844049,-0.23502229616705472,25,1.262886616201032
ALL|std|w63,30Y-10Y,10,0.5,opt_loose,-3.5,2.75,-4.0,5,-0.0456801271743998,0.015037992012999712,0.10862509134565439,-0.23502229616705472,23,1.2901385754968473
ALL|std|w63,30Y-10Y,10,0.5,baseline,-3.5,3.0,-4.0,5,0.0010703462031818542,0.020114699551026627,0.10716116961563955,-0.22005571030640692,21,1.404806671258226
ALL|std|w63,30Y-10Y,10,0.5,aggr,-3.0,2.5,-3.5,5,0.006807509266677651,0.020644771673366424,0.0947147698384404,-0.23502229616705472,37,1.4173174782806852
ALL|std|w63,30Y-10Y,21,0.1,opt_tight,-3.25,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,23,1.9434873670522879
ALL|std|w63,30Y-10Y,21,0.1,opt_loose,-3.5,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,22,1.9434873670522879
ALL|std|w63,30Y-10Y,21,0.1,baseline,-3.5,3.0,-4.0,5,0.1649854554431754,0.03556352324370193,0.09433269861210494,-0.23607758712951166,17,1.8156347366659191
ALL|std|w63,30Y-10Y,21,0.1,aggr,-3.0,2.5,-3.5,5,0.12454155809230942,0.03331604982588421,0.1069205334336225,-0.23502229616705483,38,1.7495411044975981
ALL|std|w63,30Y-10Y,21,0.15,opt_tight,-3.25,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,23,1.9434873670522879
ALL|std|w63,30Y-10Y,21,0.15,opt_loose,-3.5,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,22,1.9434873670522879
ALL|std|w63,30Y-10Y,21,0.15,baseline,-3.5,3.0,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,19,1.7389568632574042
ALL|std|w63,30Y-10Y,21,0.15,aggr,-3.0,2.5,-3.5,5,0.12454155809230942,0.03331604982588421,0.1069205334336225,-0.23502229616705483,37,1.7495411044975981
ALL|std|w63,30Y-10Y,21,0.2,opt_tight,-3.25,2.75,-4.0,5,0.11950041980421891,0.03258784007637883,0.10533720381067999,-0.2360775871295122,24,1.728616401574829
ALL|std|w63,30Y-10Y,21,0.2,opt_loose,-3.5,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,22,1.9434873670522879
ALL|std|w63,30Y-10Y,21,0.2,baseline,-3.5,3.0,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,19,1.7389568632574042
ALL|std|w63,30Y-10Y,21,0.2,aggr,-3.0,2.5,-3.5,5,0.11892563882419734,0.032724750174320194,0.10699753476313585,-0.2350222961670556,37,1.7325323654090645
ALL|std|w63,30Y-10Y,21,0.25,opt_tight,-3.25,2.75,-4.0,5,0.11950041980421891,0.03258784007637883,0.10533720381067999,-0.2360775871295122,25,1.728616401574829
ALL|std|w63,30Y-10Y,21,0.25,opt_loose,-3.5,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,22,1.9434873670522879
ALL|std|w63,30Y-10Y,21,0.25,baseline,-3.5,3.0,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,19,1.7389568632574042
ALL|std|w63,30Y-10Y,21,0.25,aggr,-3.0,2.5,-3.5,5,0.14038479867901604,0.034634946464836336,0.10424879760876765,-0.2350222961670556,36,1.7880472118497948
ALL|std|w63,30Y-10Y,21,0.3,opt_tight,-3.25,2.75,-4.0,5,0.0838551157714519,0.029059521664206,0.10803779329215683,-0.2360775871295131,26,1.6305257521472616
ALL|std|w63,30Y-10Y,21,0.3,opt_loose,-3.5,2.75,-4.0,5,0.10009439589072394,0.03113127568411933,0.11120778126551338,-0.2360775871295131,23,1.6874677479314317
ALL|std|w63,30Y-10Y,21,0.3,baseline,-3.5,3.0,-4.0,5,0.13019597219594095,0.033098044564267015,0.10060253280765752,-0.2360775871295122,18,1.743251969581725
ALL|std|w63,30Y-10Y,21,0.3,aggr,-3.0,2.5,-3.5,5,0.07264422090677436,0.026970397486653974,0.09595253964660466,-0.2350222961670556,37,1.574941510239841
ALL|std|w63,30Y-10Y,21,0.4,opt_tight,-3.25,2.75,-4.0,5,0.021675635025812136,0.022240603628906452,0.10336968795785036,-0.2360775871295131,29,1.4556186792122732
ALL|std|w63,30Y-10Y,21,0.4,opt_loose,-3.5,2.75,-4.0,5,0.0607719821041861,0.026625004035872868,0.10901411812626272,-0.2360775871295131,26,1.565925456944288
ALL|std|w63,30Y-10Y,21,0.4,baseline,-3.5,3.0,-4.0,5,0.07364360511967116,0.027216141654325066,0.09798734924232463,-0.2360775871295131,21,1.581386076775862
ALL|std|w63,30Y-10Y,21,0.4,aggr,-3.0,2.5,-3.5,5,0.05944273879005679,0.02570934049174811,0.09604773615685308,-0.2350222961670555,41,1.5422578163123215
ALL|std|w63,30Y-10Y,21,0.5,opt_tight,-3.25,2.75,-4.0,5,-0.06814200661741521,0.012850141264687975,0.10492586130395401,-0.2360775871295131,30,1.2434901846317574
ALL|std|w63,30Y-10Y,21,0.5,opt_loose,-3.5,2.75,-4.0,5,-0.06814200661741521,0.012850141264687975,0.10492586130395401,-0.2360775871295131,29,1.2434901846317574
ALL|std|w63,30Y-10Y,21,0.5,baseline,-3.5,3.0,-4.0,5,-0.03260723916454737,0.01695206853965847,0.09347407319462454,-0.2360775871295131,22,1.3322959925164553
ALL|std|w63,30Y-10Y,21,0.5,aggr,-3.0,2.5,-3.5,5,0.06443306584071537,0.02618735354390367,0.0960276135113513,-0.2350222961670555,43,1.554570935260188
ALL|std|w63,30Y-10Y,42,0.1,opt_tight,-3.25,2.75,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,24,1.7389568632574042
ALL|std|w63,30Y-10Y,42,0.1,opt_loose,-3.5,2.75,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,23,1.7389568632574042
ALL|std|w63,30Y-10Y,42,0.1,baseline,-3.5,3.0,-4.0,5,0.12734345451720924,0.03281203102089436,0.10061004760290163,-0.23607758712951277,20,1.7350331686382443
ALL|std|w63,30Y-10Y,42,0.1,aggr,-3.0,2.5,-3.5,5,0.12268179456504949,0.032721844329757666,0.10369789890065693,-0.23502229616705483,36,1.7324491644686397
ALL|std|w63,30Y-10Y,42,0.15,opt_tight,-3.25,2.75,-4.0,5,0.1346738597817653,0.03354747194188401,0.10059466598668262,-0.23607758712951266,25,1.756240664992622
ALL|std|w63,30Y-10Y,42,0.15,opt_loose,-3.5,2.75,-4.0,5,0.1346738597817653,0.03354747194188401,0.10059466598668262,-0.23607758712951266,24,1.756240664992622
ALL|std|w63,30Y-10Y,42,0.15,baseline,-3.5,3.0,-4.0,5,0.1339582866851917,0.03347492422561449,0.10059044915437891,-0.23607758712951266,21,1.7541378485644865
ALL|std|w63,30Y-10Y,42,0.15,aggr,-3.0,2.5,-3.5,5,-0.04730681837143012,0.01535088500663484,0.09827579096236343,-0.23502229616705483,37,1.2969430508949087
ALL|std|w63,30Y-10Y,42,0.2,opt_tight,-3.25,2.75,-4.0,5,0.09199512234591144,0.029030640981792644,0.09816434558167632,-0.23607758712951266,25,1.6297449057642515
ALL|std|w63,30Y-10Y,42,0.2,opt_loose,-3.5,2.75,-4.0,5,0.16110358233241823,0.03611890837182008,0.10005307230574559,-0.23607758712951266,24,1.8323259185699223
ALL|std|w63,30Y-10Y,42,0.2,baseline,-3.5,3.0,-4.0,5,0.16038347117514418,0.03604618015891581,0.10004883945548751,-0.23607758712951266,21,1.8301320022576144
ALL|std|w63,30Y-10Y,42,0.2,aggr,-3.0,2.5,-3.5,5,-0.05317385154600029,0.014769865651888203,0.09835914074396601,-0.2350222961670556,37,1.2843343925966648
ALL|std|w63,30Y-10Y,42,0.25,opt_tight,-3.25,2.75,-4.0,5,0.09199512234591144,0.029030640981792644,0.09816434558167632,-0.23607758712951266,28,1.6297449057642515
ALL|std|w63,30Y-10Y,42,0.25,opt_loose,-3.5,2.75,-4.0,5,0.16110358233241823,0.03611890837182008,0.10005307230574559,-0.23607758712951266,26,1.8323259185699223
ALL|std|w63,30Y-10Y,42,0.25,baseline,-3.5,3.0,-4.0,5,0.16038347117514418,0.03604618015891581,0.10004883945548751,-0.23607758712951266,22,1.8301320022576144
ALL|std|w63,30Y-10Y,42,0.25,aggr,-3.0,2.5,-3.5,5,-0.06788195631790915,0.013619329915402156,0.09399655564897805,-0.2350222961670556,41,1.259706441464583
ALL|std|w63,30Y-10Y,42,0.3,opt_tight,-3.25,2.75,-4.0,5,0.0783053719990081,0.027701319923519208,0.09834982871439217,-0.23607758712951232,28,1.5941826898672837
ALL|std|w63,30Y-10Y,42,0.3,opt_loose,-3.5,2.75,-4.0,5,0.14745716740324805,0.034780430556952346,0.100235416271985,-0.23607758712951232,26,1.792343238041641
ALL|std|w63,30Y-10Y,42,0.3,baseline,-3.5,3.0,-4.0,5,0.16038347117514418,0.03604618015891581,0.10004883945548751,-0.23607758712951266,23,1.8301320022576144
ALL|std|w63,30Y-10Y,42,0.3,aggr,-3.0,2.5,-3.5,5,-0.06129913779811024,0.014253221363758062,0.09374974661420284,-0.2350222961670556,46,1.273219746048161
ALL|std|w63,30Y-10Y,42,0.4,opt_tight,-3.25,2.75,-4.0,5,-0.08746444574475097,0.011911167393811262,0.09248137957444469,-0.23607758712951232,33,1.223960821715601
ALL|std|w63,30Y-10Y,42,0.4,opt_loose,-3.5,2.75,-4.0,5,0.14745716740324805,0.034780430556952346,0.100235416271985,-0.23607758712951232,28,1.792343238041641
ALL|std|w63,30Y-10Y,42,0.4,baseline,-3.5,3.0,-4.0,5,0.13809147658864313,0.033801611008394516,0.09994542276861702,-0.23607758712951232,22,1.7636256914516826
ALL|std|w63,30Y-10Y,42,0.4,aggr,-3.0,2.5,-3.5,5,-0.03420379812248828,0.016692724012023596,0.09669323787178885,-0.2350222961670556,49,1.3265089498380298
ALL|std|w63,30Y-10Y,42,0.5,opt_tight,-3.25,2.75,-4.0,5,-0.08746444574475097,0.011911167393811262,0.09248137957444469,-0.23607758712951232,36,1.223960821715601
ALL|std|w63,30Y-10Y,42,0.5,opt_loose,-3.5,2.75,-4.0,5,-0.01751228486203647,0.018357756965552197,0.09377662865728593,-0.23607758712951232,33,1.364078459161788
ALL|std|w63,30Y-10Y,42,0.5,baseline,-3.5,3.0,-4.0,5,-0.027876774121392264,0.017394471953091184,0.09346590949020063,-0.23607758712951232,25,1.3422227197744254
ALL|std|w63,30Y-10Y,42,0.5,aggr,-3.0,2.5,-3.5,5,-0.06606942075357754,0.013418780019542886,0.09961068078685635,-0.23502229616705472,49,1.2554593107438163
ALL|std|w63,30Y-10Y,63,0.1,opt_tight,-3.25,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,26,1.9434873670522879
ALL|std|w63,30Y-10Y,63,0.1,opt_loose,-3.5,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,25,1.9434873670522879
ALL|std|w63,30Y-10Y,63,0.1,baseline,-3.5,3.0,-4.0,5,0.18194440352238464,0.037536667760153186,0.09638476051282142,-0.23607758712951166,18,1.875591769601399
ALL|std|w63,30Y-10Y,63,0.1,aggr,-3.0,2.5,-3.5,5,0.12918907674779925,0.03336768199911777,0.10347377917417844,-0.23502229616705483,36,1.751033742958064
ALL|std|w63,30Y-10Y,63,0.15,opt_tight,-3.25,2.75,-4.0,5,0.18462333758496982,0.039773595251861193,0.10710236046274878,-0.2360775871295122,26,1.945817170930961
ALL|std|w63,30Y-10Y,63,0.15,opt_loose,-3.5,2.75,-4.0,5,0.18462333758496982,0.039773595251861193,0.10710236046274878,-0.2360775871295122,25,1.945817170930961
ALL|std|w63,30Y-10Y,63,0.15,baseline,-3.5,3.0,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,20,1.7389568632574042
ALL|std|w63,30Y-10Y,63,0.15,aggr,-3.0,2.5,-3.5,5,0.12003214684421465,0.03242868470861815,0.10354463396167433,-0.23502229616705483,38,1.7240746421145818
ALL|std|w63,30Y-10Y,63,0.2,opt_tight,-3.25,2.75,-4.0,5,0.05215247086821038,0.025709444096444933,0.1094760037520127,-0.23607758712951266,26,1.5422604750859834
ALL|std|w63,30Y-10Y,63,0.2,opt_loose,-3.5,2.75,-4.0,5,0.1149092552363306,0.03277483410008486,0.11117323903815425,-0.23607758712951266,25,1.7339669734146677
ALL|std|w63,30Y-10Y,63,0.2,baseline,-3.5,3.0,-4.0,5,0.1324673515487049,0.033325559179077535,0.1005950449169965,-0.23607758712951266,19,1.7498159210987128
ALL|std|w63,30Y-10Y,63,0.2,aggr,-3.0,2.5,-3.5,5,0.12337944101506595,0.03277635280181501,0.10355333673666815,-0.2350222961670556,39,1.7340104926939641
ALL|std|w63,30Y-10Y,63,0.25,opt_tight,-3.25,2.75,-4.0,5,0.04496621599410539,0.024925535098282214,0.10953857222337546,-0.23607758712951266,28,1.5222663009959094
ALL|std|w63,30Y-10Y,63,0.25,opt_loose,-3.5,2.75,-4.0,5,0.10774954484104549,0.031985525304903284,0.11123504347591069,-0.23607758712951266,27,1.711487477834697
ALL|std|w63,30Y-10Y,63,0.25,baseline,-3.5,3.0,-4.0,5,0.1088709278120183,0.03209804052167886,0.11112278332529607,-0.23607758712951266,21,1.714675055121928
ALL|std|w63,30Y-10Y,63,0.25,aggr,-3.0,2.5,-3.5,5,0.12337944101506595,0.03277635280181501,0.10355333673666815,-0.2350222961670556,43,1.7340104926939641
ALL|std|w63,30Y-10Y,63,0.3,opt_tight,-3.25,2.75,-4.0,5,0.04811343337233302,0.025270676522318958,0.10954688021391108,-0.23607758712951232,28,1.5310391291202055
ALL|std|w63,30Y-10Y,63,0.3,opt_loose,-3.5,2.75,-4.0,5,0.11086566043038924,0.03233304416514349,0.11124313982585443,-0.23607758712951232,27,1.7213507885248716
ALL|std|w63,30Y-10Y,63,0.3,baseline,-3.5,3.0,-4.0,5,0.10037163692807373,0.031160196924998607,0.11118875079217845,-0.23607758712951266,23,1.6882757364847458
ALL|std|w63,30Y-10Y,63,0.3,aggr,-3.0,2.5,-3.5,5,0.10380884269986472,0.030769109781665804,0.10373981157657042,-0.2350222961670556,45,1.6773804936956647
ALL|std|w63,30Y-10Y,63,0.4,opt_tight,-3.25,2.75,-4.0,5,0.06585762036029394,0.027184501203268097,0.10909141818309134,-0.23607758712951232,33,1.5805549253048838
ALL|std|w63,30Y-10Y,63,0.4,opt_loose,-3.5,2.75,-4.0,5,0.06585762036029394,0.027184501203268097,0.10909141818309134,-0.23607758712951232,32,1.5805549253048838
ALL|std|w63,30Y-10Y,63,0.4,baseline,-3.5,3.0,-4.0,5,0.06421401087573064,0.02699952229760738,0.10900303846699622,-0.23607758712951232,25,1.5757040060684322
ALL|std|w63,30Y-10Y,63,0.4,aggr,-3.0,2.5,-3.5,5,0.06686398147177455,0.026832149782443304,0.10217982285914838,-0.2350222961670545,50,1.5713268813245127
ALL|std|w63,30Y-10Y,63,0.5,opt_tight,-3.25,2.75,-4.0,5,0.016227970527194747,0.021748089781354007,0.10772078852525444,-0.23607758712951266,37,1.4436952368025904
ALL|std|w63,30Y-10Y,63,0.5,opt_loose,-3.5,2.75,-4.0,5,0.0461476180756771,0.025041398606800547,0.10924504485872269,-0.23607758712951254,35,1.5252060371890541
ALL|std|w63,30Y-10Y,63,0.5,baseline,-3.5,3.0,-4.0,5,0.06585762036029394,0.027184501203268097,0.10909141818309134,-0.23607758712951232,29,1.5805549253048838
ALL|std|w63,30Y-10Y,63,0.5,aggr,-3.0,2.5,-3.5,5,-0.05712919891106868,0.014248367734311485,0.10067762852130853,-0.2350222961670545,54,1.2731157598280611
ALL|std|w63,30Y-10Y,126,0.1,opt_tight,-3.25,2.75,-4.0,5,0.12942123932527774,0.03302124476586976,0.10061134349937054,-0.2360775871295122,25,1.7410414811013604
ALL|std|w63,30Y-10Y,126,0.1,opt_loose,-3.5,2.75,-4.0,5,0.12942123932527774,0.03302124476586976,0.10061134349937054,-0.2360775871295122,24,1.7410414811013604
ALL|std|w63,30Y-10Y,126,0.1,baseline,-3.5,3.0,-4.0,5,0.1287059327508706,0.032948733987022916,0.1006071259518946,-0.2360775871295122,20,1.7389568632574042
ALL|std|w63,30Y-10Y,126,0.1,aggr,-3.0,2.5,-3.5,5,0.12268179456504949,0.032721844329757666,0.10369789890065693,-0.23502229616705483,37,1.7324491644686397
ALL|std|w63,30Y-10Y,126,0.15,opt_tight,-3.25,2.75,-4.0,5,0.1271505751876055,0.032803322207619834,0.10069417451497213,-0.23607758712951266,26,1.7347834879490054
ALL|std|w63,30Y-10Y,126,0.15,opt_loose,-3.5,2.75,-4.0,5,0.1271505751876055,0.032803322207619834,0.10069417451497213,-0.23607758712951266,26,1.7347834879490054
ALL|std|w63,30Y-10Y,126,0.15,baseline,-3.5,3.0,-4.0,5,0.1339582866851917,0.03347492422561449,0.10059044915437891,-0.23607758712951266,23,1.7541378485644865
ALL|std|w63,30Y-10Y,126,0.15,aggr,-3.0,2.5,-3.5,5,0.10899159693408794,0.03130544007260405,0.10372763030016849,-0.2350222961670556,39,1.692338984222396
ALL|std|w63,30Y-10Y,126,0.2,opt_tight,-3.25,2.75,-4.0,5,0.13059293604784578,0.033151116459172014,0.10070312267390784,-0.23607758712951232,26,1.7447810536592057
ALL|std|w63,30Y-10Y,126,0.2,opt_loose,-3.5,2.75,-4.0,5,0.13059293604784578,0.033151116459172014,0.10070312267390784,-0.23607758712951232,26,1.7447810536592057
ALL|std|w63,30Y-10Y,126,0.2,baseline,-3.5,3.0,-4.0,5,0.1346738597817653,0.03354747194188401,0.10059466598668262,-0.23607758712951266,23,1.756240664992622
ALL|std|w63,30Y-10Y,126,0.2,aggr,-3.0,2.5,-3.5,5,0.09189968400780393,0.029725142318040465,0.10582345764338673,-0.2350222961670556,40,1.648620023448711
ALL|std|w63,30Y-10Y,126,0.25,opt_tight,-3.25,2.75,-4.0,5,0.052080661993775645,0.025150774236347484,0.09889993788794528,-0.23607758712951232,29,1.5279860635041296
ALL|std|w63,30Y-10Y,126,0.25,opt_loose,-3.5,2.75,-4.0,5,0.12118289179362315,0.03221231595676555,0.10077590801813313,-0.23607758712951232,28,1.7179182198819938
ALL|std|w63,30Y-10Y,126,0.25,baseline,-3.5,3.0,-4.0,5,0.1346738597817653,0.03354747194188401,0.10059466598668262,-0.23607758712951266,24,1.756240664992622
ALL|std|w63,30Y-10Y,126,0.25,aggr,-3.0,2.5,-3.5,5,0.06188010679748844,0.026553162012934672,0.10590094865836024,-0.2350222961670555,43,1.564056227721068
ALL|std|w63,30Y-10Y,126,0.3,opt_tight,-3.25,2.75,-4.0,5,0.052080661993775645,0.025150774236347484,0.09889993788794528,-0.23607758712951232,29,1.5279860635041296
ALL|std|w63,30Y-10Y,126,0.3,opt_loose,-3.5,2.75,-4.0,5,0.12118289179362315,0.03221231595676555,0.10077590801813313,-0.23607758712951232,28,1.7179182198819938
ALL|std|w63,30Y-10Y,126,0.3,baseline,-3.5,3.0,-4.0,5,0.13059293604784578,0.033151116459172014,0.10070312267390784,-0.23607758712951232,25,1.7447810536592057
ALL|std|w63,30Y-10Y,126,0.3,aggr,-3.0,2.5,-3.5,5,0.06808318399448256,0.027195141947095047,0.1056816312773818,-0.2350222961670555,48,1.580834397217816
ALL|std|w63,30Y-10Y,126,0.4,opt_tight,-3.25,2.75,-4.0,5,0.014263397257004914,0.021444325420697963,0.1012609685247768,-0.23607758712951254,35,1.4363872047528494
ALL|std|w63,30Y-10Y,126,0.4,opt_loose,-3.5,2.75,-4.0,5,0.08563974157190749,0.028829832045680792,0.10310437518388371,-0.23607758712951254,32,1.6243253643602757
ALL|std|w63,30Y-10Y,126,0.4,baseline,-3.5,3.0,-4.0,5,0.12118289179362315,0.03221231595676555,0.10077590801813313,-0.23607758712951232,24,1.7179182198819938
ALL|std|w63,30Y-10Y,126,0.4,aggr,-3.0,2.5,-3.5,5,-0.0020196230606901477,0.01979397781331871,0.10201021700103284,-0.23607758712951254,48,1.3972875296287608
ALL|std|w63,30Y-10Y,126,0.5,opt_tight,-3.25,2.75,-4.0,5,0.04222504469114932,0.02426897309643028,0.10110049918609292,-0.23607758712951254,38,1.5057082441642113
ALL|std|w63,30Y-10Y,126,0.5,opt_loose,-3.5,2.75,-4.0,5,0.12019675282065688,0.032710389886793756,0.10574653298461954,-0.23607758712951254,35,1.7321212343437395
ALL|std|w63,30Y-10Y,126,0.5,baseline,-3.5,3.0,-4.0,5,0.12760613153641032,0.03349113342769927,0.1057248054248067,-0.23607758712951254,30,1.7546074712171433
ALL|std|w63,30Y-10Y,126,0.5,aggr,-3.0,2.5,-3.5,5,-0.08666996296560052,0.011391036039309688,0.0993304215914714,-0.24847400063427283,59,1.2132674512682209
ALL|std|w63,30Y-2Y,5,0.1,opt_tight,-3.25,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,25,1.9434873670522879
ALL|std|w63,30Y-2Y,5,0.1,opt_loose,-3.5,2.75,-4.0,5,0.18394866136723612,0.03970061050580864,0.10709841734851354,-0.2360775871295122,24,1.9434873670522879
ALL|std|w63,30Y-2Y,5,0.1,baseline,-3.5,3.0,-4.0,5,0.18194440352238464,0.037536667760153186,0.09638476051282142,-0.23607758712951166,20,1.875591769601399
ALL|std|w63,30Y-2Y,5,0.1,aggr,-3.0,2.5,-3.5,5,0.11748039121199919,0.032572066714548153,0.10701417134252844,-0.23502229616705483,43,1.7281657805043742
ALL|std|w63,30Y-2Y,5,0.15,opt_tight,-3.25,2.75,-4.0,5,0.1705321948951767,0.0380815943360171,0.10603038533065004,-0.2360775871295122,27,1.8924757635834457
ALL|std|w63,30Y-2Y,5,0.15,opt_loose,-3.5,2.75,-4.0,5,0.1705321948951767,0.0380815943360171,0.10603038533065004,-0.2360775871295122,26,1.8924757635834457
ALL|std|w63,30Y-2Y,5,0.15,baseline,-3.5,3.0,-4.0,5,0.16648791985913267,0.03584830694767582,0.09519193321104172,-0.23607758712951166,22,1.8241754772104273
ALL|std|w63,30Y-2Y,5,0.15,aggr,-3.0,2.5,-3.5,5,0.11748039121199919,0.032572066714548153,0.10701417134252844,-0.23502229616705483,44,1.7281657805043742
ALL|std|w63,30Y-2Y,5,0.2,opt_tight,-3.25,2.75,-4.0,5,0.14479774533172693,0.035770477884612184,0.10891383597501833,-0.2360775871295122,30,1.8218376143700392
ALL|std|w63,30Y-2Y,5,0.2,opt_loose,-3.5,2.75,-4.0,5,0.14479774533172693,0.035770477884612184,0.10891383597501833,-0.2360775871295122,28,1.8218376143700392
ALL|std|w63,30Y-2Y,5,0.2,baseline,-3.5,3.0,-4.0,5,0.11478888851249908,0.03141690662660279,0.0994600328877619,-0.2360775871295122,24,1.6954635571820498
ALL|std|w63,30Y-2Y,5,0.2,aggr,-3.0,2.5,-3.5,5,-0.07273851491464299,0.012894048833766991,0.09769172734103361,-0.2350222961670556,50,1.2444105424805367
ALL|std|w63,30Y-2Y,5,0.25,opt_tight,-3.25,2.75,-4.0,5,0.11084576033258124,0.031930055164338444,0.10762752791395491,-0.2350222961670556,34,1.7099180521303967
ALL|std|w63,30Y-2Y,5,0.25,opt_loose,-3.5,2.75,-4.0,5,0.11084576033258124,0.031930055164338444,0.10762752791395491,-0.2350222961670556,32,1.7099180521303967
ALL|std|w63,30Y-2Y,5,0.25,baseline,-3.5,3.0,-4.0,5,0.13667075408856325,0.03430949233050362,0.10470047104028568,-0.2350222961670556,26,1.7784718899854317
ALL|std|w63,30Y-2Y,5,0.25,aggr,-3.0,2.5,-3.5,5,-0.07273851491464299,0.012894048833766991,0.09769172734103361,-0.2350222961670556,52,1.2444105424805367
ALL|std|w63,30Y-2Y,5,0.3,opt_tight,-3.25,2.75,-4.0,5,0.11435549986145384,0.03230650873694074,0.10761623841311138,-0.23502229616705483,37,1.7205957747492364
ALL|std|w63,30Y-2Y,5,0.3,opt_loose,-3.5,2.75,-4.0,5,0.11435549986145384,0.03230650873694074,0.10761623841311138,-0.23502229616705483,34,1.7205957747492364
ALL|std|w63,30Y-2Y,5,0.3,baseline,-3.5,3.0,-4.0,5,0.14097850672062767,0.03475944672275966,0.10469288593053375,-0.23502229616705483,27,1.7917230034669933
ALL|std|w63,30Y-2Y,5,0.3,aggr,-3.0,2.5,-3.5,5,-0.009985491790757826,0.0190463918831989,0.09549936415587697,-0.2350222961670556,56,1.3799076187737078
ALL|std|w63,30Y-2Y,5,0.4,opt_tight,-3.25,2.75,-4.0,5,0.08680686037710074,0.029566008041471692,0.11019875618027952,-0.2350222961670556,41,1.6442769939364856
ALL|std|w63,30Y-2Y,5,0.4,opt_loose,-3.5,2.75,-4.0,5,0.04039115115710285,0.024509245325774476,0.11163943578224848,-0.2350222961670556,39,1.5117479798291646
ALL|std|w63,30Y-2Y,5,0.4,baseline,-3.5,3.0,-4.0,5,0.06063378987216679,0.026597951064915915,0.10881640548654907,-0.23502229616705483,31,1.5652213296532662
ALL|std|w63,30Y-2Y,5,0.4,aggr,-3.0,2.5,-3.5,5,-0.19580770514368226,0.0006913109276676099,0.09861046611094193,-0.284027389370058,68,1.0118646788184291
ALL|std|w63,30Y-2Y,5,0.5,opt_tight,-3.25,2.75,-4.0,5,0.04510119952677787,0.024475031522021906,0.09922200670882271,-0.2350222961670556,51,1.5108865552402753
ALL|std|w63,30Y-2Y,5,0.5,opt_loose,-3.5,2.75,-4.0,5,0.02166501785180604,0.02229823215396376,0.10608032588222278,-0.2350222961670556,49,1.457019871059633
ALL|std|w63,30Y-2Y,5,0.5,baseline,-3.5,3.0,-4.0,5,0.04366956358247091,0.02450411463303781,0.10314082082665406,-0.2350222961670556,38,1.511618771369
ALL|std|w63,30Y-2Y,5,0.5,aggr,-3.0,2.5,-3.5,5,-0.0763883726293528,0.012212060161851168,0.10195190144888959,-0.3005659070832819,72,1.2301873153457525
ALL|std|w63,30Y-2Y,10,0.1,opt_tight,-3.25,2.75,-4.0,5,0.1916331702323012,0.04053277453135329,0.10714624460088558,-0.2360775871295122,27,1.970207958426086
ALL|std|w63,30Y-2Y,10,0.1,opt_loose,-3.5,2.75,-4.0,5,0.1916331702323012,0.04053277453135329,0.10714624460088558,-0.2360775871295122,26,1.970207958426086
ALL|std|w63,30Y-2Y,10,0.1,baseline,-3.5,3.0,-4.0,5,0.1649854554431754,0.03556352324370193,0.09433269861210494,-0.23607758712951166,18,1.8156347366659191
ALL|std|w63,30Y-2Y,10,0.1,aggr,-3.0,2.5,-3.5,5,0.12454155809230942,0.03331604982588421,0.1069205334336225,-0.23502229616705483,43,1.7495411044975981
