name,signal,tl_calm,ts_calm,tl_stress,cooldown,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,n_events,eq_final,bootstrap_ci_5,bootstrap_ci_95,p_sharpe_positive
Composite Best,ALL|std|w63+10Y-2Y,-3.25,2.75,-4.0,5,0.3249003825937067,0.3987079831131923,0.05390723396728214,0.1043619391783964,-0.23607758712951266,0.2283454122974771,0.07002837761544345,52,2.450071788504153,-0.045475836620748125,0.7152460307863487,0.93
