spread,window,mapping,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
5s10s,21,steep_flat,-0.23163775824136323,-0.23443925026210446,-0.010355638304424208,0.10670253540367747,-0.40488950557420345,-0.025576455210263156,-0.1630545873961846,275
5s10s,21,full_4,-0.4957021102391653,-0.49724716283165993,-0.030785467556799118,0.09442958713532972,-0.4501561658415352,-0.06838841693803717,-0.41414334931907015,446
5s10s,21,directional,-0.5128011644456966,-0.516449024882811,-0.04496370610986866,0.11566653579076572,-0.5632222256708127,-0.07983297544111596,-0.5446390958086198,374
5s10s,42,bull_bear,-0.040186905072619857,-0.04196529329692408,0.009584906274791916,0.10996569855795989,-0.2955247313188146,0.03243351658596599,0.1771706649595841,172
5s10s,42,steep_flat,-0.24758014219871285,-0.25021996482752507,-0.012354594420557419,0.10760784355361444,-0.47368882193685036,-0.026081667644258802,-0.1914959458061335,218
5s10s,42,full_4,-0.17643931496634657,-0.17970055882940625,-0.0015166797344349225,0.09590660139766385,-0.33288349402840345,-0.004556187860445586,-0.02561980392089136,322
5s10s,42,directional,-0.06294340392277507,-0.06441851988971709,0.006093280416780367,0.11544226347104956,-0.2976988646964894,0.020467932999988434,0.10946077894000594,235
5s10s,63,bull_bear,-0.08380017223391127,-0.08720685493227551,0.004988654652303248,0.10876167530988566,-0.31103509502324095,0.01603888028111583,0.08881502199725566,150
5s10s,63,steep_flat,-0.41400765907337805,-0.4147590427646469,-0.030272915946644496,0.1083677933559937,-0.5865337669227281,-0.05161325341160239,-0.4088230663656459,159
5s10s,63,full_4,-0.2786418156397219,-0.28259127979225296,-0.011131854673969488,0.0955670960615846,-0.402580907162936,-0.02765122358240429,-0.1742087489732257,258
5s10s,63,directional,-0.1862344890589122,-0.19064530218452513,-0.007564266103439854,0.11356215203948344,-0.46589364820596657,-0.016236036126630715,-0.12175933784014459,201
5s10s,126,bull_bear,-0.15500029065122678,-0.15919660850532663,-0.0026886029144033152,0.1084699095261875,-0.32038669640183953,-0.008391743304569616,-0.04499135726700987,106
5s10s,126,steep_flat,-0.3229451707522031,-0.31910105201816197,-0.022493185396104343,0.11268817064802994,-0.544540528821476,-0.04130672411984707,-0.32227061822694736,100
5s10s,126,full_4,-0.28011746740390026,-0.281280359276872,-0.012441961114962208,0.09869324225487733,-0.4061445861999255,-0.030634314817230206,-0.1927180093639187,186
5s10s,126,directional,-0.24450827425406002,-0.24838681223140904,-0.01433315530655821,0.1141877122813891,-0.45158262805292537,-0.031739828806874225,-0.21874913519700345,153
10s30s,10,bull_bear,-0.5107356754481663,-0.5263901839299515,-0.041553960669637235,0.1103298517289909,-0.5377207995775313,-0.0772779492671378,-0.5160263295598875,370
10s30s,10,steep_flat,-0.46645816532554263,-0.46236269904529087,-0.03565777117055646,0.10815368104875882,-0.5592863501018909,-0.06375584021326522,-0.4625157043216376,366
10s30s,10,full_4,-0.4026787996341528,-0.4052867296282216,-0.021399660652361985,0.09271440243805404,-0.37733118734387755,-0.056713204129770454,-0.3091891553959427,523
10s30s,10,directional,-0.44385945997885545,-0.4482101147509402,-0.03609064784181182,0.11338258987895874,-0.4858072875516488,-0.07429005032777493,-0.46662631353113226,466
