group,n_spreads,window,long_th,short_th,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
all_6,6,63,8,-12,-0.2576989638844691,-0.25317736634282273,-0.012565492427911273,0.10519708313470051,-0.39205940167193226,-0.03204997093380721,-0.19444296689701257,245
all_6,6,63,9,-1,-0.24578583754725436,-0.24951537147636374,-0.005353146346380178,0.08759001988367923,-0.24176068844087314,-0.022142335798689555,-0.08769455826395955,240
all_6,6,63,9,-2,-0.23577139309706477,-0.23946811871021298,-0.00453897620525745,0.08777275446569874,-0.26463207831070573,-0.017152025688768606,-0.07484091003107263,241
all_6,6,63,9,-3,-0.2239520617226808,-0.2268080608952156,-0.0035399901408628143,0.08788302603665443,-0.2662727756807309,-0.013294600365406374,-0.05883651116570454,240
all_6,6,63,9,-4,-0.24428591956373086,-0.2465371155880647,-0.005542640969711021,0.08855844817957638,-0.2768682001204218,-0.020019059492207086,-0.09066197339027637,246
all_6,6,63,9,-5,-0.27814588605943175,-0.279136796880427,-0.00884579858312029,0.08945263130376961,-0.3240029092741388,-0.027301602331094695,-0.14095081266698561,257
all_6,6,63,9,-6,-0.29524581318952353,-0.2964338467655438,-0.010432560597761653,0.08964096464830906,-0.3281389619023053,-0.03179311757824014,-0.16416625372223792,261
all_6,6,63,9,-7,-0.25865567853972476,-0.26076618774811744,-0.007666557763805315,0.09104223642352792,-0.29301536175461956,-0.026164354380251012,-0.12330589878785003,276
all_6,6,63,9,-8,-0.34646999158481906,-0.3484402992511995,-0.016994045117226797,0.09434131220237063,-0.4116685598084557,-0.041280891416954256,-0.25403912282579433,271
all_6,6,63,9,-9,-0.3347619081760094,-0.33498893612642333,-0.01660071248325845,0.09598016008238035,-0.3693639914610973,-0.04494404670469048,-0.2489188250026434,269
all_6,6,63,9,-10,-0.31838695273363715,-0.31617915775422806,-0.015692750478696782,0.09754275221183216,-0.3781495795014912,-0.0414987912967781,-0.23697258204887772,237
all_6,6,63,9,-11,-0.30096247751545024,-0.2984155770460356,-0.014308424023567912,0.09828066760009756,-0.3682799352052765,-0.038852032532243445,-0.21841388373488713,224
all_6,6,63,9,-12,-0.3252909413650476,-0.31704526067551986,-0.017592968224500405,0.10050834561491698,-0.4017551254791867,-0.043790276984062584,-0.26177266152252054,205
all_6,6,63,10,-1,-0.18648554530326747,-0.19103843119489436,0.000945252901889182,0.0834834850022653,-0.21918221935876214,0.004312634960329386,0.016286644863041655,234
all_6,6,63,10,-2,-0.17600922996197446,-0.18036644853711722,0.0017754568829220219,0.08365950836994157,-0.22471876430075324,0.00790079497120157,0.03079668619373188,234
all_6,6,63,10,-3,-0.1834616120698665,-0.18742123513390432,0.0011364125821231585,0.08371444252562907,-0.23829784262914705,0.004768874823141852,0.01961052929340945,233
all_6,6,63,10,-4,-0.21707701937157559,-0.2207651300280331,-0.0018558968858038982,0.08430929338233178,-0.24929724047957094,-0.007444514356571799,-0.031264676294092686,241
all_6,6,63,10,-5,-0.2569567776031306,-0.2596366084612771,-0.005511371482769256,0.08520620012893017,-0.30666455786166646,-0.017971987115822444,-0.09017293176804608,252
all_6,6,63,10,-6,-0.29609961589714556,-0.29832309974065424,-0.009047575458863033,0.08579995671964578,-0.31481457020328485,-0.02873937967045411,-0.14393628197566133,255
all_6,6,63,10,-7,-0.2239585953570543,-0.22686109224144047,-0.0033693052653895883,0.08733393605306417,-0.25002359715487177,-0.01347594908532791,-0.0560760915181977,267
all_6,6,63,10,-8,-0.31581616220781406,-0.31875159873833914,-0.012529562817222395,0.09032665905358196,-0.37731239118020976,-0.033207398193392745,-0.1939416138398744,258
all_6,6,63,10,-9,-0.3092679143843189,-0.31013963986196524,-0.012624074676990116,0.09204285486269913,-0.33337445682056455,-0.03786755229356068,-0.19525977981289333,252
all_6,6,63,10,-10,-0.3116612528243258,-0.3102793242596092,-0.013504420022904529,0.09370282730630893,-0.34217788717389286,-0.0394660804485056,-0.2074409232794343,222
all_6,6,63,10,-11,-0.3088566098349446,-0.30744381076533517,-0.013484165654229496,0.09430441375454703,-0.34454807752008515,-0.039135802908212274,-0.20716262985652334,208
all_6,6,63,10,-12,-0.3330396768782902,-0.3247042108003945,-0.016797052800621715,0.09682974885544578,-0.3874148473359669,-0.04335676063043417,-0.25147885230832456,190
all_6,6,63,11,-1,-0.18037141929870915,-0.18678962650526013,0.00362647781892389,0.07516081591650488,-0.2115598411126369,0.017141617236293497,0.06385353343428357,229
all_6,6,63,11,-2,-0.16500466460705945,-0.17144543097513062,0.004672046594346391,0.0756352182928077,-0.18132664447418614,0.02576591326605345,0.08296456385123041,232
all_6,6,63,11,-3,-0.1708092594773472,-0.1769714649642355,0.0042085411880969925,0.07572635459294565,-0.1956657373196695,0.021508830548198,0.07445301486965317,231
all_6,6,63,11,-4,-0.2006932145941655,-0.20759146947879062,0.0018290364612740806,0.07612132937368941,-0.20018411917152057,0.009136771032805736,0.03173980164059875,238
all_6,6,63,11,-5,-0.25013716280731896,-0.2564575488385528,-0.0022251151208791953,0.0770120580685516,-0.25966778589017275,-0.008569084198300648,-0.03737379155565457,249
all_6,6,63,11,-6,-0.2785091156419842,-0.2846390807074464,-0.004582262588749719,0.07751795703704516,-0.2632946472599811,-0.01740355391359371,-0.07552855996849706,250
all_6,6,63,11,-7,-0.20942437192801555,-0.21534205688196337,0.00021636614058606618,0.07941640809043822,-0.2240616962014054,0.0009656543008206909,0.0037061399138700324,260
all_6,6,63,11,-8,-0.309239753150915,-0.31578488754412837,-0.00890609388265129,0.08258111247507856,-0.34885568504756026,-0.025529450326822398,-0.14184396093615326,248
all_6,6,63,11,-9,-0.29380594950559435,-0.29821231840472273,-0.008330253821887457,0.08441994444398787,-0.30046392514594433,-0.02772463888249214,-0.13327828494020388,244
all_6,6,63,11,-10,-0.2880658234879511,-0.2901634767102387,-0.008552172488621279,0.0863165492150718,-0.29676129948764524,-0.028818355032770446,-0.1365888357367766,212
all_6,6,63,11,-11,-0.282527667715597,-0.2840447331971161,-0.008388575492628392,0.08716424599719888,-0.30656592588222,-0.027363039347860243,-0.13414947505017472,201
all_6,6,63,11,-12,-0.28636060339792524,-0.2824449987094648,-0.00969316281614263,0.08978356370239939,-0.35194275214168863,-0.02754187366313559,-0.15342283066628226,181
all_6,6,63,12,-1,-0.36809493268614907,-0.37174938454864875,-0.006115428748512786,0.06522073206624604,-0.19565935937232096,-0.03125548794665995,-0.09957646304194967,194
all_6,6,63,12,-2,-0.350095838121595,-0.35464678595399096,-0.005230709430767311,0.06590492766072176,-0.2238621196133066,-0.023365763889856388,-0.08577239589780528,197
all_6,6,63,12,-3,-0.3564224754768712,-0.35978870608098074,-0.005714069733905092,0.06606841571384552,-0.23012045156622046,-0.024830777512448894,-0.0933386524513965,195
all_6,6,63,12,-4,-0.3891869143196317,-0.3920801215102437,-0.008003180980972302,0.06637616384533838,-0.23444528259873648,-0.034136668873265844,-0.1283772652004619,201
all_6,6,63,12,-5,-0.4281076823921004,-0.4274111287799216,-0.011130401836642267,0.06753477934584917,-0.29138088835042286,-0.03819880534943161,-0.17418800318361538,213
all_6,6,63,12,-6,-0.4351780007579093,-0.4336750546851677,-0.011931608476193012,0.06819667479005583,-0.2948523883513227,-0.04046637893255338,-0.18555465372703428,214
all_6,6,63,12,-7,-0.3752550637086724,-0.37664213698672216,-0.008737981732529154,0.07013167472747682,-0.2630544865255446,-0.033217383394373814,-0.1393515502832109,224
all_6,6,63,12,-8,-0.5061139913757097,-0.5046569281155312,-0.019823218286071587,0.0737087441223067,-0.38157727337410613,-0.05195073100340675,-0.28991175082386555,215
all_6,6,63,12,-9,-0.46159825700388263,-0.4587137545639387,-0.017753234545280105,0.07589336876853972,-0.32722020460829665,-0.05425470155955637,-0.2638292465410522,208
all_6,6,63,12,-10,-0.45699121346329097,-0.4503965634374214,-0.01850302809713178,0.07797804767308354,-0.3399546076038936,-0.054427937387132086,-0.2733793721751472,175
all_6,6,63,12,-11,-0.4358707621338343,-0.42948806450015464,-0.017342905089746008,0.07888366095324924,-0.32759269596967544,-0.052940451063510294,-0.2585529692520696,161
all_6,6,63,12,-12,-0.44566019708633653,-0.4310045730021663,-0.019505410284821556,0.08160326421259688,-0.3705031450554406,-0.052645734712731915,-0.2859646105592275,137
all_6,6,126,1,-1,-0.10565964343170262,-0.10921072337832258,0.0028637613924706873,0.10753724023618717,-0.28527851505857493,0.010038475529370603,0.050113301103739794,112
all_6,6,126,1,-2,-0.1051805746098819,-0.10841082693348536,0.0029169349744930795,0.10753124211341586,-0.28490876074497795,0.010238137173689897,0.051065771443253194,116
all_6,6,126,1,-3,-0.15432673421269005,-0.15816152804262315,-0.0025220003232210297,0.10811502660116262,-0.28818898896910305,-0.008751202925006323,-0.042259749624962706,135
all_6,6,126,1,-4,-0.18100352811960338,-0.185448559332166,-0.005478356704655241,0.10840500320715739,-0.30023170517537084,-0.018247095860363022,-0.08965632578961091,142
all_6,6,126,1,-5,-0.18046707668481338,-0.1849152469276045,-0.005502221943446406,0.10868978461404515,-0.33588755643954504,-0.016381142551902567,-0.09002979000021594,154
all_6,6,126,1,-6,-0.19950589206767902,-0.20390944963022192,-0.007670882339580687,0.1090585062239711,-0.3466720609845211,-0.022127200899305213,-0.12337122608444584,169
all_6,6,126,1,-7,-0.21197954028731988,-0.2175901328972408,-0.009498336215700509,0.11055792570739623,-0.36684498087433454,-0.025891961757422092,-0.150570440848659,196
all_6,6,126,1,-8,-0.326048828615281,-0.33430041747276373,-0.022928992318954733,0.11293354275657748,-0.4837671193070616,-0.04739675642238308,-0.32741873874315,189
all_6,6,126,1,-9,-0.2900026138530233,-0.2940912617855775,-0.019483294371395177,0.1142977842450872,-0.4615575755846279,-0.04221205631110448,-0.2856891659831934,187
all_6,6,126,1,-10,-0.25515257127667307,-0.2573288005423114,-0.016026996738046972,0.11555370132252475,-0.4727080284755175,-0.033904642554377605,-0.2413909843410449,175
all_6,6,126,1,-11,-0.21278100790638618,-0.21411708059635087,-0.011341817506645646,0.11599865695072047,-0.44426990279832484,-0.025529115150963164,-0.17720175887989542,173
all_6,6,126,1,-12,-0.20803660401392973,-0.20679784993817316,-0.011339065953741567,0.1176837778770484,-0.4346357929079779,-0.0260886612165011,-0.17716260176009513,139
all_6,6,126,2,-1,-0.13426278227972216,-0.1383522666705749,-1.91785735138561e-05,0.10671972735505786,-0.29758786432246953,-6.444675947226794e-05,-0.00032788776378678275,130
all_6,6,126,2,-2,-0.13838986515825863,-0.14219091941560777,-0.00045687794057258646,0.10670996001152673,-0.2972244781328005,-0.0015371477593055188,-0.007783585138804949,135
all_6,6,126,2,-3,-0.16531491035435292,-0.16916127163893394,-0.0034426112638451523,0.10714484671363732,-0.2968275790480097,-0.011598016851689966,-0.05726257330741524,148
all_6,6,126,2,-4,-0.19291881725962687,-0.1973338998521976,-0.006474687301448734,0.10744252702452647,-0.3039822631491519,-0.021299556212172367,-0.10512566794367773,155
all_6,6,126,2,-5,-0.19067498793909723,-0.19507026595006594,-0.00632636595237801,0.10775085103089976,-0.3394470092457148,-0.01863727115002671,-0.10283857028575949,166
all_6,6,126,2,-6,-0.2060649317338563,-0.21048375366738528,-0.008084954872268346,0.10811098945442488,-0.3469666589415105,-0.0233018206905905,-0.12960504570282994,176
all_6,6,126,2,-7,-0.2241857223163049,-0.2299737316478501,-0.010502400566909098,0.10955419416303817,-0.36674459563375694,-0.028636824351181814,-0.16517436340692482,205
all_6,6,126,2,-8,-0.3294525699423877,-0.3379938493302009,-0.023009736908484513,0.11225083009784137,-0.4836852717968068,-0.04757171295087678,-0.32836851027047187,197
all_6,6,126,2,-9,-0.3082459914203712,-0.31240484353563297,-0.02117800593799113,0.11345535892515249,-0.46147220680340156,-0.0458922674556942,-0.30650876089280865,196
all_6,6,126,2,-10,-0.2770888634303765,-0.2791458992576198,-0.018201249508095874,0.11473006999723331,-0.4729457944247014,-0.038484853280567076,-0.269549728702285,185
all_6,6,126,2,-11,-0.23636158401765103,-0.23752289639918311,-0.013731705334299793,0.11510222700012383,-0.4431706590915058,-0.03098514094423492,-0.21055750534532525,185
all_6,6,126,2,-12,-0.2206535972318481,-0.2194083238352515,-0.01257367686794042,0.11698723506735953,-0.43351749276581447,-0.029003851234978197,-0.19455712952082793,149
all_6,6,126,3,-1,-0.14182185876746045,-0.14633599594841204,-0.0005539798913880567,0.10562526461545291,-0.28458060702838606,-0.0019466536991847756,-0.009430492612881092,145
all_6,6,126,3,-2,-0.13873764513375986,-0.1428178459050549,-0.0002581934652652329,0.10574802534866184,-0.2924882662830639,-0.0008827481134417843,-0.00440573951750467,148
all_6,6,126,3,-3,-0.17343022609440314,-0.17784155937905655,-0.0039813806559505505,0.10597141145619764,-0.30067541846772083,-0.013241457104275964,-0.06593974808769054,158
all_6,6,126,3,-4,-0.20131012126046968,-0.20634358254708518,-0.007011817460548908,0.10627230375483133,-0.3077909513241667,-0.022781103311786555,-0.11336229965658429,165
all_6,6,126,3,-5,-0.2143989913261724,-0.21950164923836435,-0.008574364991463801,0.10684470104747305,-0.34734809595728944,-0.024685222378527508,-0.136919244670775,179
all_6,6,126,3,-6,-0.22659551616099152,-0.2319855057294444,-0.009983997762026298,0.10720363889370672,-0.3423879746645278,-0.029159896085160793,-0.15766407155642703,184
all_6,6,126,3,-7,-0.2455593044050548,-0.25246770096773447,-0.012452364347432465,0.1085139011483792,-0.36197607084898353,-0.0344010705410071,-0.19286341125859252,214
all_6,6,126,3,-8,-0.3534432104815665,-0.3636261373356364,-0.025106350365168617,0.11108008883113729,-0.4875688198706031,-0.05149293667267658,-0.3525926989002446,204
all_6,6,126,3,-9,-0.33413513409970425,-0.33969688686712785,-0.023545858756156446,0.11230301523830588,-0.4655228341818436,-0.050579385214343554,-0.3346427768511292,204
all_6,6,126,3,-10,-0.2866338578289606,-0.28926836555945085,-0.01889843495309418,0.11377058347154241,-0.46760762832933545,-0.040415155374206244,-0.2783685745287331,191
all_6,6,126,3,-11,-0.25602630490687295,-0.2576170370574621,-0.015605530509955168,0.11412669447400887,-0.4498889388338979,-0.03468751765803434,-0.23581564123787013,189
all_6,6,126,3,-12,-0.23459539460543197,-0.23351353330039637,-0.013922791228273002,0.11623657952611526,-0.4407201879679489,-0.03159099947852974,-0.21316878163007213,155
all_6,6,126,4,-1,-0.12359445772369314,-0.12790367586594847,0.0014707190484299915,0.10519666167989077,-0.2696803904960435,0.005453563181678827,0.025448065028283562,149
all_6,6,126,4,-2,-0.11839558603549859,-0.12216883991965448,0.0019522982173609815,0.10549216675785798,-0.2783546556383733,0.0070137077926130525,0.0339125581069204,151
all_6,6,126,4,-3,-0.1551655289125018,-0.1595423904008193,-0.0020296519628699716,0.1058876642763484,-0.28976029511273355,-0.007004589645659766,-0.034144175046478265,161
all_6,6,126,4,-4,-0.17094123031173883,-0.17571648650280988,-0.0037487392472933534,0.10608100481859546,-0.30607857665009736,-0.012247636826862383,-0.06220219697595131,167
all_6,6,126,4,-5,-0.20003600706057847,-0.20504209925073205,-0.007029374938694155,0.10677180285695596,-0.3457335770578318,-0.02033176817396111,-0.1136303265619979,181
all_6,6,126,4,-6,-0.21388576806585596,-0.21922514817324845,-0.008590296361126515,0.10706636661725194,-0.3433614020259112,-0.025018235335835047,-0.13715636248437202,186
all_6,6,126,4,-7,-0.23135486171440237,-0.23820313457810566,-0.010858713015732602,0.10830542447827471,-0.3609419924598286,-0.03008437156821295,-0.17029978490145592,216
all_6,6,126,4,-8,-0.337780105054233,-0.34797038788147433,-0.0233436089322121,0.11093226590845817,-0.4867382961471321,-0.04795926089439191,-0.3322823454946495,206
all_6,6,126,4,-9,-0.31861310218110406,-0.32433239318046864,-0.02178029574033713,0.11215669420689683,-0.46465657938885263,-0.046873963926184,-0.3137693014977283,206
all_6,6,126,4,-10,-0.2733733778742967,-0.27613496851103575,-0.017358668281278078,0.11361735107175625,-0.4693261223328325,-0.03698636716617238,-0.2587563183095515,193
all_6,6,126,4,-11,-0.2427654770358428,-0.24449277997899638,-0.014060595867059544,0.11397375778042532,-0.4516646264849155,-0.031130611171581606,-0.21504689570695268,191
all_6,6,126,4,-12,-0.2219484339006743,-0.2211574414089555,-0.012395898329000232,0.11600890080553852,-0.44252547116582236,-0.028011717147814218,-0.1920739115021577,155
all_6,6,126,5,-1,-0.14438032993937505,-0.14924281058402591,-0.0003781570090302111,0.10383506459649161,-0.27179106343907206,-0.0013913518871638078,-0.006446538986738637,154
all_6,6,126,5,-2,-0.14119545576951562,-0.14555061621646465,-0.00010719696069050322,0.1040783966880517,-0.2804402593699222,-0.00038224526297097103,-0.001831402135740845,157
all_6,6,126,5,-3,-0.16370646190769683,-0.16821620618264296,-0.0026193010239772274,0.1047218632740514,-0.2860991773027054,-0.009155220398295283,-0.04385597920840689,166
all_6,6,126,5,-4,-0.17633568221948565,-0.18122102747911215,-0.00397737711712165,0.1048641554766319,-0.2981767514464739,-0.013338991379532936,-0.06587554713324517,171
all_6,6,126,5,-5,-0.2097701248466938,-0.21487310056230333,-0.007668887864075824,0.10552041975509346,-0.33828331145610296,-0.022670015352119936,-0.12334109798936588,185
all_6,6,126,5,-6,-0.22108395585876572,-0.22648358732422252,-0.008963540687364713,0.10586226574689332,-0.3394163507764425,-0.026408688523283822,-0.1426941013597336,186
all_6,6,126,5,-7,-0.2309224744346403,-0.23788758470140192,-0.010549402718111889,0.10752110995890601,-0.35565993101275284,-0.02966148783775595,-0.16585217449674938,215
all_6,6,126,5,-8,-0.33805812158260096,-0.348425099404444,-0.023038202734968594,0.1101667562949356,-0.4824959897740114,-0.04774796728519772,-0.3287030430748811,205
all_6,6,126,5,-9,-0.31152160937339773,-0.3174052268379984,-0.020667176728040082,0.11134935816010498,-0.460231759091492,-0.044906020325145665,-0.30029414429932955,204
all_6,6,126,5,-10,-0.2689335222595249,-0.27177146548906517,-0.016563233041072767,0.11282030309877994,-0.4649489392479935,-0.03562376777945138,-0.24842920483209674,189
all_6,6,126,5,-11,-0.23580593075320103,-0.23760781011880616,-0.013000098451838249,0.1131674117608764,-0.4446225267917609,-0.029238506077598828,-0.20048414582543483,187
all_6,6,126,5,-12,-0.22220464103080814,-0.22149934465131912,-0.01214684541501121,0.11517465546051314,-0.4353660001594621,-0.027900307811271823,-0.18858300559036711,151
all_6,6,126,6,-1,-0.15258812362481955,-0.15731230709450691,-0.0006106270624927079,0.10140674238464921,-0.2635006819478979,-0.00231736425871356,-0.010390073658285148,176
all_6,6,126,6,-2,-0.1676148694291274,-0.17208685438073906,-0.0022198226287291067,0.10173184401961728,-0.27287755977523126,-0.00813486689985637,-0.037286478370230136,179
all_6,6,126,6,-3,-0.19476777344771595,-0.19969093811664407,-0.0051586364882564295,0.10236262912124867,-0.28719718802355193,-0.01796200207863243,-0.08463912569467369,181
all_6,6,126,6,-4,-0.20763820915307538,-0.21291584648589512,-0.006513254913942723,0.10250805051728763,-0.299256186329516,-0.021764812931121393,-0.10571947604903031,186
all_6,6,126,6,-5,-0.2467272736496837,-0.2521484978275141,-0.010620335330150388,0.10289490122930228,-0.3349617439824035,-0.0317061142681067,-0.16687410229775212,198
all_6,6,126,6,-6,-0.2537955492249958,-0.2592072048422812,-0.011481227132548288,0.10329632052770105,-0.32627605795556947,-0.03518869022903219,-0.17918339094902436,198
all_6,6,126,6,-7,-0.26519191493597616,-0.27232050248000667,-0.013279541384307425,0.10503905978064561,-0.3374765667350037,-0.03934952139872545,-0.20434594393536132,229
all_6,6,126,6,-8,-0.37383189920731336,-0.38413881964831126,-0.025750174474039822,0.1077603727121497,-0.4678919563046596,-0.05503444572420273,-0.3598647407876764,219
all_6,6,126,6,-9,-0.34650423866905666,-0.35187950091931236,-0.023421161492216624,0.10898501625994408,-0.4449994260077745,-0.05263189146632166,-0.3331883817590543,218
all_6,6,126,6,-10,-0.30644308308323653,-0.30896754035958,-0.019711072191939794,0.11036565215223329,-0.44520666148174864,-0.04427398306740712,-0.2885212602564593,203
all_6,6,126,6,-11,-0.27244334833621614,-0.27391126202097354,-0.016159342682255495,0.11072091230740153,-0.4241302464367198,-0.038099953535538446,-0.2431337992503826,201
all_6,6,126,6,-12,-0.25779459814032013,-0.2564168195943821,-0.0153088207852482,0.11277184395056171,-0.4145321731122788,-0.03693035614174561,-0.2318675176034607,165
all_6,6,126,7,-1,-0.2032986881512053,-0.20768575458185415,-0.002725032395714977,0.09130084748788511,-0.25430555177516573,-0.010715583583185818,-0.04558767506057637,190
all_6,6,126,7,-2,-0.19791112421811016,-0.20113525862752624,-0.0023477965809737267,0.09169301910783022,-0.25430555177516573,-0.009232187675750935,-0.039395647540438006,193
all_6,6,126,7,-3,-0.23196907794279165,-0.2355399277560241,-0.00567944034497081,0.09237826908736257,-0.26106339760121494,-0.021755023481485475,-0.09279854974965229,195
all_6,6,126,7,-4,-0.26883811654053835,-0.2722320977277203,-0.009183714399879972,0.09272225584744587,-0.2735645200530698,-0.033570560970766196,-0.14594505746764053,201
all_6,6,126,7,-5,-0.28707513276003244,-0.2900404357568995,-0.010966871670947675,0.0930120163156277,-0.310579165640142,-0.0353110346225047,-0.17184973560175376,212
all_6,6,126,7,-6,-0.30405667042578005,-0.30681627949028545,-0.012745897791053395,0.09356786459828617,-0.30716375613325164,-0.04149544839373581,-0.19695586457017156,213
all_6,6,126,7,-7,-0.30965209951545125,-0.31447516075851983,-0.014051205514491016,0.09554601900025093,-0.3189722335459575,-0.04405150052807502,-0.21491905044559478,244
all_6,6,126,7,-8,-0.4204933182855909,-0.4274444131284539,-0.025952138681593073,0.09854637397701438,-0.44762548125836465,-0.05797734885117895,-0.36213004858305764,234
all_6,6,126,7,-9,-0.3888529172615956,-0.39080510619390474,-0.023533332081918212,0.0998532749684646,-0.4238610398909634,-0.055521338049781765,-0.33449680819498817,233
all_6,6,126,7,-10,-0.3545167825576404,-0.35382575944257566,-0.020833278822905865,0.10131989998062498,-0.4341360590147331,-0.04798790238752974,-0.30232062948009275,219
all_6,6,126,7,-11,-0.31221478221533305,-0.3108384398839715,-0.01679286088613252,0.10172704917900018,-0.4075827157838943,-0.04120111142062343,-0.25142428102383574,215
all_6,6,126,7,-12,-0.29500549571265544,-0.2906896816601201,-0.015942886660234912,0.10395563834402169,-0.397708843267775,-0.04008682967479468,-0.2402814067936484,179
all_6,6,126,8,-1,-0.2176293756260631,-0.22040315705921354,-0.00386979128663556,0.09077092915233377,-0.24223090291991972,-0.015975630028984753,-0.0641487384643491,176
all_6,6,126,8,-2,-0.21214349092312854,-0.2137519248774444,-0.003492988495952032,0.09116540189671489,-0.24223090291991972,-0.01442007792501519,-0.058077131240973134,179
all_6,6,126,8,-3,-0.2449924765139764,-0.2467763763781757,-0.006636407291529367,0.09165485932577694,-0.2436793116779224,-0.02723418432952933,-0.10761311488988823,179
all_6,6,126,8,-4,-0.29524237312313606,-0.2964842550539527,-0.011320459624202028,0.09196612498084895,-0.24944655036135246,-0.045382305779747285,-0.17689777058749168,184
all_6,6,126,8,-5,-0.3144974813185143,-0.31511453124618044,-0.013186375870821054,0.09225630711366946,-0.28769009806714596,-0.04583534838151918,-0.20306038676433502,195
all_6,6,126,8,-6,-0.3307224776365878,-0.33094337316234607,-0.0148739327277162,0.09276356808042582,-0.28416139506626203,-0.05234325628309865,-0.22604602746757863,193
all_6,6,126,8,-7,-0.32090323605606813,-0.3236470387492532,-0.014803908713860947,0.09478930741981301,-0.2915824211276532,-0.05077092321481162,-0.22510479957627605,222
all_6,6,126,8,-8,-0.45111603047470183,-0.4549182538857068,-0.028454583106157227,0.09772831683794347,-0.4265889122294075,-0.06670258483149501,-0.3895795334533738,211
all_6,6,126,8,-9,-0.4019230500560334,-0.40141814981116186,-0.02449639743922971,0.09921128077144874,-0.40191942855049856,-0.06094852773744899,-0.3456315447734032,210
all_6,6,126,8,-10,-0.3671430234888144,-0.36420201879229197,-0.021799007177165763,0.1006873776263883,-0.4125857603466264,-0.05283509338483162,-0.3139937155037156,196
all_6,6,126,8,-11,-0.3245167734882461,-0.3211395299229747,-0.017762574206466097,0.10109724514826085,-0.38502116257946833,-0.04613402049763928,-0.2639489293537547,192
all_6,6,126,8,-12,-0.3189683682370978,-0.31201905073104164,-0.018078620813182122,0.1031930405853109,-0.37477125461326893,-0.04823908074763544,-0.2679881174159128,156
all_6,6,126,9,-1,-0.1905671006762133,-0.1968179652517398,0.0010436320604665372,0.08189017969863101,-0.23968529612770514,0.004354176402671303,0.017995985369018364,152
all_6,6,126,9,-2,-0.1924689489726307,-0.19761944409938817,0.0007936955057339379,0.08223216136531007,-0.23968529612770514,0.0033114067427442617,0.013658618395732347,151
all_6,6,126,9,-3,-0.22749079536719452,-0.2329824140296749,-0.0023612601413103285,0.08312674627887194,-0.23912196215217785,-0.00987471046180031,-0.039617290571613895,148
all_6,6,126,9,-4,-0.2698054689477062,-0.2753654678690931,-0.005975898116591161,0.08344390462184184,-0.23912196215217785,-0.024991004852946478,-0.09741251285047192,152
all_6,6,126,9,-5,-0.2996754959950065,-0.30465510924187966,-0.008672796864269694,0.0840279973243346,-0.2583656362917095,-0.03356791943676911,-0.1383832947799064,161
all_6,6,126,9,-6,-0.31290790070570884,-0.3177285306869375,-0.010038206388134796,0.08469854235792525,-0.2454057797259592,-0.040904523110027416,-0.15845237977819215,159
all_6,6,126,9,-7,-0.301782518513419,-0.3086481775071018,-0.009958108716484948,0.0869214609422434,-0.2531811907510646,-0.039331945184964634,-0.15728734474988526,185
all_6,6,126,9,-8,-0.43703565021965785,-0.4461789619364044,-0.023109256186529925,0.08999513157873533,-0.39550598608714727,-0.05842959904388892,-0.3295373848617513,175
all_6,6,126,9,-9,-0.3902009902222368,-0.3944655684124397,-0.01971737179520794,0.09155237850675671,-0.3742730676316658,-0.052681781032164574,-0.2885994364494141,174
all_6,6,126,9,-10,-0.34105621885115384,-0.3426779674300388,-0.0158821945523413,0.09292579333792465,-0.3828340159190259,-0.04148584998178579,-0.23947980948726588,157
all_6,6,126,9,-11,-0.2954959342608193,-0.29622363350779546,-0.011878394312046181,0.09337299757776645,-0.3538733081963077,-0.03356679929489556,-0.18480429934015186,152
all_6,6,126,9,-12,-0.28898522681757915,-0.286199782149234,-0.012102290389191306,0.09554910119747399,-0.3431042561208386,-0.035272924113564405,-0.18795699447641134,116
all_6,6,126,10,-1,-0.15205298486720678,-0.15851511042787328,0.004956738006493433,0.0786760105462867,-0.18191993564823986,0.027246810465444398,0.08822390272004399,135
all_6,6,126,10,-2,-0.17040151889638364,-0.1766193541184022,0.0034372079789219967,0.07895507106379761,-0.18536958583443083,0.0185424591820152,0.060428159832850215,132
all_6,6,126,10,-3,-0.1989331607254413,-0.20545071193031667,0.0009537175744045445,0.07976493827387637,-0.18820886602573578,0.005067336064147651,0.016433612452886326,131
all_6,6,126,10,-4,-0.2414947921037341,-0.24885850809232474,-0.0025602283100639722,0.08014341741990838,-0.20623935879828004,-0.01241386864748788,-0.04288718329597374,135
all_6,6,126,10,-5,-0.23020185901290313,-0.23768804773837307,-0.0016775801364870002,0.08021058862191699,-0.24668447694861925,-0.006800509530384498,-0.028301178344081968,142
all_6,6,126,10,-6,-0.2409677970642857,-0.24853273498881379,-0.0027570586508927075,0.08088975616357301,-0.2347083323129969,-0.011746743814855338,-0.04611162641957833,143
all_6,6,126,10,-7,-0.24554711151521325,-0.25440445924529664,-0.003931156211461451,0.08335441390631788,-0.23975155103558485,-0.016396791572280477,-0.06513404538600187,166
all_6,6,126,10,-8,-0.40740244424506444,-0.4194724463621967,-0.01893502606819364,0.0867768083032117,-0.38652873844386537,-0.04898736933358327,-0.2788286432300565,156
all_6,6,126,10,-9,-0.381769824496949,-0.38874228333890454,-0.01759586135841895,0.08860902831053095,-0.3716016195326403,-0.0473514119248164,-0.26180983497147947,157
