group,n_spreads,window,long_th,short_th,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
top4,4,42,3,-1,-0.018038966757615772,-0.018725635202582205,0.01269950769856898,0.104819193994863,-0.23269219779477876,0.05457642249685234,0.2408345877980873,223
top4,4,42,3,-2,-0.003756407758514803,-0.003895659841218944,0.014154667508247787,0.10538381542473513,-0.20647374301025667,0.06855432221977323,0.2716771535516116,244
top4,4,42,3,-3,-0.002374555686308143,-0.0024574351654510543,0.014263268941024254,0.10574229156830108,-0.19700289589918837,0.07240131611224207,0.2740077044085212,254
top4,4,42,3,-4,0.012038608361618462,0.012463355807352172,0.015810821674550724,0.1057354999872849,-0.19700289589918837,0.08025679826880079,0.30765769631455653,253
top4,4,42,3,-5,-0.04457201083272662,-0.046130223551944426,0.009255690899198088,0.10895343194111752,-0.30449248952789304,0.030397107375452096,0.17062410660441452,286
top4,4,42,3,-6,-0.0952515904833925,-0.09834313268203282,0.0033884561511219324,0.11046064004989174,-0.33507284073054455,0.010112595648558775,0.059547540799303356,283
top4,4,42,3,-7,-0.029548586528758133,-0.03041154918579613,0.010527915897598383,0.1116506404464601,-0.28848892377165386,0.03649331059216502,0.19611402872478934,276
top4,4,42,3,-8,-0.011487623462299113,-0.01157557044764594,0.01229619133697013,0.113806587765954,-0.283888595573525,0.0433134388936223,0.2324116542684751,266
top4,4,42,4,-1,-0.045622323957999374,-0.04720920036706429,0.009804507932134054,0.10462635611206274,-0.2447549194431153,0.04005847136573191,0.18155666601545395,228
top4,4,42,4,-2,-0.027297093769449565,-0.028214882947348432,0.01166154269017916,0.1052332857190325,-0.2144194352701423,0.054386593619589765,0.2192664549837018,246
top4,4,42,4,-3,-0.025833224562110187,-0.026646537066168843,0.01176987714501232,0.10559228637350111,-0.21038951808419123,0.05594326776442535,0.2215009548907907,256
top4,4,42,4,-4,-0.01760295058632144,-0.018153740927194562,0.012656805157455597,0.10553364445337195,-0.2103895180841901,0.06015891510522312,0.239940221224612,255
top4,4,42,4,-5,-0.07343799887442261,-0.07572868813360395,0.006122027572182054,0.10875684897684611,-0.32181459584869787,0.019023461493525122,0.11000296010555077,288
top4,4,42,4,-6,-0.11842313588941593,-0.12190314120831215,0.0009038905438354394,0.11010690272873193,-0.3505977433392089,0.0025781413628806816,0.01556878002533657,283
top4,4,42,4,-7,-0.04729820889458481,-0.0486203065802389,0.00858542485784164,0.11128726417288777,-0.29368389702684533,0.029233556707594543,0.1574014326522717,278
top4,4,42,4,-8,-0.026113787444966993,-0.026281619212619924,0.010622188440624791,0.11373769156423334,-0.2863147366672621,0.037099691633998094,0.1980234933136975,265
top4,4,42,5,-1,-0.11576972573112002,-0.11888206649612507,0.005227225410606051,0.09154127657745087,-0.22094846306712035,0.02365812071305565,0.0932431094253725,266
top4,4,42,5,-2,-0.1244245680472448,-0.1275895112101451,0.00423284079494235,0.09245445437232455,-0.1902332819818857,0.022250789929311145,0.0748976700058912,282
top4,4,42,5,-3,-0.1646452973653272,-0.16842328483813226,0.0003938633789448698,0.09288832678254515,-0.22541569233570546,0.0017472757768713801,0.006756145726915852,294
top4,4,42,5,-4,-0.15069232391846227,-0.15417513399668029,0.0017013780520112043,0.09284694322009411,-0.2131660011519759,0.007981470041267102,0.02949407680042815,293
top4,4,42,5,-5,-0.19094797287054824,-0.19529339740957155,-0.0030920634373303724,0.09655600571680112,-0.3573402529111356,-0.00865299504363231,-0.05157611556159514,317
top4,4,42,5,-6,-0.24896120735632177,-0.2545716797233123,-0.009230506341165512,0.09821617586530645,-0.3845558347459651,-0.024003032868460103,-0.14663446274341652,316
top4,4,42,5,-7,-0.14612270779613457,-0.14887773682519903,0.0004971908885309517,0.09956401605367603,-0.33172926621169085,0.001498785121399788,0.008535679782436967,314
top4,4,42,5,-8,-0.1102412182467901,-0.11016629238689787,0.003516866853281009,0.10221106522375684,-0.27330010056539233,0.012868150600769832,0.061868545254752494,295
top4,4,42,6,-1,-0.0964334332722529,-0.09869784354914998,0.007116953128332382,0.0909471498324128,-0.2063077835621392,0.03449677469967477,0.1289220594155076,274
top4,4,42,6,-2,-0.07190814930163351,-0.07437259894262774,0.009362243094241496,0.09100312454434563,-0.19756986496904452,0.04738699950879848,0.1727391716566682,285
top4,4,42,6,-3,-0.08751564633458658,-0.09054155904083212,0.007837926249078864,0.09151303158647815,-0.20373509474731186,0.03847116403190168,0.14282105836476933,289
top4,4,42,6,-4,-0.08420157308335326,-0.08708071161102153,0.008147148992042164,0.09149308544417246,-0.20373509474731144,0.039988932697859,0.1488315203474182,289
top4,4,42,6,-5,-0.12743818629113068,-0.13180736060133025,0.003361233743324421,0.09513133512616641,-0.33951351236087907,0.009900147183985023,0.059056113822137934,312
top4,4,42,6,-6,-0.20829267529503098,-0.21492072632001769,-0.004805979862688048,0.0967136478912079,-0.3777256147470855,-0.01272346824005038,-0.07907488127002416,314
top4,4,42,6,-7,-0.07704601162899322,-0.0795640312829105,0.007747041357696771,0.09762694760094448,-0.31971940516132596,0.02423075119193257,0.14106013701857956,308
top4,4,42,6,-8,-0.08888119575215807,-0.0895055795137249,0.0059838151731888,0.10079198609719256,-0.2868434018943292,0.020860912726844556,0.10739850864299183,290
top4,4,42,7,-1,-0.06965238543145583,-0.07130634465421992,0.010078685150875621,0.08779615406158334,-0.21036115270118255,0.04791134209647713,0.18705427716501388,276
top4,4,42,7,-2,-0.048257142103961675,-0.049315371604537646,0.011848028129652466,0.0887354616098094,-0.20700430189306682,0.05723566139109929,0.22311528565702932,287
top4,4,42,7,-3,-0.08318094362722624,-0.08500753113215792,0.008626225661588549,0.08926049174798194,-0.22880626044436156,0.037701003656262166,0.1582022941713963,290
top4,4,42,7,-4,-0.0799145505611511,-0.0816392285727085,0.00892372227375926,0.08924060829588346,-0.22880626044436023,0.03900121551057507,0.16405751895083043,290
top4,4,42,7,-5,-0.11278695576416621,-0.11531984787863607,0.00518764510960068,0.0930496674335473,-0.33440750668244457,0.015512944553983653,0.09250729227090848,317
top4,4,42,7,-6,-0.20491699284744067,-0.20876024670720048,-0.0038980333040895543,0.09474675302330827,-0.3790685872026823,-0.010283187358928622,-0.06460232826219903,317
top4,4,42,7,-7,-0.10226189983139378,-0.10402282515805533,0.005687495666323317,0.09550322013976957,-0.3379579759466506,0.016829002630851162,0.10183409122848541,310
top4,4,42,7,-8,-0.11517662691818938,-0.11444932966786048,0.0037791285970147914,0.09863942431341101,-0.31612866826602054,0.011954400142649117,0.06662376778643897,291
top4,4,42,8,-1,-0.09125801338323868,-0.09370606817847388,0.010010712850226033,0.07727589103781385,-0.15242198227156975,0.06567761881216043,0.18568910301466302,255
top4,4,42,8,-2,-0.1410270195335246,-0.1436966136023415,0.005954112319791927,0.0780912390923788,-0.17363053345546628,0.03429185063996287,0.10683954462989931,262
top4,4,42,8,-3,-0.17311280898551717,-0.17616199119960707,0.003211301334450134,0.07898540361707965,-0.19196835639875617,0.016728284779287412,0.05635333310182156,261
top4,4,42,8,-4,-0.16558858420478847,-0.16850920003430078,0.003803360507314002,0.07900300079242295,-0.19196835639875492,0.01981243460465795,0.06706414120550952,261
top4,4,42,8,-5,-0.2017027208275557,-0.20488360443652973,-0.00013302297036721367,0.08281063881747293,-0.28536049688701476,-0.000466157621038495,-0.0022721532620529894,292
top4,4,42,8,-6,-0.2857064426832465,-0.28885964729030716,-0.007786952918081069,0.08477999624896791,-0.34362210703898516,-0.02266138516285162,-0.12512288373211589,287
top4,4,42,8,-7,-0.19226747906651487,-0.19400112426460092,-0.00022903463548884506,0.08598176781036301,-0.3104476784060128,-0.000737755993746897,-0.00390909855118915,274
top4,4,42,8,-8,-0.1805727848988445,-0.17862364795873947,4.616562508386046e-05,0.08870732702190331,-0.26693789067721413,0.00017294519323105285,0.0007896889689176234,254
top4,4,63,1,-1,-0.11675631010053766,-0.12129632968862593,0.0013573328583711408,0.10891889394542915,-0.3299601855300545,0.004113626182476212,0.02346464008464655,144
top4,4,63,1,-2,-0.15672187035896817,-0.16152767451768324,-0.003026981256358252,0.10904883033359374,-0.36330745151177496,-0.00833173457841986,-0.05051682836818072,175
top4,4,63,1,-3,-0.10535447646857066,-0.10835644032554347,0.0026502000851329477,0.10869181142231807,-0.34990999252501537,0.007573947991620967,0.046296070048048366,188
top4,4,63,1,-4,-0.0666594126975862,-0.06868917643213104,0.006959510874995356,0.10821940784686808,-0.3079504422017484,0.02259945082474002,0.12590811751372755,190
top4,4,63,1,-5,-0.1416944363793515,-0.14620433696059387,-0.002041445948028686,0.11163248801052397,-0.4355641147796681,-0.004686901144419026,-0.03433933462972738,204
top4,4,63,1,-6,-0.07662495309728261,-0.07876250968021956,0.004971818201426448,0.1130143286635807,-0.4004716699055775,0.012414906159526078,0.08850316113126677,198
top4,4,63,1,-7,-0.1220506158693939,-0.12474851311961112,-0.0005243576841268416,0.11449743875132237,-0.4359150600703111,-0.0012028895813837334,-0.008928355179502079,197
top4,4,63,1,-8,-0.11720956176175917,-0.11769722617691783,-0.0004641466624756285,0.1166182415721168,-0.4535160020302708,-0.0010234405410123723,-0.007906956244478125,209
top4,4,63,2,-1,-0.05181887144394515,-0.0541296375862983,0.00878499725152615,0.1069367148629903,-0.2823682963527815,0.03111183997990507,0.1613237220247128,161
top4,4,63,2,-2,-0.0853340696943343,-0.0884471946909121,0.005138565209583668,0.10712861736888565,-0.3180841669348473,0.016154734324252587,0.09159552050275743,191
top4,4,63,2,-3,-0.06493572971621799,-0.06716226573996532,0.007319606472326878,0.1072320868740402,-0.30268588071769414,0.024182186678055363,0.13281266649035373,201
top4,4,63,2,-4,-0.04621341239091357,-0.04778557674774476,0.009382190308532934,0.10698457723461113,-0.28561241710241,0.03284937820181967,0.1731355242198176,202
top4,4,63,2,-5,-0.12729837853934486,-0.13173695678986871,-0.00016186589614408664,0.11048267188791458,-0.42575254902256815,-0.0003801877323240794,-0.0027641750013146504,214
top4,4,63,2,-6,-0.06583732756245864,-0.06785845990088507,0.006374109075111489,0.11203360720398313,-0.3986511604205144,0.015989189817954635,0.11476799979811325,208
top4,4,63,2,-7,-0.06395529098506554,-0.0658371639250695,0.006406954816399857,0.113043434251615,-0.3784584132689606,0.016929085447088738,0.11539029171704218,202
top4,4,63,2,-8,-0.08109305518880647,-0.08176022768030297,0.0040217992431368366,0.11527124513070981,-0.41897302952651655,0.00959918409946791,0.07104162483833187,214
top4,4,63,3,-1,-0.05909443489275597,-0.061621052719274406,0.008247274235739344,0.10545574493552988,-0.2789182503488283,0.02956878664420458,0.15078405697544595,181
top4,4,63,3,-2,-0.09153209532802521,-0.09495019070661435,0.004711766956194019,0.10592122476749953,-0.3148058265508558,0.014967216483310066,0.08369691150557346,205
top4,4,63,3,-3,-0.07902573355097817,-0.08178359754964297,0.006027296598513976,0.10600935247056903,-0.3030448795477931,0.019889122058448817,0.10821724443201508,217
top4,4,63,3,-4,-0.057382287454624085,-0.05938727474924008,0.008340602325699997,0.1059940787365168,-0.2829053925676275,0.02948194889465109,0.15260685579168198,217
top4,4,63,3,-5,-0.16472755769484942,-0.16990650311598013,-0.0040458209476259555,0.10959639638546739,-0.43080723105182467,-0.00939125589361163,-0.06697254450498213,224
top4,4,63,3,-6,-0.09369261015597002,-0.09632384777493513,0.00345142508043339,0.11099783152959009,-0.4034712960009791,0.008554326205215389,0.06068509739593342,215
top4,4,63,3,-7,-0.07721351696061765,-0.07938872718653145,0.005114167093833721,0.11191737214396345,-0.38691946571785985,0.013217652630490687,0.09114253615697243,210
top4,4,63,3,-8,-0.08997248773808934,-0.09076528210301253,0.0032421994357190176,0.11406498093989258,-0.41766099693739805,0.0077627536674318215,0.05690979087160786,218
top4,4,63,4,-1,-0.07200462883585959,-0.07507341538996745,0.006883491471852521,0.10541108763449462,-0.2789182503488298,0.024679243696831117,0.1244555796851401,181
top4,4,63,4,-2,-0.10439919241586176,-0.10828479027340081,0.0033527664158881088,0.10587658749183272,-0.3148058265508528,0.010650267984625476,0.05890330287744883,205
top4,4,63,4,-3,-0.09187677089237505,-0.0950722288012628,0.004666516636930851,0.10596481934367917,-0.30304487954779413,0.015398764182698822,0.08286264173666269,217
top4,4,63,4,-4,-0.0702260070101517,-0.07267153562427055,0.006976693323693217,0.1059496559547109,-0.2829053925676256,0.02466087076097537,0.12623667518010917,217
top4,4,63,4,-5,-0.1564603568204269,-0.1618232672457008,-0.003072046251763605,0.10932991415250486,-0.43080723105182567,-0.007130906889058325,-0.051250431433627064,223
top4,4,63,4,-6,-0.08535669079785031,-0.08799381837179944,0.0044325300617893415,0.11073446194003503,-0.40347129600098075,0.010985986130172112,0.07855832388691186,214
top4,4,63,4,-7,-0.08011236059107411,-0.08254418380727897,0.004826796044368864,0.11171845779256533,-0.38691946571786096,0.012474937220885472,0.08582040173872918,209
top4,4,63,4,-8,-0.08695119855179646,-0.08785684052906198,0.0036233766345330487,0.1138910003099629,-0.4176609969374003,0.0086754010096761,0.06379732487284762,217
top4,4,63,5,-1,-0.06656289105979175,-0.0694251916703602,0.0093310598791565,0.09425570842293936,-0.21690746360842836,0.04301862058560314,0.17211981156083467,209
top4,4,63,5,-2,-0.12774056711531556,-0.13227785563724145,0.0033965948848553307,0.09484204952922179,-0.2430356114446211,0.013975708599516454,0.059694505318305335,231
top4,4,63,5,-3,-0.10144237477444033,-0.10496417072118978,0.005779098227195023,0.09546711361760463,-0.22361409091738493,0.025844070038189733,0.10355142683726726,239
top4,4,63,5,-4,-0.07741335860957885,-0.08011748337280152,0.008091833235558843,0.09545027766563978,-0.22361409091738493,0.03618659809121064,0.14775414900102768,239
top4,4,63,5,-5,-0.15789982848362014,-0.16360708161241547,-0.0005223878620032041,0.09897624750112602,-0.32739593858666227,-0.001595584429844499,-0.008894955469938126,251
top4,4,63,5,-6,-0.11393607122348123,-0.11741828737339337,0.003577652723625757,0.10018132177414632,-0.3394750798557195,0.010538778649514708,0.06296890942869049,243
top4,4,63,5,-7,-0.09802684335413596,-0.10093608459905966,0.004980363569749402,0.10117294657288617,-0.31904326594885507,0.015610307758533885,0.08866143611490429,239
top4,4,63,5,-8,-0.09153030889526025,-0.09253951645778115,0.005067426314715906,0.10411145637486759,-0.33598875420200075,0.015082130730093735,0.09027522400670085,244
top4,4,63,6,-1,-0.13311118922475373,-0.13703155215058885,0.003667613125220903,0.09137432953828885,-0.2516970207586013,0.014571539679599363,0.06459937006593064,230
top4,4,63,6,-2,-0.183263980426343,-0.18725147439711773,-0.0012714870286514302,0.09264701774232946,-0.2889393725484215,-0.004400532255043745,-0.02152031405668109,248
top4,4,63,6,-3,-0.1770343803721464,-0.18043079437098009,-0.0007505243080053736,0.0928533788570332,-0.2736139899021781,-0.0027430041434420055,-0.012756130296370793,250
top4,4,63,6,-4,-0.15234224660834797,-0.15530067907605677,0.0015471961840947124,0.09283673152668097,-0.2519381921159543,0.006141173639059127,0.02678789585332808,250
top4,4,63,6,-5,-0.24020805486462746,-0.2453366650001731,-0.00782333314159811,0.09654767515918067,-0.3809822634031222,-0.020534638730202885,-0.12567123047092943,261
top4,4,63,6,-6,-0.1757043399002105,-0.1789249191453831,-0.0020452348702583167,0.09809048771422572,-0.3757206808636975,-0.005443498253960312,-0.034402023494906064,250
top4,4,63,6,-7,-0.1662572128916899,-0.16922661453782956,-0.0013898738662514454,0.09911055431372863,-0.3564100409688223,-0.0038996484567981843,-0.023501701435142963,245
top4,4,63,6,-8,-0.1918034308308815,-0.1911006987307351,-0.0046630882112029814,0.10167973971620076,-0.4066640858540258,-0.011466683125976413,-0.07681127238677454,245
top4,4,63,7,-1,-0.20766596376561242,-0.21074014144889622,-0.002004235440740354,0.08751229469249205,-0.23136931265559071,-0.008662494683224466,-0.03372347188156266,224
top4,4,63,7,-2,-0.25536737368962614,-0.2573260534616909,-0.006513823528620066,0.08854389768289857,-0.26962335580206265,-0.024158973577207567,-0.10572822797657366,243
top4,4,63,7,-3,-0.2366878116157937,-0.23796100011110383,-0.004879243514610221,0.08857484572093405,-0.25687352205592806,-0.01899473124189064,-0.08023345516056957,244
top4,4,63,7,-4,-0.19408638841829765,-0.1956894208658482,-0.0011827937208559458,0.08880826107705331,-0.22941657160555395,-0.00515565947384819,-0.02003341441889872,242
top4,4,63,7,-5,-0.27076627603545517,-0.2736305209587362,-0.009299596534712684,0.09254205072125618,-0.3555491920488379,-0.026155583369840144,-0.147651439603807,254
top4,4,63,7,-6,-0.21050730511871407,-0.21246140647464984,-0.004198061184344071,0.09399291978167264,-0.3596064420335516,-0.01167404332526498,-0.0694082578366193,244
top4,4,63,7,-7,-0.19919697572028713,-0.2009506839100292,-0.003449722627042795,0.09505472827895459,-0.339797345352283,-0.010152294225448742,-0.05737759832340994,239
top4,4,63,7,-8,-0.2474305593830221,-0.2442845797653037,-0.008967343367102587,0.09786488090170342,-0.38592978308475523,-0.023235686283204635,-0.14275034824394484,239
top4,4,63,8,-1,-0.2924546135461353,-0.29809850146257777,-0.0047894745729969435,0.07515068105087412,-0.21164365899613752,-0.022629898744494635,-0.07881368098536323,209
top4,4,63,8,-2,-0.34579239514738874,-0.3501629681281895,-0.00913848230781622,0.07603097330629563,-0.2508794298027266,-0.036425793517635384,-0.14527813568511994,225
top4,4,63,8,-3,-0.30628694034853887,-0.30947692446962655,-0.006227790249685783,0.07621533824954015,-0.23756288742204962,-0.026215333199842834,-0.10131550155451508,227
top4,4,63,8,-4,-0.2791907393036148,-0.2823965499697919,-0.004208948010454128,0.07631599807219845,-0.21333680320458276,-0.01972912290439587,-0.06958220816267535,225
top4,4,63,8,-5,-0.36955101220442854,-0.37410116045412745,-0.013081316434781609,0.08089811004276345,-0.34405197880663013,-0.03802133759019532,-0.20160836367886859,228
top4,4,63,8,-6,-0.27381849977818584,-0.27680722618099096,-0.006045350672521654,0.08270125323750387,-0.336496119448064,-0.017965588079997798,-0.09849024872235068,212
top4,4,63,8,-7,-0.28796204264259534,-0.29061441338445204,-0.007623953118963911,0.08383166963225396,-0.3153831642647775,-0.02417362111492825,-0.12266206545392488,209
top4,4,63,8,-8,-0.32791433358857575,-0.32378426123161885,-0.012151234954260182,0.0867901679458623,-0.37751431403372565,-0.03218748138163216,-0.18864465530409047,212
top4,4,126,1,-1,-0.18662312383672322,-0.19029636439544523,-0.006010052515329267,0.10814950055913969,-0.3595752797663799,-0.01671430950212725,-0.09794265810389446,100
top4,4,126,1,-2,-0.18603323172375508,-0.18908039534645626,-0.006077800645773124,0.10859669575012892,-0.35657254887503353,-0.017045060437064618,-0.09899337850680512,120
top4,4,126,1,-3,-0.19416672640466945,-0.19797723453423463,-0.007076462948462314,0.10900041462170351,-0.3788262046866954,-0.018679972137394335,-0.11434878062210252,130
top4,4,126,1,-4,-0.18994168346725634,-0.19390051803885358,-0.006607677142941082,0.10896200296509653,-0.3788262046866969,-0.01744250281842533,-0.10717168688981449,134
top4,4,126,1,-5,-0.26582389863151235,-0.27113092202049593,-0.016096123493260284,0.11248943906545256,-0.4864771145481765,-0.03308711347749589,-0.24230175988992142,151
top4,4,126,1,-6,-0.25868665679748637,-0.2642749606802859,-0.015726484674127073,0.11363909752038073,-0.4642938532361722,-0.03387183475402911,-0.23741961132129974,144
top4,4,126,1,-7,-0.24529379425772158,-0.24976694540964045,-0.014443036025033051,0.11424814973303676,-0.48266448625260056,-0.029923552356562536,-0.22023701597363743,149
top4,4,126,1,-8,-0.23149905328922982,-0.23202310385422417,-0.013708561612535752,0.11664376642464945,-0.4569494946401032,-0.03000016801273129,-0.2102406824070593,153
top4,4,126,2,-1,-0.17456455805513815,-0.1782867491629044,-0.004148421442657035,0.10613903045658808,-0.32907394479187957,-0.012606350360800137,-0.06861472305186389,123
top4,4,126,2,-2,-0.16917932121115242,-0.17218723123692456,-0.0037491677984514693,0.10675778239301736,-0.33112295401958075,-0.011322585018463458,-0.06220909488477422,142
top4,4,126,2,-3,-0.20074991006231221,-0.20467458230058638,-0.007211078540570126,0.10711731278985216,-0.3644433656842537,-0.019786554563919975,-0.1163996799689605,147
top4,4,126,2,-4,-0.196318832081557,-0.20039711568739316,-0.006731245640590577,0.10708912138303163,-0.3644433656842537,-0.018469936002134257,-0.10906881243869415,151
top4,4,126,2,-5,-0.2698428024701594,-0.2752413862287664,-0.016003150292877577,0.1110587968053241,-0.472221695960959,-0.03388906191680071,-0.24107655784077364,167
top4,4,126,2,-6,-0.25624973241059906,-0.26217929610858787,-0.014964126821992552,0.11229352032839456,-0.45975985521090884,-0.03254770213708188,-0.22725678543953987,156
top4,4,126,2,-7,-0.24384967810487695,-0.24892295522257635,-0.013798414907290724,0.11288179814977133,-0.47828596976198556,-0.02884971707231423,-0.2114700478479905,158
top4,4,126,2,-8,-0.21258129464841005,-0.21313789733827593,-0.011167557036069087,0.11553042134188721,-0.4466902722272466,-0.025000672122064412,-0.17471840666349658,157
top4,4,126,3,-1,-0.14355258984690472,-0.14705537138184158,-0.0005234432745100381,0.10476818150990068,-0.28612975671591967,-0.001829391254226425,-0.008912850857738408,146
top4,4,126,3,-2,-0.1411256604529734,-0.1442289743369583,-0.00046673745223657637,0.10556946025552526,-0.31163142149582795,-0.0014977226943170266,-0.00795092590288049,155
top4,4,126,3,-3,-0.1786117981190388,-0.18281610100449552,-0.004554665703151439,0.10606423898156812,-0.34646791174172364,-0.013145995772753521,-0.07509020990582704,159
top4,4,126,3,-4,-0.17572310215337772,-0.18006839363744012,-0.00422329758439044,0.10597038029684126,-0.34646791174172614,-0.012189577854871273,-0.06981143970199843,163
top4,4,126,3,-5,-0.2655416791893178,-0.2718823602670186,-0.015058061179212823,0.10977724119751965,-0.46012455737140406,-0.03272605414767774,-0.22851585647403816,177
top4,4,126,3,-6,-0.2470573769466045,-0.2532243531256628,-0.01355350675890743,0.11118339545436595,-0.454881623809845,-0.02979567880845683,-0.20811498965828956,163
top4,4,126,3,-7,-0.2266597805307156,-0.23198184892946208,-0.011475424390319677,0.11166715021443972,-0.46521268571523056,-0.024667049594051912,-0.17910099782540256,161
top4,4,126,3,-8,-0.19649239581704436,-0.19751369478004466,-0.0089780944604535,0.11439886210414975,-0.43419087131187006,-0.02067775960679912,-0.142909352962865,161
top4,4,126,4,-1,-0.1499963295276339,-0.15354959809278973,-0.0011830675692329207,0.10470966482669636,-0.28612975671591717,-0.004134723989604215,-0.020038008624411074,148
top4,4,126,4,-2,-0.147324654376506,-0.15054190291315098,-0.0011098892787954062,0.10552693472231879,-0.31163142149583145,-0.0035615448322506614,-0.018809614603217506,156
top4,4,126,4,-3,-0.1847967237093432,-0.18911843209539017,-0.0051951871434890995,0.10602181375583485,-0.34646791174172664,-0.01499471370197721,-0.08521401098458392,160
top4,4,126,4,-4,-0.17572310215337772,-0.18006839363744012,-0.00422329758439044,0.10597038029684126,-0.34646791174172614,-0.012189577854871273,-0.06981143970199843,163
top4,4,126,4,-5,-0.2655416791893178,-0.2718823602670186,-0.015058061179212823,0.10977724119751965,-0.46012455737140406,-0.03272605414767774,-0.22851585647403816,177
top4,4,126,4,-6,-0.2470573769466045,-0.2532243531256628,-0.01355350675890743,0.11118339545436595,-0.454881623809845,-0.02979567880845683,-0.20811498965828956,163
top4,4,126,4,-7,-0.2266597805307156,-0.23198184892946208,-0.011475424390319677,0.11166715021443972,-0.46521268571523056,-0.024667049594051912,-0.17910099782540256,161
top4,4,126,4,-8,-0.1969737888237757,-0.19799674417896754,-0.009032551566895641,0.11439847846687522,-0.43419087131186757,-0.0208031816505138,-0.14371432709766474,161
top4,4,126,5,-1,-0.1568129901371004,-0.1594145382191762,0.0012619771251776157,0.09232456286841086,-0.23387853089807342,0.005395865624483497,0.021799412282047737,165
top4,4,126,5,-2,-0.17218260936188845,-0.17479714402081542,-0.0004228056399776525,0.09332408443289116,-0.2616577194916861,-0.0016158729839846622,-0.007205087679175937,176
top4,4,126,5,-3,-0.19814870966845238,-0.20166671411480913,-0.0029732866235526734,0.09377519019955143,-0.28027752237017356,-0.010608366302117287,-0.04964204808076034,173
top4,4,126,5,-4,-0.18791034876873988,-0.19150513217693185,-0.0019992263452448533,0.09371699426097313,-0.28027752237017467,-0.007133024183810175,-0.033640539231501676,176
top4,4,126,5,-5,-0.2778947282876563,-0.28309309380688663,-0.011912635119840087,0.09786338583007237,-0.3956318705959795,-0.03011040314293918,-0.18528719166543217,191
top4,4,126,5,-6,-0.26120188939256694,-0.26626233827670964,-0.010770993330847634,0.09919491853897708,-0.39025771080048877,-0.027599693824766174,-0.16904072630563416,174
top4,4,126,5,-7,-0.24161795772772737,-0.2459628294386831,-0.009034007673888178,0.09974709106164724,-0.40614312576687306,-0.02224340903672888,-0.14373584120805338,172
top4,4,126,5,-8,-0.20215488630113176,-0.20254717342603995,-0.00598979019610113,0.10261276633777107,-0.3698602178369353,-0.016194740356590395,-0.0976281813668326,173
top4,4,126,6,-1,-0.20777441046019587,-0.21023782986416642,-0.003079080806272283,0.09111103602564585,-0.24771635478108867,-0.012429864830658117,-0.051364897221659156,168
top4,4,126,6,-2,-0.21063771453628524,-0.21252971318001646,-0.003615705419900306,0.09202882529860268,-0.26375700643932803,-0.013708471553842971,-0.0600585895553033,176
top4,4,126,6,-3,-0.22093614330092093,-0.2236170325663315,-0.0047032477771549175,0.09248962579365072,-0.28430306441356995,-0.01654307802434798,-0.07744798624246219,168
top4,4,126,6,-4,-0.21540104439568292,-0.2181300884768717,-0.004239949746257632,0.09264014917306176,-0.28430306441357156,-0.014913485913362645,-0.07007738795996954,172
top4,4,126,6,-5,-0.2953801108522863,-0.2994250525838499,-0.013212557376538037,0.09684903749832807,-0.3938745430096554,-0.033545090971299825,-0.20342185330456342,187
top4,4,126,6,-6,-0.280495858307236,-0.28467791286363825,-0.012285757605704606,0.09817936138988549,-0.3874371904837059,-0.03171032081449418,-0.19053184699281045,167
top4,4,126,6,-7,-0.273690892417423,-0.2769663505506077,-0.011907058106176427,0.09894440935649629,-0.3990464566219679,-0.029838776685233024,-0.18520855834917016,166
top4,4,126,6,-8,-0.24717340557021156,-0.2462861834788835,-0.010244781297003569,0.10165806986298045,-0.374960834520144,-0.02732227036488844,-0.16145005412528945,168
top4,4,126,7,-1,-0.22917551102785408,-0.2336041156349022,-0.0030609958872720444,0.08491811022686578,-0.21404246452031608,-0.014300881342082971,-0.0510705944023494,170
top4,4,126,7,-2,-0.2255913320288174,-0.22927846403128077,-0.0030186146068819086,0.08575984685255944,-0.2167357201496646,-0.013927628564398317,-0.05038057076900615,176
top4,4,126,7,-3,-0.24292483714389143,-0.24733023531455675,-0.004707038495700533,0.08639336380385189,-0.2385939835813146,-0.01972823633290124,-0.07750806520894371,169
top4,4,126,7,-4,-0.21472499860650912,-0.21942753915795837,-0.0022320470216676824,0.0862368075986079,-0.2385939835813187,-0.00935500127943061,-0.03748813969917397,171
top4,4,126,7,-5,-0.3131322196538077,-0.3195660501482717,-0.012456127262924999,0.09075099101908436,-0.36131725278556764,-0.03447421114517713,-0.19291599797809045,188
top4,4,126,7,-6,-0.29765203350092034,-0.30444119059182695,-0.0115730485006722,0.092064868593853,-0.36580170872237333,-0.03163749163745873,-0.1804861263982095,166
top4,4,126,7,-7,-0.26581239074663726,-0.27131534637593424,-0.008885937475565986,0.09266946779352876,-0.3654200735084942,-0.024317048021609115,-0.14154548341386897,164
top4,4,126,7,-8,-0.2585957268381609,-0.259155623891896,-0.009260139212318386,0.09563524340136717,-0.33919585024908466,-0.027300272705336182,-0.14707078523906092,166
top4,4,126,8,-1,-0.3999456718833425,-0.3988453309765323,-0.011854557291893775,0.0731357690980029,-0.2213681992419484,-0.053551311039654444,-0.18446797078804844,161
top4,4,126,8,-2,-0.4213150872346549,-0.4183898732556293,-0.013797605456553286,0.07395445161980302,-0.2538222930472414,-0.05435931293074117,-0.21145898105607752,163
