method,base_signal,yc_component,param,thresholds,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,n_events,eq_final
C_momentum,z_move,10Y2Y+10Y3M,"win=21,k=0.2",optimized,0.19465921396309951,0.23108255352094825,0.03996801594091881,0.1025793515466678,-0.23607758712951132,0.1693003407349826,0.05608915958908012,33,1.952036265149994
C_momentum,z_move,10Y-3M,"win=21,k=0.2",optimized,0.19465921396309951,0.23108255352094825,0.03996801594091881,0.1025793515466678,-0.23607758712951132,0.1693003407349826,0.05608915958908012,31,1.952036265149994
C_momentum,z_move,30Y-10Y,"win=63,k=0.3",optimized,0.1932266719468839,0.22259969823392706,0.03829632878424016,0.09468842266904873,-0.23607758712951155,0.16221924855251463,0.05441747243240147,16,1.8991683090912572
C_momentum,z_move,5Y2Y+30Y10Y,"win=63,k=0.2",optimized,0.1892684617479383,0.23135768235086399,0.039777399690525295,0.10449389987046127,-0.23607758712951132,0.1684929102088101,0.0558985433386866,31,1.945938687500735
C_momentum,z_move,30Y-10Y,"win=63,k=0.5",baseline,0.18701544996811423,0.21550109880168555,0.037713996411433914,0.09471942780371416,-0.23607758712951155,0.15975254944783943,0.05383514005959522,17,1.8810704894819577
C_momentum,z_move,10Y2Y+5Y2Y,"win=63,k=0.7",optimized,0.1864440577965061,0.2312408539576459,0.04055128504120997,0.1102276215401867,-0.2360775871295131,0.17177100771943835,0.05667242868937128,68,1.9708062400399484
C_momentum,z_std,10Y-2Y,"win=63,k=0.7",optimized,0.18571134415958637,0.21838813316972885,0.03915615127742478,0.10315014068803154,-0.23607758712951132,0.1658613668223568,0.055277294925586085,71,1.9261899376620062
C_momentum,z_move,30Y-2Y,"win=63,k=0.5",baseline,0.18284525068818067,0.2231893114398831,0.03890415590368268,0.10338882652151198,-0.23607758712951132,0.16479394074093107,0.05502529955184399,34,1.918233221068726
C_momentum,z_move,10Y2Y+30Y10Y,"win=63,k=0.5",baseline,0.18284525068818067,0.2231893114398831,0.03890415590368268,0.10338882652151198,-0.23607758712951132,0.16479394074093107,0.05502529955184399,34,1.918233221068726
C_momentum,z_move,full_3seg,"win=63,k=0.5",baseline,0.18284525068818067,0.2231893114398831,0.03890415590368268,0.10338882652151198,-0.23607758712951132,0.16479394074093107,0.05502529955184399,34,1.918233221068726
C_momentum,z_move,10Y-2Y,"win=21,k=0.2",baseline,0.18282202184421417,0.21194481063052728,0.03760535015345168,0.096297754372575,-0.23607758712951132,0.1592923352474859,0.053726493801612984,21,1.8777119858821145
C_momentum,z_move,10Y2Y+5Y2Y,"win=21,k=0.2",baseline,0.18282202184421417,0.21194481063052728,0.03760535015345168,0.096297754372575,-0.23607758712951132,0.1592923352474859,0.053726493801612984,23,1.8777119858821145
C_momentum,z_std,10Y-2Y,"win=126,k=0.3",optimized,0.18048555137040367,0.21702488596562847,0.03821319009159385,0.10091217802922967,-0.2360775871295131,0.16186708173457373,0.05433433373975516,40,1.8965745186875465
C_momentum,z_move,10Y2Y+5Y2Y,"win=21,k=0.3",baseline,0.17955854747904806,0.21732064466480877,0.03834253306950708,0.10215349437290025,-0.23607758712951132,0.16241496507871583,0.054463676717668386,30,1.900611250054267
C_momentum,z_move,5Y-2Y,"win=21,k=0.2",baseline,0.17955854747904806,0.21732064466480877,0.03834253306950708,0.10215349437290025,-0.23607758712951132,0.16241496507871583,0.054463676717668386,26,1.900611250054267
C_momentum,z_move,5Y-2Y,"win=21,k=0.3",baseline,0.17918373755965983,0.21058662192680533,0.03795657699439503,0.10021320706303677,-0.23607758712951132,0.16078009545892294,0.05407772064255634,31,1.8885896287651407
C_momentum,z_move,5Y-2Y,"win=63,k=1.0",baseline,0.17841501147975372,0.21393751754040177,0.038896297232621,0.1059120366380456,-0.23607758712951055,0.1647606522311784,0.05501744088078231,93,1.9179855829219292
C_momentum,z_move,5Y2Y+30Y10Y,"win=21,k=0.5",baseline,0.17731650588740822,0.2050844732484127,0.03739287083724685,0.09808940656822389,-0.23607758712951132,0.15839229505820582,0.05351401448540816,35,1.8711600745449959
C_momentum,z_move,butterfly,"win=63,k=0.3",baseline,0.17517803825125577,0.20424871606315984,0.03711698349173265,0.09771192589325588,-0.2360775871295131,0.1572236650799473,0.053238127139893954,12,1.862685054434348
C_momentum,z_move,5Y2Y+30Y10Y,"win=63,k=0.3",baseline,0.17434581373532354,0.1970631152052159,0.03618684566224473,0.09284332852877196,-0.23607758712951155,0.1532836983901937,0.05230798931040603,25,1.834377548540266
C_momentum,z_move,30Y-10Y,"win=126,k=0.2",optimized,0.1741234545315982,0.20391478816086195,0.03697596469786424,0.09749384276535594,-0.23607758712951155,0.1566263241989987,0.053097108346025546,23,1.8583670484532042
C_momentum,z_move,full_3seg,"win=63,k=0.3",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,22,1.8304352071335352
C_momentum,z_move,full_3seg,"win=63,k=0.2",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,19,1.8304352071335352
C_momentum,z_move,10Y-3M,"win=21,k=0.2",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,21,1.8304352071335352
C_momentum,z_move,30Y-2Y,"win=63,k=0.2",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,19,1.8304352071335352
C_momentum,z_move,10Y2Y+30Y10Y,"win=63,k=0.2",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,19,1.8304352071335352
C_momentum,z_move,10Y2Y+10Y3M,"win=21,k=0.2",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,20,1.8304352071335352
C_momentum,z_move,5Y2Y+30Y10Y,"win=63,k=0.2",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,19,1.8304352071335352
C_momentum,z_move,10Y2Y+30Y10Y,"win=63,k=0.3",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,22,1.8304352071335352
C_momentum,z_move,30Y-2Y,"win=63,k=0.3",baseline,0.1729361036528091,0.1955263694490601,0.03605623627116361,0.09284490590466013,-0.23607758712951155,0.15273045065215468,0.05217737991932492,22,1.8304352071335352
C_momentum,z_move,10Y-5Y,"win=63,k=0.2",baseline,0.17288246297072254,0.19549407516718145,0.03605145571479351,0.09284606106931625,-0.23607758712951155,0.15271020071471578,0.05217259936295482,19,1.8302910612389287
C_momentum,z_move,5Y2Y+30Y10Y,"win=63,k=0.3",optimized,0.17262712652271509,0.2110331666472081,0.03805863327506476,0.10461063471787858,-0.23607758712951132,0.16121239520372566,0.054179776923226064,35,1.891761460511289
C_momentum,z_move,10Y-5Y,"win=63,k=1.0",baseline,0.17199857480333108,0.19905336372321583,0.03678163004572155,0.09756842499951074,-0.27565886470655765,0.1334316967635924,0.052902773693882854,68,1.8524319459939849
B_mult,z_move,10Y-5Y,k=0.1,baseline,0.17165229531856785,0.20029368737949274,0.036777879354212395,0.09774340228352024,-0.23607758712951155,0.1557872553739553,0.0528990230023737,18,1.8523175732360733
