signal,change_win,z_win,group,tl,ts,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
k0.00,10,126,all_6,-3.0,2.5,-0.2146625469542336,-0.21471514054868934,-0.016799003321164463,0.13169108378000974,-0.45661303938788134,-0.03679045903657195,-0.25150424334599175,11
k0.00,10,126,all_6,-3.0,3.0,-0.22884372665768643,-0.2259756564132689,-0.014857001724892571,0.12086789631151774,-0.41555255653545314,-0.03575240120950871,-0.22581854808442914,10
k0.00,10,126,all_6,-2.5,0.5,-0.19964528589096528,-0.19781467312413617,-0.019488744419835058,0.1456379889600279,-0.528477163099567,-0.0368771742293116,-0.2857570533750635,39
k0.00,10,126,all_6,-2.5,1.0,-0.15339938381081106,-0.1531669467615214,-0.011947087717760319,0.14252669058882522,-0.482643306811307,-0.02475345156382977,-0.18577279899890697,35
k0.00,10,126,all_6,-2.5,1.5,-0.18998587491210894,-0.18855688451065408,-0.016371490068677996,0.1403293611266755,-0.5091087191451312,-0.03215715907629346,-0.2459196273946357,35
k0.00,10,126,all_6,-2.5,2.0,-0.23181633170929752,-0.23144818152036664,-0.01848437314249951,0.1301993222731227,-0.4801166335908772,-0.03849975578694621,-0.27314318552001315,28
k0.00,10,126,all_6,-2.5,2.5,-0.2898820944227394,-0.3008329044244165,-0.01957609670851801,0.11456190943438266,-0.45566287020296975,-0.042961799147246876,-0.2868443103489843,20
k0.00,10,126,all_6,-2.5,3.0,-0.3453457740870146,-0.36064432029223437,-0.01876174065730285,0.09866123563325753,-0.41453058878275745,-0.04526020796775336,-0.27664743944646375,13
k0.00,10,126,all_6,-2.0,0.5,-0.15809855383898933,-0.1580887398951922,-0.011929864567096327,0.14022863475692054,-0.4716145611060712,-0.02529579353766639,-0.18553007378206354,73
k0.00,10,126,all_6,-2.0,1.0,-0.12671649257789452,-0.12746735802918555,-0.006214269404035799,0.13505616359752595,-0.4262610060392406,-0.014578554725842617,-0.10110640456722542,65
k0.00,10,126,all_6,-2.0,1.5,-0.1641911876046631,-0.16470511269815635,-0.008970356347293484,0.1273225435444602,-0.4231183284220703,-0.02120058561572248,-0.14279491191430294,57
k0.00,10,126,all_6,-2.0,2.0,-0.17645184806855063,-0.18118245456754065,-0.005994409289748703,0.11192858700679051,-0.3694513939942713,-0.016225163545713007,-0.09769988004579311,43
k0.00,10,126,all_6,-2.0,2.5,-0.31216433173032476,-0.32579833420566184,-0.012771880883637565,0.09176185283348105,-0.40269434537294735,-0.03171606711241287,-0.197317178959323,29
k0.00,10,126,all_6,-2.0,3.0,-0.4776483595248571,-0.5026493179372337,-0.020278749762934978,0.0783394623981125,-0.34524252359203306,-0.05873769416335867,-0.29553358878037594,17
k0.00,10,126,all_6,-1.5,0.5,-0.19186965164652972,-0.19365807288863762,-0.014084970270901942,0.13245856758270133,-0.4787001581810613,-0.029423366652773297,-0.2153786503574905,127
k0.00,10,126,all_6,-1.5,1.0,-0.16529636635970707,-0.16756030470232028,-0.00787692622580305,0.12305052734715044,-0.3589788685072538,-0.021942590265989104,-0.12647843137677062,115
k0.00,10,126,all_6,-1.5,1.5,-0.21371889805066135,-0.21610540724210875,-0.010164453178007293,0.11202856671363014,-0.3423813645929505,-0.02968751874124803,-0.16028558377643143,93
k0.00,10,126,all_6,-1.5,2.0,-0.15948777056120175,-0.16419114328746334,-0.0008763611102936553,0.09973044486570894,-0.22824582237559607,-0.0038395493997324323,-0.014879834156293015,59
k0.00,10,126,all_6,-1.5,2.5,-0.28104924358984174,-0.29422031626273887,-0.006852163426747104,0.08329274994239297,-0.26640975127195504,-0.025720392718479413,-0.11092156746369997,35
k0.00,10,126,all_6,-1.5,3.0,-0.44182993756862177,-0.46765073222532705,-0.012586458778817478,0.06861138430210138,-0.21227916470311406,-0.05929201199006243,-0.19473539059810208,19
k0.00,10,126,all_6,-1.0,0.5,-0.3258419382935586,-0.33445988725848363,-0.026887418799332208,0.12213870002492672,-0.5139602310633256,-0.05231420093283323,-0.37252245199016487,193
k0.00,10,126,all_6,-1.0,1.0,-0.25592621565820445,-0.26515494318356936,-0.01431060180671162,0.11058413231145908,-0.36553885963828264,-0.039149330992805015,-0.21844341068924422,153
k0.00,10,126,all_6,-1.0,1.5,-0.3523994658211961,-0.36262340189304765,-0.019694750372915903,0.09922846621760448,-0.36164731632371655,-0.05445844468893225,-0.2883186737343193,115
k0.00,10,126,all_6,-1.0,2.0,-0.3308429047025888,-0.3432854309866117,-0.011060305925464475,0.08352516234269508,-0.2864576246327795,-0.03861061802646407,-0.17318648549190607,65
k0.00,10,126,all_6,-1.0,2.5,-0.3724719244688525,-0.39454014150050803,-0.007856694850932766,0.0685649053412868,-0.1644905566897527,-0.04776380485933522,-0.12617379572828635,35
k0.00,10,126,all_6,-1.0,3.0,-0.5478506347156819,-0.5706552031885607,-0.0147523450586875,0.06031409457287945,-0.2500107898901246,-0.05900683352574863,-0.22441101775008843,19
k0.00,10,126,all_6,-0.5,0.5,-0.27345403501412824,-0.2849240635523163,-0.01654885861147115,0.11146059536155452,-0.41983145014650874,-0.03941786306313186,-0.2482413418867021,243
