rr_tenors,z_type,z_window,z_min_periods,slope_long_yield,slope_short_yield,slope_mom_window,slope_zscore_window,slope_zscore_min_periods,k_slope,tl_calm,ts_calm,tl_stress,ts_stress,allow_long_stress,cooldown,delay,tcost_bps,w_initial,w_long,w_short,long_etf,short_etf,hmm_n_seeds,hmm_n_iter,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,total_ret,eq_final,bm_ann,n_events,n_days,years
"['1W', '1M', '3M', '6M']",std,63,20,US_10Y,US_2Y,126,252,63,0.5,-3.25,2.75,-4.0,99,False,5,1,5,0.5,1.0,0.0,TLT,SHV,10,300,0.3328485660416349,0.4084617549205342,0.05473672180485356,0.1043619391783964,-0.23607758712951266,0.2318590361346962,0.07085786545301487,1.4831927987200082,2.450071788504153,-0.016121143648161307,52,4301,17.067460317460316
