z_windows,k_slope,yc_cw,k_yc,term_z_w,k_term,tl_c,ts_c,tl_s,adapt_days,adapt_raise,max_hold_days,sharpe,sortino,calmar,ann_ret,mdd,excess,n_events,n_dead,win_rate,consistency,min_excess,composite_score
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.875,-2.625,0,0.0,0,0.47953944941860616,0.5176503666121257,0.3035963365976276,0.059698735169359196,-0.19663852284384153,0.0758198788175205,89,2,0.7222222222222222,8.345153931514943,-0.15694355921917835,0.28471706901512744
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.875,-2.625,42,1.0,0,0.47953944941860616,0.5176503666121257,0.3035963365976276,0.059698735169359196,-0.19663852284384153,0.0758198788175205,86,2,0.7222222222222222,8.345153931514943,-0.15694355921917835,0.28471706901512744
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.875,-2.625,63,0.75,0,0.47953944941860616,0.5176503666121257,0.3035963365976276,0.059698735169359196,-0.19663852284384153,0.0758198788175205,88,2,0.7222222222222222,8.345153931514943,-0.15694355921917835,0.28471706901512744
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.875,-2.625,42,0.5,0,0.47953944941860616,0.5176503666121257,0.3035963365976276,0.059698735169359196,-0.19663852284384153,0.0758198788175205,88,2,0.7222222222222222,8.345153931514943,-0.15694355921917835,0.28471706901512744
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.875,-2.625,63,0.5,0,0.47953944941860616,0.5176503666121257,0.3035963365976276,0.059698735169359196,-0.19663852284384153,0.0758198788175205,88,2,0.7222222222222222,8.345153931514943,-0.15694355921917835,0.28471706901512744
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.875,-2.625,42,0.75,0,0.47953944941860616,0.5176503666121257,0.3035963365976276,0.059698735169359196,-0.19663852284384153,0.0758198788175205,88,2,0.7222222222222222,8.345153931514943,-0.15694355921917835,0.28471706901512744
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,63,1.0,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,86,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,63,0.5,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,88,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,63,0.75,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,88,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,126,0.5,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,89,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,42,0.5,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,88,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,42,1.0,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,86,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,0,0.0,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,89,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,126,0.75,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,89,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,126,1.0,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,89,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.2,126,0.4,-3.75,3.75,-2.75,42,0.75,0,0.476851063094342,0.5168398430147828,0.3039178379913188,0.05976195472850687,-0.19663852284384153,0.07588309837666818,88,2,0.7222222222222222,8.328589031570447,-0.15694355921917835,0.28334423672256376
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,42,1.0,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,86,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,0,1.0,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,90,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,42,0.5,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,88,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,42,0.75,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,88,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,126,0.75,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,90,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,63,0.75,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,88,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.75,-2.75,63,0.5,252,0.47633387166429786,0.5142645799060974,0.3023174114722718,0.05944724922188116,-0.19663852284384087,0.07556839287004247,88,2,0.7222222222222222,8.359167507722299,-0.15694355921917835,0.28273245362248556
