z_windows,k_slope,yc_cw,k_yc,term_z_w,k_term,tl_c,ts_c,tl_s,adapt_days,adapt_raise,max_hold_days,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,total_ret,n_events,n_dead,win_rate,composite_score
"[63, 252]",1.0,84,0.3,63,0.4,-3.75,3.625,-2.625,63,0.75,0,0.5386815822222913,0.5896381079804912,0.06532225825489357,0.08413552597792544,-0.19663852284384153,0.3321946143115028,0.08144340190305488,1.9446310990707754,91,2,0.7222222222222222,0.322547043790985
