z_windows,k_slope,yc_cw,k_yc,tl_c,ts_c,tl_s,adapt_days,adapt_raise,max_hold_days,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,total_ret,n_events,n_dead,win_rate,composite_score
"[63, 252]",0.75,126,0.2,-3.375,3.0,-2.875,63,1.0,252,0.4196937426339767,0.503249602156906,0.0617512252301764,0.09948021852350673,-0.19663852284384065,0.3140342204422263,0.0778723688783377,1.7806261866342905,55,3,0.7777777777777778,0.2318645432143269
