z_windows,k_slope,yc_cw,k_yc,tl_c,ts_c,tl_s,adapt_days,adapt_raise,max_hold_days,sharpe,sortino,calmar,ann_ret,mdd,excess,n_events,n_dead,win_rate,consistency,min_excess,composite_score
"[63, 252]",0.75,126,0.2,-2.875,3.0,-3.0,63,1.5,252,0.393937606179881,0.45840364002714534,0.25115984499709754,0.0592932101907373,-0.2360775871295131,0.0754143538388986,63,3,0.7777777777777778,9.092149282410867,-0.17092087178480408,0.20430790589133482
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,126,1.5,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,80,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,63,0.5,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,79,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,42,0.75,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,78,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,42,0.5,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,79,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,63,1.0,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,78,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,63,0.75,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,78,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,63,1.5,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,78,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,126,0.5,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,80,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,126,1.0,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,80,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,126,0.75,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,80,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,42,1.5,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,78,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
"[63, 252]",0.75,126,0.2,-2.625,3.0,-2.875,42,1.0,252,0.39228636343708234,0.44046457128458927,0.27379643599416376,0.05689081203502622,-0.20778507152021108,0.07301195568318752,78,3,0.7777777777777778,9.113699945784239,-0.1858433143530358,0.2036543913355389
[63],0.75,42,0.6,-3.625,3.0,-3.0,126,1.0,252,0.43518631336563934,0.5008570972979978,0.3148417339412646,0.061910013491803584,-0.1966385228438401,0.07803115713996489,57,4,0.6666666666666666,8.862582382943202,-0.08133205439261171,0.2034083429879987
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,63,0.75,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,65,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,42,0.75,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,65,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,126,1.0,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,67,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,42,0.5,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,65,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,63,1.0,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,64,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,126,0.75,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,67,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,42,1.5,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,64,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,126,1.5,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,67,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,42,1.0,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,64,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,126,0.5,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,67,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,63,1.5,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,64,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
"[63, 252]",0.75,126,0.2,-2.75,3.125,-2.875,63,0.5,252,0.4356001042264487,0.4890805169430953,0.30836007204543414,0.060635469071034453,-0.19663852284384065,0.07675661271919576,65,4,0.7777777777777778,9.104368165717627,-0.17092087178480408,0.20315994338814858
[63],0.75,42,0.6,-3.0,3.0,-3.0,126,1.0,252,0.4439369528218154,0.49743371147484616,0.3158907759732348,0.062116295567371305,-0.1966385228438401,0.07823743921553261,63,4,0.6111111111111112,8.59377236520818,-0.11525557419442922,0.20315785921467872
[63],0.75,42,0.6,-3.0,3.0,-3.0,189,1.0,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,126,0.5,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,65,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,0,0.5,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,0,0.75,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,0,1.0,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,126,0.75,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,63,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,0,1.5,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,189,1.5,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,189,0.5,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
[63],0.75,42,0.6,-3.0,3.0,-3.0,189,0.75,252,0.44381998631023484,0.49730269438777985,0.31583436361089307,0.06210520272377029,-0.1966385228438401,0.0782263463719316,66,4,0.6111111111111112,8.59236799448558,-0.11545537162688735,0.20307391856950135
"[63, 252]",0.75,126,0.2,-2.75,3.0,-3.0,126,1.5,189,0.344799712675662,0.39958513558747594,0.22308326247993934,0.05266495833524365,-0.23607758712951188,0.06878610198340496,69,2,0.7777777777777778,9.164153644876523,-0.17092087178480408,0.20251991305453426
"[63, 252]",0.75,126,0.2,-2.75,3.0,-3.0,126,1.0,189,0.344799712675662,0.39958513558747594,0.22308326247993934,0.05266495833524365,-0.23607758712951188,0.06878610198340496,69,2,0.7777777777777778,9.164153644876523,-0.17092087178480408,0.20251991305453426
